          52   3.04209304       3.05221891       3.05222988       3.21735692       4.58132601       4.58133411       4.65916777       4.84552908       6.55873394       7.41025877       8.37613297       8.37613869       9.48498535       9.56107426    
          53   3.04024100       3.05212808       3.05408311       3.21743798       4.57927704       4.58111715       4.65837717       4.84836817       6.55912209       7.41052723       8.37592793       8.37595463       9.48439598       9.56087685    
          54   3.03650403       3.05193305       3.05788589       3.21768999       4.57318401       4.58047819       4.65630579       4.85652208       6.56028795       7.41132879       8.37530899       8.37541008       9.48260498       9.56033611    
          55   3.03223395       3.05156493       3.06223392       3.21810508       4.56329823       4.57941389       4.65359879       4.86909723       6.56223202       7.41266394       8.37427139       8.37450314       9.47955036       9.55961514    
          56   3.02781606       3.05105400       3.06675792       3.21867490       4.55010700       4.57792521       4.65079784       4.88506508       6.56494999       7.41452980       8.37280464       8.37323666       9.47515965       9.55893040    
          57   3.02337503       3.05040193       3.07137108       3.21940899       4.53425312       4.57601404       4.64815807       4.90353107       6.56844282       7.41692114       8.37090397       8.37161732       9.46939373       9.55850029    
          58   3.01892209       3.04961205       3.07598400       3.22029805       4.51638603       4.57368183       4.64571524       4.92380810       6.57270718       7.41983223       8.36855125       8.36964798       9.46227169       9.55850220    
          59   3.01449609       3.04869509       3.08059692       3.22134399       4.49705505       4.57093382       4.64341688       4.94540310       6.57774115       7.42325783       8.36573410       8.36733723       9.45388126       9.55905533    
          60   3.01011610       3.04766107       3.08519602       3.22253394       4.47668982       4.56777191       4.64118814       4.96796513       6.58354282       7.42718983       8.36243629       8.36468792       9.44436646       9.56019688    
          61   3.00578094       3.04646897       3.08975291       3.22389388       4.45560598       4.56419706       4.63896990       4.99124098       6.59010601       7.43161583       8.35863686       8.36170959       9.43390942       9.56194305    
          62   3.00151396       3.04519200       3.09428310       3.22539091       4.43401623       4.56017685       4.63670301       5.01504707       6.59743118       7.43652678       8.35431862       8.35841084       9.42269802       9.56426716    
          63   2.99731302       3.04379296       3.09876490       3.22704506       4.41212893       4.55578184       4.63435888       5.03925323       6.60551500       7.44190979       8.34946728       8.35480022       9.41092873       9.56713295    
          64   2.99318504       3.04228711       3.10318708       3.22882795       4.39003420       4.55096579       4.63191891       5.06375408       6.61434889       7.44775009       8.34406090       8.35088634       9.39877701       9.57050896    
          65   2.98916197       3.04070497       3.10757089       3.23076200       4.36784601       4.54575920       4.62934208       5.08846998       6.62393093       7.45403481       8.33808708       8.34667969       9.38640594       9.57435989    
          66   2.98519611       3.03900909       3.11186099       3.23282290       4.34568119       4.54017019       4.62665176       5.11334896       6.63425303       7.46074104       8.33153057       8.34219456       9.37397003       9.57865143    
          67   2.98132396       3.03722906       3.11608505       3.23501492       4.32357693       4.53419304       4.62382317       5.13833618       6.64531183       7.46785212       8.32438469       8.33744431       9.36159992       9.58335590    
          68   2.97754002       3.03537393       3.12022305       3.23732805       4.30157518       4.52783012       4.62084389       5.16338682       6.65710115       7.47534418       8.31663990       8.33243656       9.34941387       9.58844757    
          69   2.97385597       3.03345609       3.12428093       3.23976302       4.27972507       4.52109385       4.61772585       5.18846798       6.66961718       7.48319387       8.30830097       8.32719135       9.33751774       9.59390259    
          70   2.97027206       3.03147197       3.12825203       3.24230289       4.25806093       4.51397514       4.61444998       5.21354818       6.68284893       7.49137211       8.29936886       8.32171822       9.32600307       9.59969711    
          71   2.96680307       3.02943301       3.13214207       3.24493599       4.23661423       4.50649595       4.61102009       5.23859978       6.69679308       7.49984694       8.28985977       8.31603622       9.31494999       9.60580826    
          72   2.96343589       3.02735496       3.13593888       3.24768209       4.21541786       4.49866009       4.60743999       5.26360512       6.71144104       7.50858879       8.27980042       8.31016064       9.30442715       9.61221027    
          73   2.96018505       3.02524304       3.13965011       3.25051999       4.19449282       4.49044609       4.60368776       5.28853893       6.72678614       7.51755714       8.26921463       8.30411053       9.29449177       9.61888123    
          74   2.95704889       3.02310300       3.14327097       3.25343895       4.17387295       4.48191881       4.59980917       5.31338882       6.74281979       7.52671003       8.25815105       8.29790592       9.28518772       9.62579823    
          75   2.95403099       3.02094293       3.14679909       3.25641799       4.15354919       4.47304392       4.59575605       5.33812094       6.75953388       7.53599977       8.24665260       8.29156303       9.27654934       9.63292408    
          76   2.95115089       3.01877594       3.15025401       3.25947595       4.13359118       4.46384716       4.59157896       5.36273909       6.77692223       7.54537582       8.23478317       8.28511143       9.26860428       9.64023876    
          77   2.94838810       3.01660705       3.15362406       3.26258302       4.11397123       4.45431805       4.58726120       5.38721323       6.79497480       7.55478001       8.22260761       8.27857113       9.26136303       9.64769459    
          78   2.94575500       3.01445508       3.15691400       3.26573491       4.09472418       4.44447803       4.58279514       5.41153288       6.81368303       7.56414509       8.21020985       8.27197075       9.25483418       9.65526009    
          79   2.94323397       3.01232195       3.16012812       3.26891708       4.07586288       4.43432999       4.57818890       5.43568611       6.83303690       7.57340288       8.19767570       8.26533985       9.24901485       9.66288280    
          80   2.94085598       3.01020789       3.16326499       3.27211595       4.05740213       4.42387819       4.57344580       5.45965815       6.85302782       7.58247185       8.18509960       8.25871277       9.24389744       9.67050838    
          81   2.93860793       3.00813794       3.16633511       3.27532792       4.03935719       4.41313791       4.56857014       5.48343706       6.87364817       7.59126806       8.17258644       8.25212765       9.23946476       9.67808056    
          82   2.93645501       3.00611091       3.16933393       3.27853107       4.02173710       4.40209818       4.56355810       5.50700808       6.89488506       7.59969521       8.16024208       8.24562740       9.23569584       9.68554592    
          83   2.93447208       3.00415707       3.17228603       3.28174400       4.00455284       4.39080191       4.55840302       5.53036308       6.91673279       7.60765505       8.14818001       8.23926163       9.23256874       9.69275570    
          84   2.93259907       3.00226593       3.17516494       3.28493094       3.98782301       4.37924623       4.55314207       5.55348682       6.93917608       7.61503601       8.13650703       8.23308659       9.23005104       9.69969463    
          85   2.93085599       3.00041890       3.17798901       3.28809190       3.97154903       4.36743593       4.54775286       5.57637119       6.96220684       7.62173414       8.12532806       8.22717667       9.22811413       9.70627975    
          86   2.92922807       2.99869895       3.18076301       3.29121900       3.95574808       4.35538721       4.54224205       5.59900284       6.98581314       7.62763596       8.11473370       8.22160816       9.22672176       9.71227074    
          87   2.92772603       2.99707198       3.18350291       3.29432607       3.94043708       4.34311724       4.53663301       5.62138081       7.00998783       7.63264084       8.10480022       8.21647072       9.22584343       9.71768475    
          88   2.92633104       2.99557495       3.18619990       3.29738688       3.92559695       4.33061695       4.53089809       5.64347792       7.03471613       7.63665390       8.09557343       8.21187305       9.22543716       9.72240639    
          89   2.92503309       2.99419904       3.18885493       3.30039811       3.91124392       4.31790113       4.52505302       5.66529083       7.05998898       7.63959885       8.08706856       8.20793438       9.22546959       9.72637081    
          90   2.92381811       2.99295998       3.19146895       3.30335307       3.89738488       4.30499506       4.51910019       5.68680811       7.08579016       7.64142084       8.07926273       8.20478725       9.22590256       9.72954082    
          91   2.92268991       2.99188805       3.19405603       3.30626106       3.88401794       4.29188919       4.51301289       5.70802498       7.11211395       7.64210415       8.07209301       8.20257187       9.22670174       9.73192978    
          92   2.92163491       2.99100494       3.19661689       3.30911994       3.87115097       4.27862215       4.50685596       5.72893000       7.13894892       7.64165497       8.06546116       8.20143414       9.22782993       9.73361683    
          93   2.92062998       2.99026108       3.19913292       3.31191397       3.85879207       4.26518202       4.50060081       5.74951410       7.16627502       7.64011908       8.05923653       8.20150280       9.22925186       9.73467636    
          94   2.91969609       2.98971105       3.20163393       3.31466603       3.84691310       4.25160217       4.49425316       5.76976824       7.19408178       7.63757420       8.05328178       8.20289230       9.23093224       9.73524857    
          95   2.91878295       2.98934698       3.20410490       3.31736207       3.83550501       4.23788309       4.48781490       5.78968287       7.22235680       7.63412619       8.04745865       8.20567894       9.23283672       9.73547173    
          96   2.91789794       2.98917103       3.20654607       3.32000804       3.82459593       4.22403908       4.48128796       5.80925417       7.25108290       7.62989998       8.04165077       8.20990181       9.23493385       9.73540115    
          97   2.91703200       2.98919606       3.20897293       3.32262206       3.81416512       4.21008587       4.47467709       5.82847309       7.28024483       7.62503815       8.03576279       8.21555519       9.23719120       9.73521709    
          98   2.91616988       2.98940992       3.21137595       3.32520199       3.80419993       4.19603014       4.46798515       5.84733295       7.30982494       7.61968994       8.02973366       8.22259140       9.23957539       9.73499203    
          99   2.91530991       2.98982906       3.21375489       3.32775307       3.79466796       4.18189001       4.46121216       5.86582804       7.33980322       7.61400700       8.02353001       8.23093033       9.24205589       9.73480129    
         100   2.91444397       2.99045300       3.21611404       3.33028603       3.78558898       4.16767406       4.45436382       5.88395214       7.37015200       7.60814285       8.01714134       8.24047184       9.24460411       9.73471069    
         101   2.91357493       2.99122310       3.21844697       3.33280396       3.77692604       4.15338993       4.44744492       5.90170288       7.40083599       7.60224915       8.01057339       8.25110245       9.24719143       9.73479557    
         102   2.91269302       2.99216700       3.22076893       3.33533311       3.76865196       4.13906288       4.44045687       5.91907501       7.43180704       7.59648609       8.00384617       8.26270294       9.24978828       9.73505878    
         103   2.91181302       2.99328995       3.22309899       3.33788204       3.76078200       4.12470722       4.43340111       5.93607092       7.46297312       7.59104776       7.99698496       8.27515888       9.25236797       9.73557568    
         104   2.91095090       2.99457908       3.22541904       3.34046102       3.75327206       4.11032820       4.42629004       5.95268583       7.49411917       7.58622980       7.99001884       8.28835487       9.25490379       9.73635197    
         105   2.91006589       2.99601293       3.22772908       3.34307003       3.74610209       4.09595203       4.41912079       5.96892118       7.52455711       7.58279181       7.98297882       8.30218697       9.25736904       9.73742294    
         106   2.90917206       2.99757791       3.23004198       3.34571910       3.73924804       4.08157206       4.41189718       5.98477411       7.55081797       7.58426380       7.97589493       8.31655598       9.25973797       9.73881245    
