          17   2.20722890       2.20722890       2.20722890       2.86539197       6.75124121       6.75124121       6.75124121       9.50382710    
          18   2.20716405       2.20722198       2.20722198       2.86545801       6.75122690       6.75125122       6.75125122       9.50384903    
          19   2.20696998       2.20720100       2.20720100       2.86565495       6.75118303       6.75128222       6.75128222       9.50391293    
          20   2.20664692       2.20716500       2.20716500       2.86598301       6.75111008       6.75133181       6.75133181       9.50401974    
          21   2.20619512       2.20711589       2.20711589       2.86644292       6.75100899       6.75140285       6.75140285       9.50417137    
          22   2.20561409       2.20705199       2.20705199       2.86703205       6.75087786       6.75149393       6.75149488       9.50436401    
          23   2.20490599       2.20697403       2.20697403       2.86775088       6.75071812       6.75160599       6.75160599       9.50459957    
          24   2.20407200       2.20688200       2.20688200       2.86859894       6.75052881       6.75173807       6.75173807       9.50487900    
          25   2.20311093       2.20677590       2.20677590       2.86957407       6.75031185       6.75189018       6.75189018       9.50520134    
          26   2.20202589       2.20665598       2.20665598       2.87067604       6.75006485       6.75206184       6.75206184       9.50556469    
          27   2.20081711       2.20652103       2.20652103       2.87190294       6.74978924       6.75225401       6.75225401       9.50597286    
          28   2.19948697       2.20637298       2.20637298       2.87325501       6.74948502       6.75246716       6.75246716       9.50642300    
          29   2.19803500       2.20620990       2.20620990       2.87472892       6.74915123       6.75269985       6.75269985       9.50691605    
          30   2.19646502       2.20603299       2.20603299       2.87632394       6.74878883       6.75295305       6.75295305       9.50745106    
          31   2.19477701       2.20584202       2.20584202       2.87803793       6.74839783       6.75322580       6.75322723       9.50802898    
          32   2.19297290       2.20563698       2.20563698       2.87986994       6.74797821       6.75352001       6.75352001       9.50864983    
          33   2.19105601       2.20541692       2.20541692       2.88181710       6.74752903       6.75383282       6.75383282       9.50931263    
          34   2.18902707       2.20518303       2.20518303       2.88387799       6.74705219       6.75416708       6.75416708       9.51001835    
          35   2.18688798       2.20493603       2.20493603       2.88605094       6.74654579       6.75452089       6.75452185       9.51076698    
          36   2.18464208       2.20467496       2.20467496       2.88833308       6.74601078       6.75489616       6.75489616       9.51155758    
          37   2.18229008       2.20439911       2.20439911       2.89072299       6.74544811       6.75529099       6.75529099       9.51239109    
          38   2.17983389       2.20410895       2.20410895       2.89321899       6.74485683       6.75570488       6.75570583       9.51326561    
          39   2.17727709       2.20380592       2.20380592       2.89581800       6.74423695       6.75614023       6.75614119       9.51418304    
          40   2.17462111       2.20348811       2.20348811       2.89851809       6.74358797       6.75659513       6.75659609       9.51514339    
          41   2.17186809       2.20315599       2.20315599       2.90131593       6.74291182       6.75707102       6.75707102       9.51614475    
          42   2.16901994       2.20281005       2.20281005       2.90421104       6.74220705       6.75756598       6.75756598       9.51718807    
          43   2.16608000       2.20244908       2.20244908       2.90720010       6.74147415       6.75808096       6.75808096       9.51827335    
          44   2.16304994       2.20207596       2.20207596       2.91028190       6.74071312       6.75861597       6.75861597       9.51939964    
          45   2.15993190       2.20168805       2.20168805       2.91345406       6.73992395       6.75917196       6.75917196       9.52056980    
          46   2.15672803       2.20128608       2.20128608       2.91671300       6.73910713       6.75974798       6.75974798       9.52178001    
          47   2.15344000       2.20087004       2.20087004       2.92005706       6.73826218       6.76034403       6.76034403       9.52303314    
          48   2.15007210       2.20043993       2.20043993       2.92348504       6.73739004       6.76096010       6.76096010       9.52432632    
          49   2.14662409       2.19999695       2.19999695       2.92699409       6.73648882       6.76159620       6.76159620       9.52566242    
          50   2.14309907       2.19953895       2.19953895       2.93058205       6.73556185       6.76225185       6.76225185       9.52703857    
          51   2.13949895       2.19906807       2.19906807       2.93424606       6.73460579       6.76292801       6.76292801       9.52845573    
          52   2.13582706       2.19858193       2.19858193       2.93798494       6.73362398       6.76362419       6.76362419       9.52991486    
          53   2.13208294       2.19808292       2.19808292       2.94179702       6.73261404       6.76433992       6.76433992       9.53141403    
          54   2.12827206       2.19757009       2.19757009       2.94567895       6.73157597       6.76507616       6.76507616       9.53295517    
          55   2.12439299       2.19704294       2.19704294       2.94963002       6.73051214       6.76583195       6.76583195       9.53453636    
          56   2.12044907       2.19650292       2.19650292       2.95364690       6.72942209       6.76661015       6.76661015       9.53615856    
          57   2.11644292       2.19594789       2.19594789       2.95773005       6.72830296       6.76740599       6.76740599       9.53782082    
          58   2.11237597       2.19537997       2.19537997       2.96187496       6.72715807       6.76822090       6.76822186       9.53952312    
          59   2.10824895       2.19479799       2.19479799       2.96608090       6.72598696       6.76905680       6.76905680       9.54126644    
          60   2.10406399       2.19420195       2.19420195       2.97034597       6.72478819       6.76991177       6.76991320       9.54304886    
          61   2.09982395       2.19359207       2.19359207       2.97466898       6.72356319       6.77078819       6.77078819       9.54487228    
          62   2.09553003       2.19296789       2.19296789       2.97904801       6.72231197       6.77168322       6.77168322       9.54673386    
          63   2.09118295       2.19233108       2.19233108       2.98348188       6.72103500       6.77259779       6.77259779       9.54863739    
          64   2.08678603       2.19167995       2.19167995       2.98796701       6.71973085       6.77353191       6.77353287       9.55057907    
          65   2.08233905       2.19101596       2.19101596       2.99250388       6.71840191       6.77448702       6.77448702       9.55255985    
          66   2.07784390       2.19033790       2.19033790       2.99709105       6.71704578       6.77546120       6.77546120       9.55458069    
          67   2.07330298       2.18964696       2.18964696       3.00172591       6.71566582       6.77645683       6.77645683       9.55664158    
          68   2.06871700       2.18894196       2.18894196       3.00640798       6.71425915       6.77747011       6.77747107       9.55873966    
          69   2.06408691       2.18822289       2.18822289       3.01113391       6.71282721       6.77850389       6.77850389       9.56087780    
          70   2.05941510       2.18748999       2.18748999       3.01590490       6.71136904       6.77955723       6.77955723       9.56305408    
          71   2.05470300       2.18674397       2.18674397       3.02071810       6.70988703       6.78062916       6.78062916       9.56526947    
          72   2.04994988       2.18598509       2.18598509       3.02557302       6.70837879       6.78172112       6.78172207       9.56752205    
          73   2.04515910       2.18521190       2.18521190       3.03046799       6.70684624       6.78283310       6.78283310       9.56981373    
          74   2.04033089       2.18442512       2.18442512       3.03540206       6.70528793       6.78396511       6.78396511       9.57214260    
          75   2.03546691       2.18362594       2.18362594       3.04037309       6.70370483       6.78511477       6.78511620       9.57450962    
          76   2.03056693       2.18281198       2.18281198       3.04538202       6.70209789       6.78628588       6.78628588       9.57691479    
          77   2.02563405       2.18198609       2.18198609       3.05042601       6.70046711       6.78747606       6.78747606       9.57935810    
          78   2.02066708       2.18114591       2.18114591       3.05550408       6.69881105       6.78868484       6.78868484       9.58183670    
          79   2.01566911       2.18029308       2.18029308       3.06061697       6.69713116       6.78991413       6.78991413       9.58435440    
          80   2.01063991       2.17942595       2.17942595       3.06576109       6.69542694       6.79116201       6.79116201       9.58690834    
          81   2.00558090       2.17854595       2.17854595       3.07093811       6.69369888       6.79242992       6.79242992       9.58949947    
          82   2.00049210       2.17765307       2.17765307       3.07614493       6.69194794       6.79371595       6.79371691       9.59212685    
          83   1.99537599       2.17674708       2.17674708       3.08138108       6.69017315       6.79502296       6.79502296       9.59479046    
          84   1.99023199       2.17582703       2.17582703       3.08664703       6.68837404       6.79634809       6.79634809       9.59749126    
          85   1.98506200       2.17489505       2.17489505       3.09194112       6.68655300       6.79769278       6.79769278       9.60022736    
          86   1.97986603       2.17394900       2.17394900       3.09726191       6.68470812       6.79905701       6.79905701       9.60299873    
          87   1.97464502       2.17299008       2.17299008       3.10260892       6.68283987       6.80043983       6.80043983       9.60580730    
          88   1.96940005       2.17201805       2.17201805       3.10798311       6.68095016       6.80184317       6.80184317       9.60865021    
          89   1.96413100       2.17103291       2.17103291       3.11338091       6.67903709       6.80326414       6.80326414       9.61152840    
          90   1.95884001       2.17003489       2.17003489       3.11880302       6.67710114       6.80470514       6.80470514       9.61444187    
          91   1.95352602       2.16902399       2.16902399       3.12424898       6.67514277       6.80616522       6.80616522       9.61738968    
          92   1.94819105       2.16799998       2.16799998       3.12971807       6.67316294       6.80764389       6.80764389       9.62037277    
          93   1.94283605       2.16696310       2.16696310       3.13520908       6.67116117       6.80914116       6.80914211       9.62339115    
          94   1.93745804       2.16591406       2.16591406       3.14072108       6.66913509       6.81065798       6.81065798       9.62644196    
          95   1.93206203       2.16485095       2.16485095       3.14625502       6.66708899       6.81219387       6.81219387       9.62952805    
          96   1.92664802       2.16377592       2.16377592       3.15180898       6.66502190       6.81374788       6.81374884       9.63264847    
          97   1.92121506       2.16268706       2.16268706       3.15738297       6.66293287       6.81532192       6.81532192       9.63580132    
          98   1.91576505       2.16158700       2.16158700       3.16297603       6.66082287       6.81691504       6.81691504       9.63898659    
          99   1.91029704       2.16047311       2.16047311       3.16858792       6.65869188       6.81852579       6.81852579       9.64220715    
         100   1.90481198       2.15934706       2.15934706       3.17421794       6.65653992       6.82015610       6.82015610       9.64546013    
         101   1.89931095       2.15820789       2.15820789       3.17986488       6.65436792       6.82180500       6.82180500       9.64874458    
         102   1.89379394       2.15705609       2.15705609       3.18552995       6.65217495       6.82347298       6.82347298       9.65206337    
         103   1.88826096       2.15589190       2.15589190       3.19121194       6.64996099       6.82515907       6.82515907       9.65541172    
         104   1.88271403       2.15471506       2.15471506       3.19690990       6.64772701       6.82686377       6.82686377       9.65879440    
         105   1.87715197       2.15352607       2.15352607       3.20262289       6.64547300       6.82858801       6.82858801       9.66220760    
         106   1.87157595       2.15232396       2.15232396       3.20835209       6.64319992       6.83032990       6.83032990       9.66565323    
         107   1.86598599       2.15110993       2.15110993       3.21409607       6.64090586       6.83209085       6.83209085       9.66912937    
         108   1.86038303       2.14988303       2.14988303       3.21985412       6.63859320       6.83386993       6.83386993       9.67263603    
         109   1.85476696       2.14864397       2.14864397       3.22562695       6.63626003       6.83566809       6.83566809       9.67617416    
         110   1.84913802       2.14739299       2.14739299       3.23141289       6.63390779       6.83748388       6.83748388       9.67974186    
         111   1.84349799       2.14613008       2.14613008       3.23721290       6.63153791       6.83931923       6.83931923       9.68334103    
         112   1.83784497       2.14485407       2.14485407       3.24302506       6.62914801       6.84117222       6.84117222       9.68696880    
         113   1.83218098       2.14356589       2.14356589       3.24885011       6.62673903       6.84304285       6.84304285       9.69062710    
         114   1.82650602       2.14226508       2.14226508       3.25468802       6.62431192       6.84493303       6.84493303       9.69431496    
         115   1.82081997       2.14095306       2.14095306       3.26053691       6.62186623       6.84684086       6.84684086       9.69803143    
         116   1.81512403       2.13962889       2.13962889       3.26639795       6.61940193       6.84876680       6.84876680       9.70177555    
         117   1.80941701       2.13829207       2.13829207       3.27226996       6.61691999       6.85071087       6.85071182       9.70555019    
         118   1.80369902       2.13694310       2.13694310       3.27815294       6.61441994       6.85267401       6.85267401       9.70935154    
         119   1.79797304       2.13558197       2.13558197       3.28404689       6.61190224       6.85465384       6.85465384       9.71318245    
         120   1.79223704       2.13420892       2.13420892       3.28995109       6.60936689       6.85665321       6.85665321       9.71703911    
         121   1.78649199       2.13282394       2.13282394       3.29586506       6.60681391       6.85866880       6.85867023       9.72092342    
         122   1.78073800       2.13142800       2.13142800       3.30178905       6.60424423       6.86070395       6.86070395       9.72483540    
         123   1.77497494       2.13001895       2.13001895       3.30772209       6.60165596       6.86275721       6.86275721       9.72877312    
         124   1.76920402       2.12859893       2.12859893       3.31366491       6.59905195       6.86482716       6.86482716       9.73273754    
         125   1.76342499       2.12716699       2.12716699       3.31961703       6.59643078       6.86691618       6.86691618       9.73672771    
         126   1.75763798       2.12572289       2.12572289       3.32557702       6.59379292       6.86902189       6.86902189       9.74074364    
         127   1.75184298       2.12426805       2.12426805       3.33154607       6.59113884       6.87114620       6.87114620       9.74478531    
         128   1.74604106       2.12280011       2.12280107       3.33752298       6.58846903       6.87328720       6.87328815       9.74885082    
         129   1.74023199       2.12132192       2.12132192       3.34350896       6.58578300       6.87544680       6.87544680       9.75294209    
         130   1.73441601       2.11983204       2.11983204       3.34950209       6.58307981       6.87762403       6.87762403       9.75705624    
         131   1.72859299       2.11833000       2.11833000       3.35550189       6.58036184       6.87981892       6.87981892       9.76119518    
         132   1.72276497       2.11681700       2.11681795       3.36151099       6.57763100       6.88203192       6.88203287       9.76535988    
         133   1.71692896       2.11529303       2.11529303       3.36752605       6.57488108       6.88426208       6.88426304       9.76954460    
         134   1.71108603       2.11375690       2.11375690       3.37354803       6.57211685       6.88650990       6.88650990       9.77375221    
         135   1.70523798       2.11221004       2.11221004       3.37957692       6.56933689       6.88877487       6.88877487       9.77798080    
         136   1.69938397       2.11065102       2.11065102       3.38561201       6.56654215       6.89105701       6.89105701       9.78223228    
         137   1.69352400       2.10908103       2.10908103       3.39165306       6.56373310       6.89335680       6.89335680       9.78650379    
         138   1.68765795       2.10750008       2.10750008       3.39770103       6.56090879       6.89567423       6.89567423       9.79079628    
         139   1.68178797       2.10590792       2.10590792       3.40375400       6.55807018       6.89800787       6.89800787       9.79510880    
         140   1.67591095       2.10430408       2.10430408       3.40981293       6.55521679       6.90035915       6.90036011       9.79944229    
         141   1.67003000       2.10268998       2.10268998       3.41587806       6.55235004       6.90272808       6.90272808       9.80379391    
         142   1.66414404       2.10106397       2.10106397       3.42194796       6.54946804       6.90511417       6.90511417       9.80816364    
         143   1.65825403       2.09942794       2.09942794       3.42802405       6.54657316       6.90751696       6.90751696       9.81255245    
         144   1.65235806       2.09777999       2.09777999       3.43410397       6.54366398       6.90993690       6.90993690       9.81695843    
         145   1.64645803       2.09612203       2.09612203       3.44018888       6.54074192       6.91237402       6.91237402       9.82138062    
         146   1.64055395       2.09445310       2.09445310       3.44627905       6.53780603       6.91482782       6.91482782       9.82581997    
         147   1.63464499       2.09277296       2.09277296       3.45237398       6.53485680       6.91729879       6.91729879       9.83027458    
         148   1.62873304       2.09108210       2.09108210       3.45847297       6.53189516       6.91978693       6.91978693       9.83474445    
         149   1.62281704       2.08938003       2.08938098       3.46457601       6.52892017       6.92229223       6.92229223       9.83922768    
         150   1.61689603       2.08766794       2.08766794       3.47068310       6.52593184       6.92481422       6.92481422       9.84372520    
         151   1.61097205       2.08594608       2.08594608       3.47679400       6.52293205       6.92735195       6.92735195       9.84823513    
         152   1.60504496       2.08421206       2.08421206       3.48290896       6.51991892       6.92990685       6.92990685       9.85275745    
         153   1.59911299       2.08246803       2.08246803       3.48902798       6.51689386       6.93247890       6.93247890       9.85729027    
         154   1.59317899       2.08071399       2.08071399       3.49515009       6.51385593       6.93506718       6.93506718       9.86183262    
         155   1.58724105       2.07894897       2.07894897       3.50127602       6.51080704       6.93767214       6.93767214       9.86638641    
