"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68",""
"28","5.3111","0.0","5.3062000000000005","0.0","5.2927","0.0","5.273300000000001","0.0","5.2478","0.0","5.206200000000001","0.0","5.1325","0.0","5.0268999999999995","0.0","4.921899999999999","0.0","4.847099999999999","0.0","4.7355","0.0","4.555899999999999","0.0","4.338100000000001","0.0","4.103299999999999","0.0","3.8614","0.0","3.6176999999999997","0.0","3.376","0.0","3.1399000000000004","0.0","2.9133","0.0","2.7015","0.0","2.5117","0.0","2.3543","0.0","2.2447","0.0","2.2039","0.0","2.2474","0.0","2.3709","0.0","2.5576","0.0","2.789","0.0","3.0501","0.0","3.3299999999999996","0.0","3.6216000000000004","0.0","3.9195999999999995","0.0","4.2201","0.0","4.5192","0.0","4.8126999999999995","0.0","5.094200000000001","0.0","5.3535","0.0","5.5648","0.0","5.6274","0.0","5.5737000000000005","0.0","5.524100000000001","0.0","5.5051000000000005","0.0","5.515499999999999","0.0","5.5428","0.0","5.5701","0.0","5.5459","0.0","5.4846","0.0","5.4491","0.0","5.434699999999999","0.0","5.430400000000001","0.0","5.430400000000001","0.0","5.4322","0.0","5.434200000000001","0.0","5.435700000000001","0.0","5.4361999999999995","0.0","5.3888","0.0","5.251799999999999","0.0","5.037699999999999","0.0","4.7623999999999995","0.0","4.441699999999999","0.0","4.091099999999999","0.0","3.7251","0.0","3.3583000000000003","0.0","3.0063999999999997","0.0","2.6885","0.0","2.4295999999999998","0.0","2.2608","0.0","2.2039","0.0"
"29","5.5586","0.0","5.5672999999999995","0.0","5.5898","0.0","5.616999999999999","0.0","5.632199999999999","0.0","5.6259999999999994","0.0","5.6059","0.0","5.557499999999999","0.0","5.456799999999999","0.0","5.3492","0.0","5.308400000000001","0.0","5.334099999999999","0.0","5.373200000000001","0.0","5.378299999999999","0.0","5.336","0.0","5.2668","0.0","5.1897","0.0","5.1141000000000005","0.0","5.0451","0.0","4.985799999999999","0.0","4.938000000000001","0.0","4.9031","0.0","4.8818","0.0","4.874700000000001","0.0","4.881499999999999","0.0","4.9018","0.0","4.935499999999999","0.0","4.9823","0.0","5.041600000000001","0.0","5.1129999999999995","0.0","5.195499999999999","0.0","5.2883","0.0","5.3896","0.0","5.496600000000001","0.0","5.6030999999999995","0.0","5.6949000000000005","0.0","5.7486999999999995","0.0","5.766299999999999","0.0","5.7698","0.0","5.7697","0.0","5.7691","0.0","5.7689","0.0","5.7691","0.0","5.770099999999999","0.0","5.7727","0.0","5.777100000000001","0.0","5.782299999999999","0.0","5.7857","0.0","5.7842","0.0","5.7765","0.0","5.764200000000001","0.0","5.7506","0.0","5.738899999999999","0.0","5.731","0.0","5.728199999999999","0.0","5.7332","0.0","5.7401","0.0","5.6814","0.0","5.5571","0.0","5.4285","0.0","5.307499999999999","0.0","5.197900000000001","0.0","5.1021","0.0","5.021800000000001","0.0","4.9581","0.0","4.911899999999999","0.0","4.884","0.0","4.874700000000001","0.0"
"30","5.6876999999999995","0.0","5.684799999999999","0.0","5.680199999999999","0.0","5.6782","0.0","5.691699999999999","0.0","5.731299999999999","0.0","5.787599999999999","0.0","5.813700000000001","0.0","5.755800000000001","0.0","5.739599999999999","0.0","5.734299999999999","0.0","5.7255","0.0","5.718999999999999","0.0","5.743499999999999","0.0","5.813700000000001","0.0","5.9144000000000005","0.0","6.0313","0.0","6.1571","0.0","6.284800000000001","0.0","6.3963","0.0","6.4521","0.0","6.4636","0.0","6.4633","0.0","6.462400000000001","0.0","6.4678","0.0","6.482799999999999","0.0","6.504","0.0","6.519500000000001","0.0","6.3864","0.0","6.2653","0.0","6.16","0.0","6.0725999999999996","0.0","6.004","0.0","5.954599999999999","0.0","5.926","0.0","5.926500000000001","0.0","5.9322","0.0","5.846399999999999","0.0","5.884399999999999","0.0","6.0114","0.0","6.1045","0.0","6.1373999999999995","0.0","6.107200000000001","0.0","6.0158000000000005","0.0","5.888199999999999","0.0","5.8262","0.0","5.8779","0.0","5.9787","0.0","6.047599999999999","0.0","6.0329","0.0","6.0235","0.0","6.017200000000001","0.0","6.0128","0.0","6.0100999999999996","0.0","6.0092","0.0","5.963100000000001","0.0","5.8666","0.0","5.829700000000001","0.0","5.8729","0.0","5.943999999999999","0.0","6.036199999999999","0.0","6.1478","0.0","6.277100000000001","0.0","6.4215","0.0","6.4673","0.0","6.4643999999999995","0.0","6.462899999999999","0.0","6.462400000000001","0.0"
"31","5.709","0.0","5.7197","0.0","5.7491","0.0","5.797499999999999","0.0","5.863300000000001","0.0","5.9327000000000005","0.0","5.9169","0.0","5.8558","0.0","5.929","0.0","6.0023","0.0","6.067","0.0","6.1173","0.0","6.162100000000001","0.0","6.2155000000000005","0.0","6.279400000000001","0.0","6.3481000000000005","0.0","6.4133","0.0","6.467700000000001","0.0","6.5092","0.0","6.5535","0.0","6.6427","0.0","6.767799999999999","0.0","6.8917","0.0","6.9628","0.0","6.9108","0.0","6.795499999999999","0.0","6.659000000000001","0.0","6.525499999999999","0.0","6.537699999999999","0.0","6.529999999999999","0.0","6.494400000000001","0.0","6.431799999999999","0.0","6.35","0.0","6.255699999999999","0.0","6.1523","0.0","6.042199999999999","0.0","5.970700000000001","0.0","6.046200000000001","0.0","6.1196","0.0","6.1728000000000005","0.0","6.202500000000001","0.0","6.2118","0.0","6.2058","0.0","6.1884999999999994","0.0","6.1623","0.0","6.130699999999999","0.0","6.0983","0.0","6.0695","0.0","6.1007","0.0","6.2330000000000005","0.0","6.3666","0.0","6.491300000000001","0.0","6.595000000000001","0.0","6.584899999999999","0.0","6.577","0.0","6.6274999999999995","0.0","6.6508","0.0","6.613199999999999","0.0","6.574400000000001","0.0","6.539999999999999","0.0","6.513","0.0","6.493499999999999","0.0","6.480499999999999","0.0","6.472300000000001","0.0","6.577","0.0","6.736799999999999","0.0","6.8850999999999996","0.0","6.9628","0.0"
"32","6.5565","0.0","6.535","0.0","6.4727","0.0","6.3765","0.0","6.256600000000001","0.0","6.1328","0.0","6.102","0.0","6.1899","0.0","6.2971","0.0","6.383699999999999","0.0","6.413","0.0","6.4422999999999995","0.0","6.5084","0.0","6.6014","0.0","6.7072","0.0","6.8147","0.0","6.9138","0.0","6.9955","0.0","7.0563","0.0","7.0992","0.0","7.126099999999999","0.0","7.135299999999999","0.0","7.1198999999999995","0.0","7.0907","0.0","7.086699999999999","0.0","7.074199999999999","0.0","7.052299999999999","0.0","7.020999999999999","0.0","6.982899999999999","0.0","6.945","0.0","6.9139","0.0","6.888299999999999","0.0","6.8597","0.0","6.8209","0.0","6.772599999999999","0.0","6.725","0.0","6.6913","0.0","6.6789000000000005","0.0","6.686","0.0","6.7036","0.0","6.7204999999999995","0.0","6.7273","0.0","6.7196","0.0","6.7105","0.0","6.722199999999999","0.0","6.761799999999999","0.0","6.786299999999999","0.0","6.764099999999999","0.0","6.7447","0.0","6.7195","0.0","6.683","0.0","6.6425","0.0","6.607900000000001","0.0","6.6646","0.0","6.6892","0.0","6.678800000000001","0.0","6.7448","0.0","6.8857","0.0","7.027799999999999","0.0","7.1585","0.0","7.2691","0.0","7.254","0.0","7.208599999999999","0.0","7.167999999999999","0.0","7.1348","0.0","7.1105","0.0","7.095699999999999","0.0","7.0907","0.0"
"33","6.957899999999999","0.0","6.941699999999999","0.0","6.8955","0.0","6.8284","0.0","6.7562","0.0","6.6997","0.0","6.6738","0.0","6.6631","0.0","6.626799999999999","0.0","6.6114999999999995","0.0","6.6881","0.0","6.8179","0.0","6.9544999999999995","0.0","7.078199999999999","0.0","7.1799","0.0","7.260999999999999","0.0","7.3269","0.0","7.360199999999999","0.0","7.368399999999999","0.0","7.371499999999999","0.0","7.363299999999999","0.0","7.332699999999999","0.0","7.286299999999999","0.0","7.2636","0.0","7.283799999999999","0.0","7.3017","0.0","7.285299999999999","0.0","7.2425999999999995","0.0","7.1861","0.0","7.121499999999999","0.0","7.0517","0.0","6.9801","0.0","6.9116","0.0","6.850899999999999","0.0","6.801599999999999","0.0","6.766299999999999","0.0","6.748299999999999","0.0","6.751299999999999","0.0","6.777999999999999","0.0","6.8238","0.0","6.870899999999999","0.0","6.8917","0.0","6.885299999999999","0.0","6.8674","0.0","6.841799999999999","0.0","6.8133","0.0","6.8248999999999995","0.0","6.904499999999999","0.0","6.993499999999999","0.0","7.0075","0.0","7.0398","0.0","7.116899999999999","0.0","7.226199999999999","0.0","7.319099999999999","0.0","7.327499999999999","0.0","7.336399999999999","0.0","7.356199999999999","0.0","7.3706","0.0","7.3659","0.0","7.340199999999999","0.0","7.300099999999999","0.0","7.3546","0.0","7.4148","0.0","7.4512","0.0","7.458","0.0","7.415099999999999","0.0","7.325099999999999","0.0","7.2636","0.0"
"34","7.138","0.0","7.126299999999999","0.0","7.0936","0.0","7.045299999999999","0.0","6.986599999999999","0.0","6.921899999999999","0.0","6.857999999999999","0.0","6.822699999999999","0.0","6.863099999999999","0.0","6.9582999999999995","0.0","7.072699999999999","0.0","7.183","0.0","7.272699999999999","0.0","7.3375","0.0","7.378499999999999","0.0","7.393799999999999","0.0","7.3964","0.0","7.4315","0.0","7.5015","0.0","7.5723","0.0","7.6228","0.0","7.635299999999999","0.0","7.6366","0.0","7.6386","0.0","7.6419","0.0","7.658199999999999","0.0","7.6686","0.0","7.6236999999999995","0.0","7.5603","0.0","7.469999999999999","0.0","7.3924","0.0","7.3347","0.0","7.2981","0.0","7.281499999999999","0.0","7.2837","0.0","7.3026","0.0","7.3346","0.0","7.372299999999999","0.0","7.4033999999999995","0.0","7.4147","0.0","7.4062","0.0","7.3985","0.0","7.3896","0.0","7.360799999999999","0.0","7.309099999999999","0.0","7.238099999999999","0.0","7.158199999999999","0.0","7.0822","0.0","7.025599999999999","0.0","7.0847999999999995","0.0","7.1701999999999995","0.0","7.241399999999999","0.0","7.291599999999999","0.0","7.3523","0.0","7.4413","0.0","7.4473","0.0","7.463899999999999","0.0","7.4872","0.0","7.513","0.0","7.5405","0.0","7.572199999999999","0.0","7.6089","0.0","7.645199999999999","0.0","7.667499999999999","0.0","7.6623","0.0","7.6448","0.0","7.6388","0.0","7.6386","0.0"
"35","7.8904","0.0","7.877799999999999","0.0","7.837299999999999","0.0","7.765799999999999","0.0","7.668999999999999","0.0","7.5649999999999995","0.0","7.475399999999999","0.0","7.416599999999999","0.0","7.395399999999999","0.0","7.4093","0.0","7.4511","0.0","7.515499999999999","0.0","7.5984","0.0","7.678599999999999","0.0","7.7095","0.0","7.7013","0.0","7.694599999999999","0.0","7.693999999999999","0.0","7.6996","0.0","7.705599999999999","0.0","7.705","0.0","7.7197","0.0","7.7378","0.0","7.743599999999999","0.0","7.735299999999999","0.0","7.7095","0.0","7.676599999999999","0.0","7.643699999999999","0.0","7.5893999999999995","0.0","7.574199999999999","0.0","7.578799999999999","0.0","7.596299999999999","0.0","7.613399999999999","0.0","7.613299999999999","0.0","7.5913","0.0","7.5634999999999994","0.0","7.5405","0.0","7.519599999999999","0.0","7.4962","0.0","7.4719999999999995","0.0","7.453099999999999","0.0","7.4459","0.0","7.449199999999999","0.0","7.4603","0.0","7.481","0.0","7.511899999999999","0.0","7.5519","0.0","7.5992999999999995","0.0","7.651499999999999","0.0","7.7036999999999995","0.0","7.736799999999999","0.0","7.730699999999999","0.0","7.704099999999999","0.0","7.639199999999999","0.0","7.569899999999999","0.0","7.5739","0.0","7.5876","0.0","7.6151","0.0","7.6607","0.0","7.7242999999999995","0.0","7.7996","0.0","7.8726","0.0","7.9140999999999995","0.0","7.860099999999999","0.0","7.8111999999999995","0.0","7.774099999999999","0.0","7.751299999999999","0.0","7.743599999999999","0.0"
"36","8.307699999999999","0.0","8.2867","0.0","8.235","0.0","8.1767","0.0","8.1273","0.0","8.0849","0.0","8.0415","0.0","7.9963","0.0","7.957599999999999","0.0","7.935799999999999","0.0","7.9389","0.0","7.963999999999999","0.0","7.963799999999999","0.0","7.9185","0.0","7.916499999999999","0.0","7.946399999999999","0.0","7.9588","0.0","7.950799999999999","0.0","7.929599999999999","0.0","7.9101","0.0","7.908199999999999","0.0","7.913599999999999","0.0","7.914999999999999","0.0","7.914999999999999","0.0","7.9101","0.0","7.8871","0.0","7.848599999999999","0.0","7.840299999999999","0.0","7.863199999999999","0.0","7.8812999999999995","0.0","7.8833","0.0","7.870199999999999","0.0","7.8469999999999995","0.0","7.819799999999999","0.0","7.7933","0.0","7.7705","0.0","7.7522","0.0","7.738199999999999","0.0","7.7287","0.0","7.725999999999999","0.0","7.7295","0.0","7.732199999999999","0.0","7.7273","0.0","7.7165","0.0","7.707799999999999","0.0","7.7059999999999995","0.0","7.7104","0.0","7.7181","0.0","7.7265999999999995","0.0","7.733799999999999","0.0","7.7491","0.0","7.781599999999999","0.0","7.8048","0.0","7.822999999999999","0.0","7.830599999999999","0.0","7.835899999999999","0.0","7.850899999999999","0.0","7.8743","0.0","7.902799999999999","0.0","7.9298","0.0","7.9498","0.0","7.951499999999999","0.0","7.920999999999999","0.0","7.929499999999999","0.0","7.918699999999999","0.0","7.913699999999999","0.0","7.914299999999999","0.0","7.914999999999999","0.0"
"37","8.5145","0.0","8.508199999999999","0.0","8.4846","0.0","8.4408","0.0","8.3874","0.0","8.340499999999999","0.0","8.3117","0.0","8.2999","0.0","8.2913","0.0","8.2661","0.0","8.211699999999999","0.0","8.1402","0.0","8.114799999999999","0.0","8.168","0.0","8.225399999999999","0.0","8.2784","0.0","8.345099999999999","0.0","8.4071","0.0","8.381","0.0","8.318399999999999","0.0","8.286299999999999","0.0","8.296299999999999","0.0","8.333599999999999","0.0","8.3599","0.0","8.3461","0.0","8.3287","0.0","8.338799999999999","0.0","8.384599999999999","0.0","8.4561","0.0","8.497499999999999","0.0","8.390699999999999","0.0","8.2332","0.0","8.0864","0.0","7.9846","0.0","7.9382","0.0","7.9269","0.0","7.9314","0.0","7.9482","0.0","7.977499999999999","0.0","8.0132","0.0","8.043199999999999","0.0","8.055","0.0","8.0624","0.0","8.083","0.0","8.1129","0.0","8.1459","0.0","8.1693","0.0","8.159699999999999","0.0","8.113","0.0","8.061399999999999","0.0","8.0338","0.0","8.045399999999999","0.0","8.094299999999999","0.0","8.0023","0.0","7.9712","0.0","7.981399999999999","0.0","8.010399999999999","0.0","8.0536","0.0","8.103299999999999","0.0","8.1503","0.0","8.1226","0.0","8.0757","0.0","8.0811","0.0","8.1257","0.0","8.190199999999999","0.0","8.2639","0.0","8.3304","0.0","8.3599","0.0"
"38","8.6762","0.0","8.6755","0.0","8.6816","0.0","8.7038","0.0","8.7379","0.0","8.7732","0.0","8.7994","0.0","8.8057","0.0","8.7714","0.0","8.691099999999999","0.0","8.5999","0.0","8.515699999999999","0.0","8.444799999999999","0.0","8.401499999999999","0.0","8.411","0.0","8.4627","0.0","8.495099999999999","0.0","8.4629","0.0","8.462399999999999","0.0","8.480699999999999","0.0","8.476799999999999","0.0","8.4574","0.0","8.4316","0.0","8.413499999999999","0.0","8.4147","0.0","8.4286","0.0","8.4674","0.0","8.5252","0.0","8.5865","0.0","8.6373","0.0","8.668999999999999","0.0","8.6808","0.0","8.676499999999999","0.0","8.657499999999999","0.0","8.620999999999999","0.0","8.5626","0.0","8.484499999999999","0.0","8.4017","0.0","8.3333","0.0","8.2914","0.0","8.2747","0.0","8.2715","0.0","8.2773","0.0","8.2989","0.0","8.3424","0.0","8.4061","0.0","8.4785","0.0","8.4988","0.0","8.5151","0.0","8.489099999999999","0.0","8.3752","0.0","8.233799999999999","0.0","8.0971","0.0","8.1642","0.0","8.208499999999999","0.0","8.216","0.0","8.2364","0.0","8.256","0.0","8.239899999999999","0.0","8.1868","0.0","8.186","0.0","8.2084","0.0","8.230599999999999","0.0","8.2705","0.0","8.322999999999999","0.0","8.3707","0.0","8.4024","0.0","8.413499999999999","0.0"
"39","9.335899999999999","0.0","9.3223","0.0","9.3013","0.0","9.2784","0.0","9.2426","0.0","9.1844","0.0","9.103399999999999","0.0","9.0136","0.0","8.9511","0.0","8.945599999999999","0.0","8.9832","0.0","9.0361","0.0","8.9931","0.0","8.9305","0.0","8.866299999999999","0.0","8.795399999999999","0.0","8.7334","0.0","8.714699999999999","0.0","8.716899999999999","0.0","8.7156","0.0","8.7081","0.0","8.694799999999999","0.0","8.679599999999999","0.0","8.6723","0.0","8.6929","0.0","8.731499999999999","0.0","8.7548","0.0","8.7434","0.0","8.6913","0.0","8.6395","0.0","8.6965","0.0","8.760399999999999","0.0","8.786399999999999","0.0","8.789","0.0","8.794599999999999","0.0","8.8197","0.0","8.867899999999999","0.0","8.819899999999999","0.0","8.783999999999999","0.0","8.7602","0.0","8.7493","0.0","8.747399999999999","0.0","8.7623","0.0","8.8073","0.0","8.807599999999999","0.0","8.6639","0.0","8.550799999999999","0.0","8.5366","0.0","8.546999999999999","0.0","8.567","0.0","8.6205","0.0","8.6409","0.0","8.5984","0.0","8.5093","0.0","8.453","0.0","8.440199999999999","0.0","8.409099999999999","0.0","8.381499999999999","0.0","8.3966","0.0","8.4559","0.0","8.5343","0.0","8.613399999999999","0.0","8.6778","0.0","8.7182","0.0","8.7308","0.0","8.7174","0.0","8.6889","0.0","8.6723","0.0"
"40","9.4485","0.0","9.4729","0.0","9.509599999999999","0.0","9.5215","0.0","9.5087","0.0","9.485199999999999","0.0","9.453899999999999","0.0","9.4046","0.0","9.3314","0.0","9.2445","0.0","9.1581","0.0","9.097299999999999","0.0","9.1648","0.0","9.2541","0.0","9.173599999999999","0.0","9.0703","0.0","9.016599999999999","0.0","9.0125","0.0","9.0435","0.0","9.0856","0.0","9.1185","0.0","9.1367","0.0","9.1449","0.0","9.1473","0.0","9.1455","0.0","9.133899999999999","0.0","9.106","0.0","9.0704","0.0","9.0434","0.0","9.039","0.0","9.062","0.0","9.1014","0.0","9.1291","0.0","9.1043","0.0","9.0262","0.0","8.9394","0.0","8.870099999999999","0.0","8.933399999999999","0.0","9.003499999999999","0.0","9.064","0.0","9.0781","0.0","9.0443","0.0","9.0705","0.0","8.9542","0.0","8.8789","0.0","8.965399999999999","0.0","9.050099999999999","0.0","9.1204","0.0","9.1874","0.0","9.2735","0.0","9.3774","0.0","9.441799999999999","0.0","9.3863","0.0","9.3864","0.0","9.3927","0.0","9.3494","0.0","9.2576","0.0","9.1609","0.0","9.0921","0.0","9.0689","0.0","9.091099999999999","0.0","9.147","0.0","9.2218","0.0","9.1899","0.0","9.1609","0.0","9.1482","0.0","9.1465","0.0","9.1473","0.0"
"41","9.6604","0.0","9.6672","0.0","9.691799999999999","0.0","9.7364","0.0","9.7488","0.0","9.705599999999999","0.0","9.6495","0.0","9.601899999999999","0.0","9.5693","0.0","9.542399999999999","0.0","9.512599999999999","0.0","9.475999999999999","0.0","9.4215","0.0","9.325","0.0","9.3415","0.0","9.3614","0.0","9.3621","0.0","9.3582","0.0","9.3555","0.0","9.3606","0.0","9.3775","0.0","9.399899999999999","0.0","9.414","0.0","9.4173","0.0","9.4206","0.0","9.426599999999999","0.0","9.4256","0.0","9.4095","0.0","9.3789","0.0","9.3462","0.0","9.334299999999999","0.0","9.3744","0.0","9.482999999999999","0.0","9.4681","0.0","9.4775","0.0","9.4885","0.0","9.457899999999999","0.0","9.3761","0.0","9.269499999999999","0.0","9.1627","0.0","9.1035","0.0","9.1168","0.0","9.0792","0.0","9.1706","0.0","9.290799999999999","0.0","9.4058","0.0","9.4946","0.0","9.5719","0.0","9.654399999999999","0.0","9.7312","0.0","9.5692","0.0","9.481399999999999","0.0","9.5686","0.0","9.597199999999999","0.0","9.5917","0.0","9.6365","0.0","9.6181","0.0","9.5709","0.0","9.503599999999999","0.0","9.428799999999999","0.0","9.3563","0.0","9.290799999999999","0.0","9.2346","0.0","9.2989","0.0","9.360999999999999","0.0","9.398399999999999","0.0","9.4139","0.0","9.4173","0.0"
"42","9.8704","0.0","9.870199999999999","0.0","9.8631","0.0","9.850299999999999","0.0","9.8773","0.0","9.9544","0.0","10.031699999999999","0.0","10.078199999999999","0.0","10.068399999999999","0.0","10.0277","0.0","9.9393","0.0","9.7868","0.0","9.6313","0.0","9.552","0.0","9.572","0.0","9.6571","0.0","9.7486","0.0","9.8124","0.0","9.842799999999999","0.0","9.8479","0.0","9.8403","0.0","9.8379","0.0","9.8545","0.0","9.8703","0.0","9.8355","0.0","9.7891","0.0","9.7712","0.0","9.772","0.0","9.767299999999999","0.0","9.738199999999999","0.0","9.677299999999999","0.0","9.5915","0.0","9.507399999999999","0.0","9.639999999999999","0.0","9.8057","0.0","9.821399999999999","0.0","9.7379","0.0","9.6784","0.0","9.6183","0.0","9.5572","0.0","9.5125","0.0","9.4964","0.0","9.5056","0.0","9.533","0.0","9.5811","0.0","9.658199999999999","0.0","9.766499999999999","0.0","9.8833","0.0","9.8828","0.0","9.734499999999999","0.0","9.7961","0.0","9.6992","0.0","9.6303","0.0","9.6268","0.0","9.6473","0.0","9.6412","0.0","9.7397","0.0","9.8156","0.0","9.8101","0.0","9.8094","0.0","9.8097","0.0","9.8127","0.0","9.8219","0.0","9.836599999999999","0.0","9.8513","0.0","9.861799999999999","0.0","9.868","0.0","9.870199999999999","0.0"
"43","10.0047","0.0","10.0251","0.0","10.0862","0.0","10.1684","0.0","10.231399999999999","0.0","10.2447","0.0","10.2172","0.0","10.1905","0.0","10.202399999999999","0.0","10.218499999999999","0.0","10.211599999999999","0.0","10.203","0.0","10.2103","0.0","10.223099999999999","0.0","10.2369","0.0","10.259699999999999","0.0","10.3056","0.0","10.3764","0.0","10.4429","0.0","10.4522","0.0","10.399899999999999","0.0","10.3155","0.0","10.2256","0.0","10.1822","0.0","10.2468","0.0","10.3744","0.0","10.4938","0.0","10.564","0.0","10.5489","0.0","10.4224","0.0","10.335099999999999","0.0","10.283199999999999","0.0","10.1694","0.0","10.0513","0.0","9.9317","0.0","9.9172","0.0","9.9069","0.0","9.8241","0.0","9.7294","0.0","9.649799999999999","0.0","9.5986","0.0","9.5814","0.0","9.610999999999999","0.0","9.690199999999999","0.0","9.798499999999999","0.0","9.909099999999999","0.0","9.9842","0.0","9.9793","0.0","9.9935","0.0","9.916","0.0","9.7971","0.0","9.8354","0.0","9.855599999999999","0.0","9.863299999999999","0.0","9.864799999999999","0.0","9.854199999999999","0.0","9.8319","0.0","9.876999999999999","0.0","10.0367","0.0","10.2083","0.0","10.3799","0.0","10.532399999999999","0.0","10.612499999999999","0.0","10.4972","0.0","10.380899999999999","0.0","10.2796","0.0","10.208499999999999","0.0","10.1822","0.0"
"44","11.011899999999999","0.0","11.024899999999999","0.0","11.0496","0.0","11.042399999999999","0.0","11.017","0.0","11.0102","0.0","10.9719","0.0","10.8406","0.0","10.646899999999999","0.0","10.4589","0.0","10.3461","0.0","10.3157","0.0","10.3116","0.0","10.3211","0.0","10.3508","0.0","10.4069","0.0","10.4917","0.0","10.5892","0.0","10.611099999999999","0.0","10.5822","0.0","10.5414","0.0","10.4918","0.0","10.457799999999999","0.0","10.4465","0.0","10.4595","0.0","10.501199999999999","0.0","10.572999999999999","0.0","10.6326","0.0","10.5624","0.0","10.495099999999999","0.0","10.394499999999999","0.0","10.291599999999999","0.0","10.276","0.0","10.268799999999999","0.0","10.2553","0.0","10.261099999999999","0.0","10.3448","0.0","10.3987","0.0","10.3224","0.0","10.2849","0.0","10.271099999999999","0.0","10.2679","0.0","10.2644","0.0","10.2564","0.0","10.2518","0.0","10.2663","0.0","10.3022","0.0","10.174299999999999","0.0","10.046","0.0","10.103399999999999","0.0","10.222299999999999","0.0","10.3494","0.0","10.337","0.0","10.2176","0.0","10.1684","0.0","10.168099999999999","0.0","10.183499999999999","0.0","10.2343","0.0","10.3238","0.0","10.447899999999999","0.0","10.602","0.0","10.720099999999999","0.0","10.6268","0.0","10.618699999999999","0.0","10.549299999999999","0.0","10.488","0.0","10.455599999999999","0.0","10.4465","0.0"
"45","11.2883","0.0","11.2674","0.0","11.2212","0.0","11.2244","0.0","11.259699999999999","0.0","11.2523","0.0","11.201699999999999","0.0","11.1412","0.0","11.1016","0.0","11.073699999999999","0.0","11.0503","0.0","11.028599999999999","0.0","11.007399999999999","0.0","10.985299999999999","0.0","10.955599999999999","0.0","10.9055","0.0","10.832899999999999","0.0","10.7724","0.0","10.8256","0.0","10.905199999999999","0.0","10.850299999999999","0.0","10.8048","0.0","10.781799999999999","0.0","10.7752","0.0","10.7819","0.0","10.804","0.0","10.8453","0.0","10.908199999999999","0.0","10.9957","0.0","11.1101","0.0","11.206199999999999","0.0","11.1363","0.0","11.0276","0.0","10.916599999999999","0.0","10.794799999999999","0.0","10.657","0.0","10.516499999999999","0.0","10.464599999999999","0.0","10.5705","0.0","10.6474","0.0","10.6953","0.0","10.7133","0.0","10.697","0.0","10.6424","0.0","10.5471","0.0","10.4299","0.0","10.3218","0.0","10.437299999999999","0.0","10.6128","0.0","10.7135","0.0","10.6107","0.0","10.4796","0.0","10.4724","0.0","10.5679","0.0","10.6053","0.0","10.6463","0.0","10.6539","0.0","10.696399999999999","0.0","10.7332","0.0","10.754399999999999","0.0","10.749699999999999","0.0","10.7805","0.0","10.943399999999999","0.0","10.873899999999999","0.0","10.822999999999999","0.0","10.792499999999999","0.0","10.779","0.0","10.7751","0.0"
"46","11.3322","0.0","11.330499999999999","0.0","11.340499999999999","0.0","11.3543","0.0","11.3642","0.0","11.379","0.0","11.3837","0.0","11.402199999999999","0.0","11.4156","0.0","11.4195","0.0","11.418199999999999","0.0","11.4096","0.0","11.3858","0.0","11.34","0.0","11.2801","0.0","11.2266","0.0","11.1904","0.0","11.142999999999999","0.0","11.0589","0.0","11.030299999999999","0.0","11.1771","0.0","11.344299999999999","0.0","11.4926","0.0","11.5552","0.0","11.4854","0.0","11.3143","0.0","11.1013","0.0","10.943299999999999","0.0","11.0015","0.0","11.1813","0.0","11.3101","0.0","11.3654","0.0","11.2775","0.0","11.1673","0.0","11.1165","0.0","11.133799999999999","0.0","11.187299999999999","0.0","11.187899999999999","0.0","11.111099999999999","0.0","11.0209","0.0","10.948699999999999","0.0","10.9186","0.0","10.9216","0.0","10.9346","0.0","10.9521","0.0","10.9591","0.0","10.932","0.0","10.864899999999999","0.0","10.792399999999999","0.0","10.830499999999999","0.0","11.0696","0.0","11.1578","0.0","11.0688","0.0","11.0161","0.0","10.9986","0.0","11.0146","0.0","11.061499999999999","0.0","11.1398","0.0","11.2476","0.0","11.2402","0.0","11.136999999999999","0.0","11.0314","0.0","10.9732","0.0","11.1585","0.0","11.3125","0.0","11.442","0.0","11.522","0.0","11.5522","0.0"
