"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71","","KPoint 72",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-72.5704","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5704","2.0","-72.5703","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5704","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5703","2.0","-72.5704","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5704","2.0","-72.5703","2.0","-72.5703","2.0","-72.5705","2.0","-72.5704","2.0","-72.5705","2.0","-72.5704","2.0","-72.5703","2.0","-72.5704","2.0","-72.5704","2.0","-72.5702","2.0"
"2","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.537","2.0","-72.5371","2.0","-72.5371","2.0","-72.537","2.0","-72.5371","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5371","2.0","-72.537","2.0","-72.5371","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5371","2.0","-72.5371","2.0","-72.5371","2.0","-72.537","2.0","-72.5371","2.0","-72.5371","2.0","-72.5371","2.0","-72.5371","2.0","-72.5371","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5369","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5368","2.0","-72.5368","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0"
"3","-72.5369","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.537","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5368","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5368","2.0","-72.5368","2.0","-72.5368","2.0","-72.5368","2.0","-72.5369","2.0","-72.5369","2.0","-72.5369","2.0"
"4","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5178","2.0","-72.5177","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5177","2.0","-72.5178","2.0","-72.5177","2.0","-72.5177","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5177","2.0","-72.5178","2.0","-72.5177","2.0","-72.5177","2.0","-72.5178","2.0","-72.5178","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5176","2.0","-72.5177","2.0","-72.5176","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5177","2.0","-72.5176","2.0","-72.5177","2.0","-72.5177","2.0","-72.5176","2.0","-72.5177","2.0","-72.5179","2.0","-72.5178","2.0","-72.5178","2.0","-72.5178","2.0","-72.5177","2.0","-72.5178","2.0","-72.5178","2.0","-72.5175","2.0"
"5","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5147","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5149","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5149","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5147","2.0","-72.5147","2.0","-72.5148","2.0","-72.5147","2.0","-72.5147","2.0","-72.5146","2.0","-72.5147","2.0","-72.5146","2.0","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5146","2.0","-72.5145","2.0","-72.5145","2.0","-72.5145","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0"
"6","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5148","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5148","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5147","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5148","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5147","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0","-72.5147","2.0","-72.5146","2.0","-72.5145","2.0","-72.5145","2.0","-72.5145","2.0","-72.5146","2.0","-72.5146","2.0","-72.5146","2.0"
"7","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2169","2.0","-24.2169","2.0","-24.2169","2.0","-24.217","2.0","-24.217","2.0","-24.2171","2.0","-24.2171","2.0","-24.2172","2.0","-24.2172","2.0","-24.2172","2.0","-24.217299999999998","2.0","-24.217299999999998","2.0","-24.217299999999998","2.0","-24.217299999999998","2.0","-24.217299999999998","2.0","-24.217299999999998","2.0","-24.2174","2.0","-24.2174","2.0","-24.2174","2.0","-24.2175","2.0","-24.2176","2.0","-24.2176","2.0","-24.2177","2.0","-24.2177","2.0","-24.2178","2.0","-24.2178","2.0","-24.2179","2.0","-24.2179","2.0","-24.218","2.0","-24.218","2.0","-24.218","2.0","-24.218","2.0","-24.218","2.0","-24.2179","2.0","-24.2179","2.0","-24.2178","2.0","-24.2178","2.0","-24.2177","2.0","-24.2177","2.0","-24.2176","2.0","-24.2175","2.0","-24.2174","2.0","-24.2174","2.0","-24.217299999999998","2.0","-24.2172","2.0","-24.2171","2.0","-24.2171","2.0","-24.217","2.0","-24.217","2.0","-24.2169","2.0","-24.2169","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2168","2.0","-24.2169","2.0","-24.2169","2.0","-24.2169","2.0","-24.2169","2.0","-24.2169","2.0","-24.2169","2.0","-24.217","2.0","-24.217","2.0"
"8","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.2131","2.0","-24.2131","2.0","-24.2132","2.0","-24.2132","2.0","-24.2132","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2133","2.0","-24.2134","2.0","-24.2134","2.0","-24.2134","2.0","-24.2134","2.0","-24.2134","2.0","-24.2134","2.0","-24.2135","2.0","-24.2135","2.0","-24.2135","2.0","-24.2135","2.0","-24.2136","2.0","-24.2136","2.0","-24.2136","2.0","-24.2136","2.0","-24.2136","2.0","-24.2135","2.0","-24.2135","2.0","-24.2135","2.0","-24.2134","2.0","-24.2134","2.0","-24.2133","2.0","-24.2132","2.0","-24.2132","2.0","-24.2131","2.0","-24.2131","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.212699999999998","2.0","-24.212699999999998","2.0","-24.212699999999998","2.0","-24.2126","2.0","-24.2126","2.0","-24.2126","2.0","-24.2126","2.0"
"9","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.2131","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.213","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2129","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.2128","2.0","-24.212699999999998","2.0","-24.212699999999998","2.0","-24.212699999999998","2.0","-24.2126","2.0","-24.2126","2.0","-24.2126","2.0","-24.2126","2.0"
