"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68",""
"10","-11.4168","2.0","-11.4179","2.0","-11.4213","2.0","-11.4269","2.0","-11.4345","2.0","-11.4441","2.0","-11.4554","2.0","-11.4683","2.0","-11.4823","2.0","-11.4972","2.0","-11.5125","2.0","-11.5278","2.0","-11.5427","2.0","-11.5566","2.0","-11.569","2.0","-11.5794","2.0","-11.5874","2.0","-11.5927","2.0","-11.5956","2.0","-11.5964","2.0","-11.5958","2.0","-11.5945","2.0","-11.5935","2.0","-11.593","2.0","-11.5937","2.0","-11.5955","2.0","-11.5977","2.0","-11.5993","2.0","-11.5994","2.0","-11.5971","2.0","-11.5918","2.0","-11.5836","2.0","-11.5726","2.0","-11.5595","2.0","-11.5453","2.0","-11.5306","2.0","-11.5165","2.0","-11.5037","2.0","-11.493","2.0","-11.4849","2.0","-11.479800000000001","2.0","-11.4781","2.0","-11.4794","2.0","-11.4834","2.0","-11.4898","2.0","-11.4987","2.0","-11.5097","2.0","-11.5225","2.0","-11.5366","2.0","-11.5513","2.0","-11.5657","2.0","-11.5788","2.0","-11.5894","2.0","-11.5963","2.0","-11.598700000000001","2.0","-11.5986","2.0","-11.5984","2.0","-11.598","2.0","-11.5975","2.0","-11.5968","2.0","-11.5962","2.0","-11.5955","2.0","-11.5948","2.0","-11.5942","2.0","-11.5937","2.0","-11.5933","2.0","-11.5931","2.0","-11.593","2.0"
"11","-9.2711","2.0","-9.2706","2.0","-9.2692","2.0","-9.2668","2.0","-9.2635","2.0","-9.259599999999999","2.0","-9.254999999999999","2.0","-9.25","2.0","-9.2447","2.0","-9.2392","2.0","-9.2336","2.0","-9.228200000000001","2.0","-9.222999999999999","2.0","-9.2181","2.0","-9.2136","2.0","-9.2095","2.0","-9.2058","2.0","-9.2026","2.0","-9.1999","2.0","-9.197600000000001","2.0","-9.1958","2.0","-9.1944","2.0","-9.1936","2.0","-9.1934","2.0","-9.1933","2.0","-9.193100000000001","2.0","-9.1928","2.0","-9.1923","2.0","-9.191600000000001","2.0","-9.1907","2.0","-9.1896","2.0","-9.1883","2.0","-9.187000000000001","2.0","-9.185500000000001","2.0","-9.1841","2.0","-9.1828","2.0","-9.1816","2.0","-9.1806","2.0","-9.1797","2.0","-9.1791","2.0","-9.1787","2.0","-9.1785","2.0","-9.178799999999999","2.0","-9.1795","2.0","-9.1806","2.0","-9.182","2.0","-9.1837","2.0","-9.185500000000001","2.0","-9.1872","2.0","-9.1889","2.0","-9.1903","2.0","-9.1914","2.0","-9.1922","2.0","-9.1927","2.0","-9.1928","2.0","-9.1929","2.0","-9.193","2.0","-9.193200000000001","2.0","-9.1935","2.0","-9.1937","2.0","-9.1939","2.0","-9.193999999999999","2.0","-9.193999999999999","2.0","-9.1939","2.0","-9.1937","2.0","-9.1936","2.0","-9.1934","2.0","-9.1934","2.0"
"12","-9.108","2.0","-9.1076","2.0","-9.1064","2.0","-9.1044","2.0","-9.1019","2.0","-9.0989","2.0","-9.095500000000001","2.0","-9.091999999999999","2.0","-9.0885","2.0","-9.0853","2.0","-9.0823","2.0","-9.079699999999999","2.0","-9.0777","2.0","-9.0762","2.0","-9.075199999999999","2.0","-9.0746","2.0","-9.0744","2.0","-9.0745","2.0","-9.0748","2.0","-9.075199999999999","2.0","-9.0755","2.0","-9.075800000000001","2.0","-9.0759","2.0","-9.076","2.0","-9.0759","2.0","-9.0759","2.0","-9.0761","2.0","-9.0763","2.0","-9.077","2.0","-9.078199999999999","2.0","-9.0801","2.0","-9.082799999999999","2.0","-9.0862","2.0","-9.0902","2.0","-9.0947","2.0","-9.099599999999999","2.0","-9.1043","2.0","-9.1088","2.0","-9.1126","2.0","-9.1155","2.0","-9.1174","2.0","-9.118","2.0","-9.117899999999999","2.0","-9.1176","2.0","-9.1171","2.0","-9.1165","2.0","-9.1157","2.0","-9.1149","2.0","-9.114","2.0","-9.113199999999999","2.0","-9.112400000000001","2.0","-9.111799999999999","2.0","-9.1112","2.0","-9.1109","2.0","-9.110800000000001","2.0","-9.110299999999999","2.0","-9.1088","2.0","-9.1064","2.0","-9.103200000000001","2.0","-9.0994","2.0","-9.0953","2.0","-9.0911","2.0","-9.087","2.0","-9.083400000000001","2.0","-9.080300000000001","2.0","-9.078","2.0","-9.0765","2.0","-9.076","2.0"
"13","-7.3079","2.0","-7.3088","2.0","-7.3118","2.0","-7.317","2.0","-7.3257","2.0","-7.3404","2.0","-7.3687","2.0","-7.4231","2.0","-7.505","2.0","-7.6029","2.0","-7.7081","2.0","-7.8159","2.0","-7.9235","2.0","-8.0289","2.0","-8.1304","2.0","-8.2264","2.0","-8.3156","2.0","-8.3964","2.0","-8.4677","2.0","-8.5281","2.0","-8.5766","2.0","-8.612","2.0","-8.633600000000001","2.0","-8.6409","2.0","-8.633","2.0","-8.6095","2.0","-8.571200000000001","2.0","-8.5191","2.0","-8.454699999999999","2.0","-8.3796","2.0","-8.2958","2.0","-8.2052","2.0","-8.1101","2.0","-8.0128","2.0","-7.9161","2.0","-7.8226","2.0","-7.7355","2.0","-7.6579","2.0","-7.5931","2.0","-7.5441","2.0","-7.5136","2.0","-7.5032","2.0","-7.5133","2.0","-7.5424","2.0","-7.5878","2.0","-7.6452","2.0","-7.7101","2.0","-7.7780000000000005","2.0","-7.8446","2.0","-7.9065","2.0","-7.9609","2.0","-8.0054","2.0","-8.0384","2.0","-8.0587","2.0","-8.0655","2.0","-8.0753","2.0","-8.1038","2.0","-8.148399999999999","2.0","-8.205400000000001","2.0","-8.2706","2.0","-8.339500000000001","2.0","-8.4079","2.0","-8.4723","2.0","-8.529399999999999","2.0","-8.5766","2.0","-8.611799999999999","2.0","-8.6335","2.0","-8.6409","2.0"
"14","-6.9211","2.0","-6.9309","2.0","-6.9599","2.0","-7.0059000000000005","2.0","-7.0657","2.0","-7.1336","2.0","-7.1994","2.0","-7.2475","2.0","-7.2739","2.0","-7.2875","2.0","-7.295","2.0","-7.2991","2.0","-7.3008","2.0","-7.3006","2.0","-7.299","2.0","-7.2962","2.0","-7.2925","2.0","-7.2882","2.0","-7.2838","2.0","-7.2796","2.0","-7.276","2.0","-7.2732","2.0","-7.2713","2.0","-7.2708","2.0","-7.2717","2.0","-7.2746","2.0","-7.2792","2.0","-7.285","2.0","-7.2915","2.0","-7.2983","2.0","-7.3049","2.0","-7.3107","2.0","-7.3155","2.0","-7.3191","2.0","-7.3215","2.0","-7.3228","2.0","-7.3232","2.0","-7.3229","2.0","-7.3224","2.0","-7.3218","2.0","-7.3213","2.0","-7.3211","2.0","-7.3205","2.0","-7.3187","2.0","-7.3157","2.0","-7.3118","2.0","-7.3073","2.0","-7.3023","2.0","-7.2971","2.0","-7.2922","2.0","-7.2877","2.0","-7.2839","2.0","-7.281","2.0","-7.2792","2.0","-7.2786","2.0","-7.2784","2.0","-7.2781","2.0","-7.2776","2.0","-7.2769","2.0","-7.2761000000000005","2.0","-7.2752","2.0","-7.2743","2.0","-7.2733","2.0","-7.2725","2.0","-7.2718","2.0","-7.2712","2.0","-7.2709","2.0","-7.2708","2.0"
"15","-4.9787","2.0","-4.9795","2.0","-4.9818","2.0","-4.9857","2.0","-4.9914000000000005","2.0","-4.9983","2.0","-5.0059000000000005","2.0","-5.0133","2.0","-5.0197","2.0","-5.0248","2.0","-5.0281","2.0","-5.0294","2.0","-5.0286","2.0","-5.026","2.0","-5.0215","2.0","-5.0156","2.0","-5.0088","2.0","-5.0016","2.0","-4.9946","2.0","-4.9885","2.0","-4.9839","2.0","-4.980700000000001","2.0","-4.978899999999999","2.0","-4.9783","2.0","-4.9785","2.0","-4.9791","2.0","-4.9801","2.0","-4.9853000000000005","2.0","-4.9938","2.0","-5.0018","2.0","-5.0082","2.0","-5.0125","2.0","-5.014","2.0","-5.0128","2.0","-5.0088","2.0","-5.0075","2.0","-5.011900000000001","2.0","-5.0161","2.0","-5.0198","2.0","-5.0227","2.0","-5.0245999999999995","2.0","-5.0252","2.0","-5.0242","2.0","-5.021100000000001","2.0","-5.0164","2.0","-5.0105","2.0","-5.0041","2.0","-4.9974","2.0","-4.9999","2.0","-5.0065","2.0","-5.0125","2.0","-5.0175","2.0","-5.0212","2.0","-5.0235","2.0","-5.0243","2.0","-5.0235","2.0","-5.0213","2.0","-5.0176","2.0","-5.0126","2.0","-5.006600000000001","2.0","-4.9998000000000005","2.0","-4.9925999999999995","2.0","-4.9854","2.0","-4.9787","2.0","-4.9771","2.0","-4.9778","2.0","-4.9782","2.0","-4.9783","2.0"
"16","-4.9631","2.0","-4.9641","2.0","-4.9669","2.0","-4.9708000000000006","2.0","-4.975099999999999","2.0","-4.9791","2.0","-4.9826","2.0","-4.9855","2.0","-4.9879","2.0","-4.9897","2.0","-4.9908","2.0","-4.9913","2.0","-4.991","2.0","-4.9902","2.0","-4.9887","2.0","-4.9867","2.0","-4.9843","2.0","-4.9814","2.0","-4.9782","2.0","-4.974600000000001","2.0","-4.9709","2.0","-4.9676","2.0","-4.9653","2.0","-4.9645","2.0","-4.966","2.0","-4.9704","2.0","-4.9771","2.0","-4.9815000000000005","2.0","-4.9834","2.0","-4.9857","2.0","-4.988300000000001","2.0","-4.9915","2.0","-4.995","2.0","-4.9989","2.0","-5.0031","2.0","-5.0027","2.0","-4.9951","2.0","-4.986800000000001","2.0","-4.9791","2.0","-4.9727","2.0","-4.968500000000001","2.0","-4.9670000000000005","2.0","-4.9679","2.0","-4.9704","2.0","-4.9745","2.0","-4.979900000000001","2.0","-4.9861","2.0","-4.992900000000001","2.0","-4.9909","2.0","-4.9848","2.0","-4.9794","2.0","-4.9749","2.0","-4.9716000000000005","2.0","-4.9695","2.0","-4.9688","2.0","-4.9689","2.0","-4.9693000000000005","2.0","-4.9699","2.0","-4.9707","2.0","-4.9717","2.0","-4.972799999999999","2.0","-4.974","2.0","-4.975099999999999","2.0","-4.9762","2.0","-4.972799999999999","2.0","-4.9683","2.0","-4.9655000000000005","2.0","-4.9645","2.0"
"17","-3.6775","2.0","-3.678","2.0","-3.664","2.0","-3.6359","2.0","-3.5942","2.0","-3.5395","2.0","-3.4723","2.0","-3.393","2.0","-3.3024","2.0","-3.201","2.0","-3.0897","2.0","-2.9696","2.0","-2.8419","2.0","-2.7091000000000003","2.0","-2.577","2.0","-2.4725","2.0","-2.45","2.0","-2.4709000000000003","2.0","-2.5014000000000003","2.0","-2.5319000000000003","2.0","-2.5583","2.0","-2.5784000000000002","2.0","-2.5909","2.0","-2.5952","2.0","-2.5913","2.0","-2.5797","2.0","-2.5613","2.0","-2.5368","2.0","-2.5075000000000003","2.0","-2.4746","2.0","-2.4394","2.0","-2.56","2.0","-2.7264","2.0","-2.8830999999999998","2.0","-3.0275","2.0","-3.1582","2.0","-3.2737","2.0","-3.3728","2.0","-3.454","2.0","-3.5147","2.0","-3.5526","2.0","-3.5655","2.0","-3.5663","2.0","-3.5663","2.0","-3.5629","2.0","-3.5557","2.0","-3.5454","2.0","-3.533","2.0","-3.5193","2.0","-3.5055","2.0","-3.4924","2.0","-3.4811","2.0","-3.4723","2.0","-3.4667","2.0","-3.4648","2.0","-3.4417","2.0","-3.3735","2.0","-3.2634","2.0","-3.116","2.0","-2.9372","2.0","-2.7344","2.0","-2.5166","2.0","-2.4729","2.0","-2.5149","2.0","-2.5491","2.0","-2.5744","2.0","-2.5899","2.0","-2.5952","2.0"
"18","-3.677","2.0","-3.6614","2.0","-3.6307","2.0","-3.5858","2.0","-3.5277","2.0","-3.4574","2.0","-3.3756","2.0","-3.2831","2.0","-3.1806","2.0","-3.0692","2.0","-2.9501","2.0","-2.8251","2.0","-2.6967","2.0","-2.5701","2.0","-2.456","2.0","-2.365","2.0","-2.255","2.0","-2.1906","2.0","-2.1809000000000003","2.0","-2.1807","2.0","-2.1839","2.0","-2.1877","2.0","-2.1905","2.0","-2.1916","2.0","-2.1881","2.0","-2.1781","2.0","-2.1635","2.0","-2.1486","2.0","-2.1456","2.0","-2.2199","2.0","-2.3876","2.0","-2.403","2.0","-2.4737","2.0","-2.6292999999999997","2.0","-2.7842000000000002","2.0","-2.9304","2.0","-3.0619","2.0","-3.174","2.0","-3.2631","2.0","-3.3272","2.0","-3.3658","2.0","-3.3786","2.0","-3.3535","2.0","-3.2819000000000003","2.0","-3.1704","2.0","-3.0251","2.0","-2.8533","2.0","-2.6635","2.0","-2.4665","2.0","-2.275","2.0","-2.2217000000000002","2.0","-2.2377000000000002","2.0","-2.2502","2.0","-2.2580999999999998","2.0","-2.2608","2.0","-2.2595","2.0","-2.2558","2.0","-2.2518000000000002","2.0","-2.2666","2.0","-2.3167","2.0","-2.3716","2.0","-2.4245","2.0","-2.3006","2.0","-2.1747","2.0","-2.1692","2.0","-2.1805","2.0","-2.1887","2.0","-2.1916","2.0"
"19","-3.5246","2.0","-3.5125","2.0","-3.4766","2.0","-3.4176","2.0","-3.3373999999999997","2.0","-3.2388000000000003","2.0","-3.1250999999999998","2.0","-3.0004","2.0","-2.8689","2.0","-2.7358000000000002","2.0","-2.6077000000000004","2.0","-2.4933","2.0","-2.4031000000000002","2.0","-2.3442","2.0","-2.3096","2.0","-2.2673","2.0","-2.2152000000000003","2.0","-2.142","2.0","-2.1022","2.0","-2.1109","2.0","-2.1268000000000002","2.0","-2.1402","2.0","-2.1485000000000003","2.0","-2.1513","2.0","-2.1491","2.0","-2.1427","2.0","-2.1323","2.0","-2.1184000000000003","2.0","-2.1017","2.0","-2.138","2.0","-2.2129","2.0","-2.3291","2.0","-2.3665000000000003","2.0","-2.3308","2.0","-2.2964","2.0","-2.2634","2.0","-2.2318","2.0","-2.2014","2.0","-2.1723","2.0","-2.1462","2.0","-2.1266","2.0","-2.1191","2.0","-2.1205","2.0","-2.1247","2.0","-2.1316","2.0","-2.1413","2.0","-2.1536","2.0","-2.1685","2.0","-2.1855","2.0","-2.2038","2.0","-2.104","2.0","-2.0912","2.0","-2.1012","2.0","-2.1071","2.0","-2.109","2.0","-2.1209","2.0","-2.1529","2.0","-2.1964","2.0","-2.2262","2.0","-2.2216","2.0","-2.2107","2.0","-2.1984","2.0","-2.1861","2.0","-2.1711","2.0","-2.165","2.0","-2.1576","2.0","-2.1529","2.0","-2.1513","2.0"
"20","-1.5503","2.0","-1.5543","2.0","-1.5653000000000001","2.0","-1.5827","2.0","-1.6068","2.0","-1.6383","2.0","-1.6769","2.0","-1.7216","2.0","-1.7709000000000001","2.0","-1.8228","2.0","-1.8748","2.0","-1.9236","2.0","-1.9647999999999999","2.0","-1.9929999999999999","2.0","-2.0035","2.0","-1.9949","2.0","-1.9821","2.0","-1.974","2.0","-1.903","2.0","-1.7873","2.0","-1.6731","2.0","-1.5773000000000001","2.0","-1.5109","2.0","-1.486","2.0","-1.5143","2.0","-1.5929","2.0","-1.7115","2.0","-1.8585","2.0","-2.0196","2.0","-2.0825","2.0","-2.061","2.0","-2.0371","2.0","-2.0106","2.0","-1.9809","2.0","-1.9477","2.0","-1.9111","2.0","-1.8722","2.0","-1.8342","2.0","-1.8058","2.0","-1.8048","2.0","-1.8225","2.0","-1.8314","2.0","-1.8369","2.0","-1.8543","2.0","-1.8838","2.0","-1.9212","2.0","-1.9607","2.0","-1.9979","2.0","-2.0301","2.0","-2.0563000000000002","2.0","-2.0764","2.0","-1.9674","2.0","-1.8734","2.0","-1.8211","2.0","-1.8047","2.0","-1.8164","2.0","-1.847","2.0","-1.8886","2.0","-1.9342000000000001","2.0","-1.9794","2.0","-2.0214","2.0","-2.0573","2.0","-2.0785","2.0","-2.0112","2.0","-1.8284","2.0","-1.6605","2.0","-1.5394","2.0","-1.486","2.0"
"21","-1.5162","2.0","-1.5138","2.0","-1.5085","2.0","-1.5036","2.0","-1.5033","2.0","-1.5118","2.0","-1.5301","2.0","-1.5569","2.0","-1.5908","2.0","-1.6305","2.0","-1.6748","2.0","-1.7222","2.0","-1.7709000000000001","2.0","-1.8189","2.0","-1.8631","2.0","-1.8964","2.0","-1.8886","2.0","-1.8145","2.0","-1.7138","2.0","-1.6143","2.0","-1.5302","2.0","-1.4699","2.0","-1.4367","2.0","-1.4275","2.0","-1.4344000000000001","2.0","-1.4584","2.0","-1.5016","2.0","-1.5631","2.0","-1.6356","2.0","-1.7001","2.0","-1.73","2.0","-1.7175","2.0","-1.6765","2.0","-1.6205","2.0","-1.5578","2.0","-1.5230000000000001","2.0","-1.5838","2.0","-1.6400000000000001","2.0","-1.682","2.0","-1.6917","2.0","-1.6782","2.0","-1.6703000000000001","2.0","-1.6769","2.0","-1.6893","2.0","-1.6972","2.0","-1.6972","2.0","-1.6913","2.0","-1.6818","2.0","-1.6706","2.0","-1.6589","2.0","-1.6480000000000001","2.0","-1.6386","2.0","-1.6314","2.0","-1.6269","2.0","-1.6253","2.0","-1.6132","2.0","-1.5802","2.0","-1.5331000000000001","2.0","-1.478","2.0","-1.4193","2.0","-1.3899","2.0","-1.3896","2.0","-1.3898","2.0","-1.3908","2.0","-1.3934","2.0","-1.3994","2.0","-1.4122000000000001","2.0","-1.4275","2.0"
"22","-1.4383000000000001","2.0","-1.4389","2.0","-1.4404000000000001","2.0","-1.4421","2.0","-1.4423","2.0","-1.4401","2.0","-1.4405000000000001","2.0","-1.4512","2.0","-1.4707000000000001","2.0","-1.4904","2.0","-1.5017","2.0","-1.4961","2.0","-1.4656","2.0","-1.4055","2.0","-1.3223","2.0","-1.2452","2.0","-1.2008","2.0","-1.1747","2.0","-1.1556","2.0","-1.1396","2.0","-1.1257000000000001","2.0","-1.114","2.0","-1.106","2.0","-1.1031","2.0","-1.1062","2.0","-1.1154","2.0","-1.1307","2.0","-1.1520000000000001","2.0","-1.1793","2.0","-1.2126000000000001","2.0","-1.2518","2.0","-1.2968","2.0","-1.3473","2.0","-1.4026","2.0","-1.4618","2.0","-1.4942","2.0","-1.4343000000000001","2.0","-1.3826","2.0","-1.3424","2.0","-1.3154","2.0","-1.326","2.0","-1.3387","2.0","-1.3218","2.0","-1.3067","2.0","-1.3193000000000001","2.0","-1.3356000000000001","2.0","-1.354","2.0","-1.3732","2.0","-1.3912","2.0","-1.4059","2.0","-1.4151","2.0","-1.4168","2.0","-1.4112","2.0","-1.4020000000000001","2.0","-1.3972","2.0","-1.3958","2.0","-1.3937","2.0","-1.3922","2.0","-1.3912","2.0","-1.3904","2.0","-1.3599","2.0","-1.3021","2.0","-1.2481","2.0","-1.1999","2.0","-1.1595","2.0","-1.1288","2.0","-1.1096","2.0","-1.1031","2.0"
"23","-1.3094000000000001","2.0","-1.3111","2.0","-1.3162","2.0","-1.3245","2.0","-1.3356000000000001","2.0","-1.348","2.0","-1.3563","2.0","-1.3533","2.0","-1.3388","2.0","-1.3179","2.0","-1.2936","2.0","-1.2676","2.0","-1.2403","2.0","-1.2105000000000001","2.0","-1.1724","2.0","-1.1048","2.0","-0.9958","2.0","-0.8848","2.0","-0.8129000000000001","2.0","-0.7716000000000001","2.0","-0.7411","2.0","-0.7167","2.0","-0.6996","2.0","-0.6927","2.0","-0.6964","2.0","-0.7134","2.0","-0.7387","2.0","-0.7685000000000001","2.0","-0.8013","2.0","-0.8363","2.0","-0.8727","2.0","-0.9092","2.0","-0.9445","2.0","-0.978","2.0","-1.0293","2.0","-1.0832000000000002","2.0","-1.1384","2.0","-1.1936","2.0","-1.2463","2.0","-1.2925","2.0","-1.3006","2.0","-1.296","2.0","-1.2987","2.0","-1.2775","2.0","-1.2167000000000001","2.0","-1.1473","2.0","-1.1395","2.0","-1.1701000000000001","2.0","-1.2019","2.0","-1.2333","2.0","-1.2627","2.0","-1.2890000000000001","2.0","-1.311","2.0","-1.3271","2.0","-1.3337","2.0","-1.3199","2.0","-1.2807","2.0","-1.2235","2.0","-1.1556","2.0","-1.0828","2.0","-1.0087000000000002","2.0","-0.9367","2.0","-0.8696","2.0","-0.8099000000000001","2.0","-0.7599","2.0","-0.7218","2.0","-0.6976","2.0","-0.6927","2.0"
"24","-1.0394","2.0","-1.0414","2.0","-1.0471","2.0","-1.0547","2.0","-1.0619","2.0","-1.0656","2.0","-1.0639","2.0","-1.0557","2.0","-1.0413000000000001","2.0","-1.0217","2.0","-0.9982","2.0","-0.9721","2.0","-0.9443","2.0","-0.9155","2.0","-0.8862","2.0","-0.8565","2.0","-0.8261000000000001","2.0","-0.7944","2.0","-0.7627","2.0","-0.7356","2.0","-0.7146","2.0","-0.6998","2.0","-0.6913","2.0","-0.6892","2.0","-0.6955","2.0","-0.7066","2.0","-0.7235","2.0","-0.7462","2.0","-0.7742","2.0","-0.8069000000000001","2.0","-0.8439","2.0","-0.8849","2.0","-0.9296","2.0","-0.9772000000000001","2.0","-1.0065","2.0","-1.0309","2.0","-1.0493999999999999","2.0","-1.0609","2.0","-1.065","2.0","-1.063","2.0","-1.0588","2.0","-1.0567","2.0","-1.0603","2.0","-1.0711","2.0","-1.0886","2.0","-1.1118000000000001","2.0","-1.0745","2.0","-1.0018","2.0","-0.9317","2.0","-0.8668","2.0","-0.8094","2.0","-0.7617","2.0","-0.726","2.0","-0.7037","2.0","-0.6962","2.0","-0.6960000000000001","2.0","-0.6956","2.0","-0.6949000000000001","2.0","-0.6941","2.0","-0.6933","2.0","-0.6925","2.0","-0.6920000000000001","2.0","-0.6917","2.0","-0.6917","2.0","-0.6919000000000001","2.0","-0.6923","2.0","-0.6926","2.0","-0.6892","2.0"
"25","-1.028","2.0","-1.0293","2.0","-1.0327","2.0","-1.0368","2.0","-1.0396","2.0","-1.0391","2.0","-1.0338","2.0","-1.0230000000000001","2.0","-1.0068000000000001","2.0","-0.9859","2.0","-0.9611000000000001","2.0","-0.9331","2.0","-0.9029","2.0","-0.8709","2.0","-0.8373","2.0","-0.8012","2.0","-0.7586","2.0","-0.6941","2.0","-0.5848","2.0","-0.4469000000000001","2.0","-0.3097000000000001","2.0","-0.1927000000000001","2.0","-0.11270000000000002","2.0","-0.08400000000000007","2.0","-0.11790000000000012","2.0","-0.2068000000000001","2.0","-0.3235000000000001","2.0","-0.4439000000000001","2.0","-0.5522","2.0","-0.6407","2.0","-0.7089","2.0","-0.7598","2.0","-0.7978000000000001","2.0","-0.8266","2.0","-0.849","2.0","-0.8668","2.0","-0.8813","2.0","-0.8931","2.0","-0.9029","2.0","-0.9106000000000001","2.0","-0.9158000000000001","2.0","-0.9177000000000001","2.0","-0.9159","2.0","-0.9104","2.0","-0.9004","2.0","-0.8852","2.0","-0.8633000000000001","2.0","-0.8324","2.0","-0.7893","2.0","-0.7299","2.0","-0.6503","2.0","-0.5512","2.0","-0.44420000000000004","2.0","-0.35620000000000007","2.0","-0.32119999999999993","2.0","-0.3205","2.0","-0.3185","2.0","-0.31479999999999997","2.0","-0.30909999999999993","2.0","-0.30069999999999997","2.0","-0.28879999999999995","2.0","-0.2723","2.0","-0.24960000000000004","2.0","-0.21940000000000004","2.0","-0.18120000000000003","2.0","-0.13800000000000012","2.0","-0.0999000000000001","2.0","-0.08400000000000007","2.0"
"26","3.2983000000000002","0.0","3.3079","0.0","3.3362999999999996","0.0","3.3818","0.0","3.4417","0.0","3.5119","0.0","3.5862","0.0","3.6532","0.0","3.6878","0.0","3.6416000000000004","0.0","3.4993","0.0","3.3049","0.0","3.0887000000000002","0.0","2.8635","0.0","2.636","0.0","2.4112999999999998","0.0","2.1936999999999998","0.0","1.9880999999999998","0.0","1.8001999999999998","0.0","1.6366999999999998","0.0","1.5055","0.0","1.4142000000000001","0.0","1.3666999999999998","0.0","1.3573","0.0","1.3649999999999998","0.0","1.3876","0.0","1.424","0.0","1.4723000000000002","0.0","1.5303999999999998","0.0","1.5958999999999999","0.0","1.666","0.0","1.7384","0.0","1.8104999999999998","0.0","1.8801999999999999","0.0","1.9455999999999998","0.0","2.0052","0.0","2.0575","0.0","2.1017","0.0","2.1369","0.0","2.1624","0.0","2.1779","0.0","2.1831","0.0","2.1781","0.0","2.1633999999999998","0.0","2.1394","0.0","2.1069999999999998","0.0","2.0675","0.0","2.0228","0.0","1.9752999999999998","0.0","1.9276","0.0","1.8828999999999998","0.0","1.8439999999999999","0.0","1.8138999999999998","0.0","1.7949000000000002","0.0","1.7883","0.0","1.7828","0.0","1.7665000000000002","0.0","1.7399","0.0","1.7040000000000002","0.0","1.6604999999999999","0.0","1.6115","0.0","1.5594999999999999","0.0","1.5076","0.0","1.4592","0.0","1.4171999999999998","0.0","1.3847999999999998","0.0","1.3643","0.0","1.3573","0.0"
"27","4.3442","0.0","4.3464","0.0","4.3502","0.0","4.3479","0.0","4.3272","0.0","4.2797","0.0","4.2036999999999995","0.0","4.0995","0.0","3.9683","0.0","3.8132","0.0","3.6386000000000003","0.0","3.4471999999999996","0.0","3.2427","0.0","3.0289","0.0","2.8097000000000003","0.0","2.5887000000000002","0.0","2.3698","0.0","2.1571","0.0","1.9552999999999998","0.0","1.7704","0.0","1.6095000000000002","0.0","1.4819","0.0","1.3975","0.0","1.3641999999999999","0.0","1.4047999999999998","0.0","1.5185","0.0","1.6886","0.0","1.8992","0.0","2.1375","0.0","2.3931","0.0","2.6573","0.0","2.9226","0.0","3.1814999999999998","0.0","3.4273999999999996","0.0","3.6536999999999997","0.0","3.8544","0.0","4.0248","0.0","4.1622","0.0","4.2673","0.0","4.3433","0.0","4.3936","0.0","4.4132","0.0","4.4065","0.0","4.3843","0.0","4.334","0.0","4.2221","0.0","4.0129","0.0","3.7218","0.0","3.388","0.0","3.04","0.0","2.6986","0.0","2.3835","0.0","2.1187","0.0","1.9361000000000002","0.0","1.8697","0.0","1.8638","0.0","1.8462999999999998","0.0","1.8178","0.0","1.7792","0.0","1.7321","0.0","1.6784","0.0","1.6208","0.0","1.5621999999999998","0.0","1.5059","0.0","1.4548999999999999","0.0","1.4118","0.0","1.3786999999999998","0.0","1.3641999999999999","0.0"
