"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.5715","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5714","2.0","-19.5713","2.0","-19.5713","2.0","-19.5714","2.0","-19.5713","2.0","-19.5713","2.0"
"2","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0"
"3","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0"
"4","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5712","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0","-19.5713","2.0"
"5","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0"
"6","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0"
"7","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0"
"8","-19.559","2.0","-19.559","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.559","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0","-19.5591","2.0"
"9","-16.4773","2.0","-16.4772","2.0","-16.4753","2.0","-16.4752","2.0","-16.4752","2.0","-16.4748","2.0","-16.4748","2.0","-16.4748","2.0","-16.4726","2.0","-16.4726","2.0","-16.4726","2.0","-16.4726","2.0","-16.4726","2.0","-16.4726","2.0"
"10","-16.4771","2.0","-16.4771","2.0","-16.474899999999998","2.0","-16.474999999999998","2.0","-16.474999999999998","2.0","-16.4747","2.0","-16.4747","2.0","-16.4747","2.0","-16.4724","2.0","-16.4725","2.0","-16.4725","2.0","-16.4724","2.0","-16.4725","2.0","-16.4725","2.0"
"11","-16.4707","2.0","-16.470299999999998","2.0","-16.472","2.0","-16.4717","2.0","-16.4717","2.0","-16.4702","2.0","-16.4702","2.0","-16.4702","2.0","-16.4691","2.0","-16.468799999999998","2.0","-16.468899999999998","2.0","-16.4691","2.0","-16.468799999999998","2.0","-16.468899999999998","2.0"
"12","-16.4695","2.0","-16.4697","2.0","-16.4711","2.0","-16.4713","2.0","-16.4713","2.0","-16.4701","2.0","-16.4701","2.0","-16.4701","2.0","-16.4684","2.0","-16.4685","2.0","-16.4685","2.0","-16.4684","2.0","-16.4685","2.0","-16.4685","2.0"
"13","-16.4681","2.0","-16.4681","2.0","-16.4653","2.0","-16.4653","2.0","-16.4653","2.0","-16.4677","2.0","-16.467399999999998","2.0","-16.467399999999998","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0"
"14","-16.468","2.0","-16.468","2.0","-16.4653","2.0","-16.4653","2.0","-16.4653","2.0","-16.4666","2.0","-16.4668","2.0","-16.4668","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0","-16.4676","2.0"
"15","-16.4588","2.0","-16.4586","2.0","-16.4606","2.0","-16.4605","2.0","-16.4605","2.0","-16.4618","2.0","-16.4615","2.0","-16.4615","2.0","-16.4634","2.0","-16.4632","2.0","-16.4632","2.0","-16.4634","2.0","-16.4632","2.0","-16.4632","2.0"
"16","-16.458099999999998","2.0","-16.4583","2.0","-16.4603","2.0","-16.4604","2.0","-16.4604","2.0","-16.4609","2.0","-16.4611","2.0","-16.4611","2.0","-16.4629","2.0","-16.463","2.0","-16.463","2.0","-16.4629","2.0","-16.463","2.0","-16.463","2.0"
"17","-16.4523","2.0","-16.4496","2.0","-16.4509","2.0","-16.4482","2.0","-16.4482","2.0","-16.4518","2.0","-16.449099999999998","2.0","-16.449099999999998","2.0","-16.450499999999998","2.0","-16.4478","2.0","-16.4478","2.0","-16.450499999999998","2.0","-16.4478","2.0","-16.4478","2.0"
