"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-21.8482","2.0","-21.8481","2.0","-21.8481","2.0","-21.848","2.0","-21.848","2.0","-21.848","2.0","-21.8479","2.0","-21.8479","2.0","-21.8479","2.0","-21.8478","2.0","-21.8478","2.0","-21.8479","2.0","-21.8478","2.0","-21.8478","2.0"
"2","-21.8479","2.0","-21.848","2.0","-21.8479","2.0","-21.8479","2.0","-21.8479","2.0","-21.8477","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0","-21.8478","2.0"
"3","-21.8474","2.0","-21.8474","2.0","-21.8473","2.0","-21.8473","2.0","-21.8473","2.0","-21.8476","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0","-21.8475","2.0"
"4","-21.8472","2.0","-21.8473","2.0","-21.8472","2.0","-21.8472","2.0","-21.8472","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0","-21.8474","2.0"
"5","-21.8418","2.0","-21.8418","2.0","-21.8418","2.0","-21.8419","2.0","-21.8419","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0","-21.8415","2.0"
"6","-21.8417","2.0","-21.8417","2.0","-21.8418","2.0","-21.8418","2.0","-21.8418","2.0","-21.8414","2.0","-21.8414","2.0","-21.8414","2.0","-21.8414","2.0","-21.8415","2.0","-21.8415","2.0","-21.8414","2.0","-21.8415","2.0","-21.8415","2.0"
"7","-21.8405","2.0","-21.8405","2.0","-21.8405","2.0","-21.8405","2.0","-21.8405","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.8409","2.0","-21.8409","2.0","-21.8409","2.0","-21.840799999999998","2.0","-21.8409","2.0","-21.8409","2.0"
"8","-21.8404","2.0","-21.8404","2.0","-21.8405","2.0","-21.8405","2.0","-21.8405","2.0","-21.8407","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0","-21.840799999999998","2.0"
"9","-18.4028","2.0","-18.4028","2.0","-18.4009","2.0","-18.4009","2.0","-18.4009","2.0","-18.4006","2.0","-18.4006","2.0","-18.4006","2.0","-18.3986","2.0","-18.3985","2.0","-18.3985","2.0","-18.3986","2.0","-18.3985","2.0","-18.3985","2.0"
