"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.7348","2.0","-19.7346","2.0","-19.7345","2.0","-19.7343","2.0","-19.7343","2.0","-19.7346","2.0","-19.7344","2.0","-19.7344","2.0","-19.7343","2.0","-19.7341","2.0","-19.7341","2.0","-19.7343","2.0","-19.7341","2.0","-19.7341","2.0"
"2","-19.734","2.0","-19.7341","2.0","-19.734","2.0","-19.733900000000002","2.0","-19.733900000000002","2.0","-19.7342","2.0","-19.734","2.0","-19.734","2.0","-19.734","2.0","-19.7338","2.0","-19.7338","2.0","-19.734","2.0","-19.7338","2.0","-19.7338","2.0"
"3","-19.733900000000002","2.0","-19.733900000000002","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0","-19.734","2.0","-19.734","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0","-19.7338","2.0"
"4","-19.7338","2.0","-19.7337","2.0","-19.7338","2.0","-19.7337","2.0","-19.7337","2.0","-19.7337","2.0","-19.7337","2.0","-19.7338","2.0","-19.7337","2.0","-19.7337","2.0","-19.7338","2.0","-19.7337","2.0","-19.7337","2.0","-19.7338","2.0"
"5","-19.7326","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0","-19.7327","2.0"
"6","-19.7325","2.0","-19.7326","2.0","-19.7326","2.0","-19.7326","2.0","-19.7326","2.0","-19.7326","2.0","-19.7325","2.0","-19.7325","2.0","-19.7326","2.0","-19.7327","2.0","-19.7326","2.0","-19.7326","2.0","-19.7327","2.0","-19.7326","2.0"
"7","-19.732400000000002","2.0","-19.732300000000002","2.0","-19.7325","2.0","-19.7325","2.0","-19.7325","2.0","-19.732300000000002","2.0","-19.732400000000002","2.0","-19.732400000000002","2.0","-19.7325","2.0","-19.7326","2.0","-19.7326","2.0","-19.7325","2.0","-19.7326","2.0","-19.7326","2.0"
"8","-19.7317","2.0","-19.7319","2.0","-19.732","2.0","-19.7322","2.0","-19.7322","2.0","-19.7319","2.0","-19.7321","2.0","-19.7321","2.0","-19.7322","2.0","-19.732400000000002","2.0","-19.732400000000002","2.0","-19.7322","2.0","-19.732400000000002","2.0","-19.732400000000002","2.0"
"9","-16.5281","2.0","-16.5281","2.0","-16.5259","2.0","-16.5258","2.0","-16.5258","2.0","-16.5257","2.0","-16.5257","2.0","-16.5257","2.0","-16.5233","2.0","-16.5233","2.0","-16.5233","2.0","-16.5233","2.0","-16.5233","2.0","-16.5233","2.0"
"10","-16.528","2.0","-16.528","2.0","-16.5257","2.0","-16.5257","2.0","-16.5257","2.0","-16.5257","2.0","-16.5257","2.0","-16.5257","2.0","-16.5232","2.0","-16.5232","2.0","-16.5232","2.0","-16.5232","2.0","-16.5232","2.0","-16.5232","2.0"
"11","-16.5209","2.0","-16.5205","2.0","-16.522299999999998","2.0","-16.5221","2.0","-16.5221","2.0","-16.5213","2.0","-16.5212","2.0","-16.5212","2.0","-16.5194","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.5194","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0"
"12","-16.5197","2.0","-16.5199","2.0","-16.5215","2.0","-16.5216","2.0","-16.5216","2.0","-16.5212","2.0","-16.5212","2.0","-16.5212","2.0","-16.5187","2.0","-16.5189","2.0","-16.5188","2.0","-16.5187","2.0","-16.5189","2.0","-16.5188","2.0"
"13","-16.5193","2.0","-16.5193","2.0","-16.516199999999998","2.0","-16.516199999999998","2.0","-16.516199999999998","2.0","-16.5179","2.0","-16.517599999999998","2.0","-16.517599999999998","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0"
"14","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.516199999999998","2.0","-16.516199999999998","2.0","-16.516199999999998","2.0","-16.5168","2.0","-16.517","2.0","-16.517","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0","-16.5184","2.0"
"15","-16.509","2.0","-16.5088","2.0","-16.5109","2.0","-16.5109","2.0","-16.5109","2.0","-16.512","2.0","-16.5117","2.0","-16.5117","2.0","-16.5137","2.0","-16.5136","2.0","-16.5136","2.0","-16.5137","2.0","-16.5136","2.0","-16.5136","2.0"
"16","-16.508399999999998","2.0","-16.508499999999998","2.0","-16.5108","2.0","-16.5108","2.0","-16.5108","2.0","-16.5111","2.0","-16.5113","2.0","-16.5113","2.0","-16.5133","2.0","-16.5134","2.0","-16.5134","2.0","-16.5133","2.0","-16.5134","2.0","-16.5134","2.0"
"17","-16.5038","2.0","-16.500899999999998","2.0","-16.502399999999998","2.0","-16.4995","2.0","-16.4995","2.0","-16.5032","2.0","-16.5003","2.0","-16.5003","2.0","-16.502","2.0","-16.4991","2.0","-16.4991","2.0","-16.502","2.0","-16.4991","2.0","-16.4991","2.0"
