          17  -6.18178082       5.77669191       5.77669191       5.77669191       8.29669285       8.29669285       8.29669285       8.98347378    
          18  -6.18134594       5.77356291       5.77475023       5.77475023       8.29553509       8.29916668       8.29916668       8.98654747    
          19  -6.18003511       5.76421499       5.76894903       5.76894903       8.29206467       8.30656338       8.30656338       8.99572182    
          20  -6.17784786       5.74875879       5.75935793       5.75935793       8.28630257       8.31881237       8.31881237       9.01087284    
          21  -6.17478418       5.72737408       5.74608898       5.74608898       8.27827740       8.33579826       8.33579826       9.03179455    
          22  -6.17084503       5.70029879       5.72929621       5.72929621       8.26803017       8.35737038       8.35737038       9.05821800    
          23  -6.16603088       5.66781282       5.70915890       5.70915890       8.25561142       8.38334656       8.38334656       9.08981133    
          24  -6.16034412       5.63022709       5.68587923       5.68587923       8.24108219       8.41351604       8.41351604       9.12619305    
          25  -6.15377712       5.58790493       5.65968704       5.65968704       8.22452545       8.44766521       8.44766521       9.16697025    
          26  -6.14633512       5.54117918       5.63080597       5.63080597       8.20600986       8.48555756       8.48555756       9.21170044    
          27  -6.13802290       5.49038506       5.59946680       5.59946680       8.18561745       8.52695179       8.52695179       9.25992298    
          28  -6.12883186       5.43588686       5.56590605       5.56590605       8.16344738       8.57163334       8.57163334       9.31119156    
          29  -6.11876678       5.37799406       5.53034306       5.53034306       8.13958931       8.61936665       8.61936665       9.36502457    
          30  -6.10782385       5.31700277       5.49298906       5.49298906       8.11414242       8.66993523       8.66993523       9.42093563    
          31  -6.09601402       5.25322580       5.45405102       5.45405102       8.08720112       8.72313595       8.72313595       9.47843170    
          32  -6.08333111       5.18691492       5.41371679       5.41371679       8.05886841       8.77877617       8.77877617       9.53699493    
          33  -6.06977701       5.11831522       5.37216187       5.37216187       8.02924633       8.83667469       8.83667469       9.59608841    
          34  -6.05535603       5.04763412       5.32954216       5.32954216       7.99843311       8.89666271       8.89666271       9.65513706    
          35  -6.04006910       4.97510099       5.28602505       5.28602505       7.96652985       8.95859528       8.95859528       9.71353340    
          36  -6.02391386       4.90088415       5.24173784       5.24173784       7.93363285       9.02232456       9.02232456       9.77060795    
          37  -6.00689077       4.82514906       5.19680882       5.19680882       7.89983606       9.08772564       9.08772564       9.82563210    
          38  -5.98900223       4.74804306       5.15135098       5.15135098       7.86523294       9.15467739       9.15467739       9.87780762    
          39  -5.97024584       4.66970015       5.10547018       5.10547018       7.82991314       9.22307110       9.22307110       9.92626095    
          40  -5.95062590       4.59024000       5.05925989       5.05925989       7.79396105       9.29280758       9.29280758       9.97005463    
          41  -5.93014193       4.50976801       5.01281023       5.01281023       7.75746107       9.36379814       9.36379814       10.0082016    
          42  -5.90878582       4.42838383       4.96619987       4.96619987       7.72049284       9.43595982       9.43595982       10.0397091    
