         191 -0.900649011     -0.749652028     -0.434013009     -0.385733992     -0.121549003       4.70069982E-02   4.54759693       6.49314213       6.56692505       7.14518118       7.41041708       7.77551222       7.88251781    
         192 -0.903117001     -0.751658022     -0.431309015     -0.385093004     -0.121344998       5.69580011E-02   4.51379108       6.50301123       6.57156706       7.15386105       7.52106810       7.75035715       7.93420792    
         193 -0.905484021     -0.753548026     -0.428748012     -0.384472996     -0.121164002       6.70510009E-02   4.48183823       6.50998783       6.58409405       7.14975977       7.62454510       7.75255585       8.17235374    
         194 -0.907751024     -0.755321980     -0.426335007     -0.383877993     -0.121004000       7.72259980E-02   4.45037317       6.51827383       6.59517193       7.14799500       7.63363218       7.82084513       8.02197838    
         195 -0.909918010     -0.756978989     -0.424066991     -0.383309007     -0.120862998       8.74210000E-02   4.41993904       6.52190018       6.61114311       7.14361811       7.61379194       7.82169390       8.00376701    
         196 -0.911978006     -0.758526981     -0.421948999     -0.382764012     -0.120738998       9.75690037E-02   4.39141417       6.52184200       6.62560320       7.14149189       7.65118694       7.85120392       8.17950058    
         197 -0.913932979     -0.759963989     -0.419977993     -0.382245004     -0.120630004      0.107605003       4.36330795       6.52581120       6.64004612       7.13917017       7.61823893       7.72522020       8.05342102    
         198 -0.915780008     -0.761295021     -0.418150991     -0.381756008     -0.120534003      0.117458001       4.33716011       6.52887011       6.65545511       7.13588381       7.46317005       7.73953485       8.08553314    
         199 -0.917517006     -0.762521982     -0.416471988     -0.381287992     -0.120452002      0.127063006       4.31231403       6.52949619       6.67051983       7.13151979       7.51839876       7.77732086       8.11200047    
         200 -0.919143021     -0.763647974     -0.414929986     -0.380852997     -0.120379001      0.136351004       4.28926897       6.53326797       6.68637609       7.12790680       7.64417505       7.93838310       8.05498791    
         201 -0.920656979     -0.764675975     -0.413525999     -0.380443990     -0.120316997      0.145256996       4.26719522       6.52811193       6.70084810       7.12702417       7.51544285       7.73055410       8.13824654    
         202 -0.922056973     -0.765609026     -0.412254006     -0.380064994     -0.120263003      0.153715998       4.24682188       6.53150797       6.71620321       7.12164402       7.68572187       7.75863123       8.33940315    
         203 -0.923340976     -0.766449988     -0.411110997     -0.379716992     -0.120218001      0.161668003       4.22816801       6.53582382       6.72965717       7.12202883       7.55004692       7.82422781       8.26528835    
         204 -0.924507022     -0.767201006     -0.410091996     -0.379397005     -0.120177999      0.169054002       4.21103811       6.53533697       6.74269295       7.10739899       7.54411411       7.58376408       8.16177177    
         205 -0.925556004     -0.767866015     -0.409191012     -0.379114002     -0.120145001      0.175819993       4.19610977       6.53419304       6.75629520       7.11337996       7.63676882       7.84299088       8.20282269    
         206 -0.926483989     -0.768446982     -0.408407986     -0.378859013     -0.120118000      0.181915000       4.18200207       6.53373384       6.76717901       7.09981585       7.63651800       7.98641205       8.15253258    
         207 -0.927290022     -0.768945992     -0.407736987     -0.378639013     -0.120095000      0.187294006       4.17034101       6.53830910       6.77783918       7.09315109       7.51670408       7.61653090       8.08563805    
         208 -0.927973986     -0.769366026     -0.407178015     -0.378450990     -0.120079003      0.191888005       4.16025591       6.53815508       6.78676224       7.08905888       7.56433105       7.64688778       8.13684273    
         209 -0.928533971     -0.769706011     -0.406720012     -0.378295004     -0.120062999      0.195729002       4.15169811       6.53697777       6.79630899       7.08252287       7.52727413       7.69143820       8.27629948    
         210 -0.928973019     -0.769968987     -0.406369001     -0.378174007     -0.120052002      0.198746994       4.14528894       6.54576397       6.80115891       7.08204794       7.56579781       7.58477497       8.31979942    
