          17  -8.99437904      -6.04991007      -6.04945707      -6.04670715      -5.78568602      -5.78470612       2.20884800       2.20990205       2.22086096       2.86647797       6.75145912       6.75220490       6.75813389       9.50591183       11.6406794       11.8935118    
          18  -8.99437809      -6.04990911      -6.04945612      -6.04670000      -5.78568697      -5.78470421       2.20881295       2.20987701       2.22087312       2.86652589       6.75146103       6.75221300       6.75813818       9.50596142       11.6434393       11.8939838    
          19  -8.99437523      -6.04990721      -6.04945278      -6.04669285      -5.78568697      -5.78470278       2.20869589       2.20980310       2.22085810       2.86670589       6.75146484       6.75223494       6.75813723       9.50605297       11.6460619       11.8945141    
          20  -8.99436855      -6.04990387      -6.04944992      -6.04668522      -5.78568697      -5.78470182       2.20847893       2.20969796       2.22081709       2.86701703       6.75147009       6.75226879       6.75813389       9.50619030       11.6485453       11.8951006    
          21  -8.99436092      -6.04990005      -6.04944515      -6.04667616      -5.78568602      -5.78470087       2.20814204       2.20958090       2.22075200       2.86745906       6.75147104       6.75231981       6.75812912       9.50636959       11.6508884       11.8957434    
          22  -8.99435139      -6.04989481      -6.04943991      -6.04666615      -5.78568602      -5.78470087       2.20767403       2.20946193       2.22066402       2.86803198       6.75146580       6.75238991       6.75812483       9.50659275       11.6530914       11.8964424    
          23  -8.99433804      -6.04988813      -6.04943419      -6.04665613      -5.78568602      -5.78469992       2.20707107       2.20934391       2.22055602       2.86873507       6.75144911       6.75247908       6.75812292       9.50685978       11.6551504       11.8971949    
          24  -8.99432182      -6.04988098      -6.04942608      -6.04664421      -5.78568506      -5.78469992       2.20633602       2.20922303       2.22042894       2.86956596       6.75141621       6.75259113       6.75812721       9.50717068       11.6570663       11.8980017    
          25  -8.99430370      -6.04987192      -6.04941797      -6.04663181      -5.78568506      -5.78469992       2.20547009       2.20909595       2.22028494       2.87052703       6.75136185       6.75272608       6.75814009       9.50752544       11.6588383       11.8988609    
          26  -8.99428368      -6.04986286      -6.04940891      -6.04661894      -5.78568411      -5.78469992       2.20447612       2.20896006       2.22012591       2.87161398       6.75128317       6.75288391       6.75816584       9.50792313       11.6604652       11.8997717    
          27  -8.99426079      -6.04985189      -6.04939795      -6.04660511      -5.78568411      -5.78470087       2.20335507       2.20881391       2.21995306       2.87282705       6.75117683       6.75306511       6.75820923       9.50836372       11.6619453       11.9007330    
          28  -8.99423599      -6.04984093      -6.04938698      -6.04659081      -5.78568316      -5.78470087       2.20210791       2.20865703       2.21976900       2.87416410       6.75103998       6.75326777       6.75827122       9.50884914       11.6632776       11.9017410    
          29  -8.99420834      -6.04982805      -6.04937506      -6.04657507      -5.78568220      -5.78470182       2.20073605       2.20848799       2.21957302       2.87562490       6.75087023       6.75349522       6.75835609       9.50937653       11.6644621       11.9027958    
          30  -8.99417782      -6.04981422      -6.04936123      -6.04655886      -5.78568077      -5.78470278       2.19924092       2.20830488       2.21936607       2.87720704       6.75066423       6.75374317       6.75846577       9.50994873       11.6654968       11.9038963    
          31  -8.99414539      -6.04979992      -6.04934692      -6.04654217      -5.78567982      -5.78470421       2.19762492       2.20811009       2.21914911       2.87890911       6.75042009       6.75401211       6.75860405       9.51056385       11.6663809       11.9050388    
          32  -8.99411011      -6.04978418      -6.04933214      -6.04652405      -5.78567886      -5.78470612       2.19588900       2.20790195       2.21892309       2.88072801       6.75013781       6.75430298       6.75877094       9.51122189       11.6671124       11.9062243    
          33  -8.99407291      -6.04976702      -6.04931498      -6.04650593      -5.78567791      -5.78470802       2.19403601       2.20767808       2.21868491       2.88266397       6.74981594       6.75461483       6.75896692       9.51192284       11.6676798       11.9074602    
          34  -8.99403286      -6.04974890      -6.04929781      -6.04648590      -5.78567600      -5.78470993       2.19206691       2.20744300       2.21843910       2.88471389       6.74945498       6.75494814       6.75919390       9.51266766       11.6681004       11.9087219    
          35  -8.99399090      -6.04973078      -6.04927921      -6.04646587      -5.78567505      -5.78471184       2.18998408       2.20719290       2.21818209       2.88687706       6.74905586       6.75530195       6.75944996       9.51345730       11.6683617       11.9100208    
          36  -8.99394608      -6.04971123      -6.04926014      -6.04644489      -5.78567410      -5.78471422       2.18778992       2.20692992       2.21791601       2.88914895       6.74861813       6.75567722       6.75973701       9.51428890       11.6684618       11.9113560    
          37  -8.99389935      -6.04968977      -6.04923916      -6.04642296      -5.78567219      -5.78471708       2.18548799       2.20665312       2.21763897       2.89153004       6.74814320       6.75607300       6.76005220       9.51516342       11.6683969       11.9127264    
          38  -8.99384880      -6.04966879      -6.04921722      -6.04640102      -5.78567123      -5.78471994       2.18307900       2.20636201       2.21735191       2.89401698       6.74763107       6.75648880       6.76039600       9.51608086       11.6681623       11.9141302    
          39  -8.99379730      -6.04964590      -6.04919386      -6.04637718      -5.78566885      -5.78472281       2.18056607       2.20605707       2.21705389       2.89660692       6.74708319       6.75692511       6.76076794       9.51704311       11.6677542       11.9155693    
