"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71","","KPoint 72",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"10","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1142","2.0","-22.1142","2.0","-22.1142","2.0","-22.1141","2.0","-22.1141","2.0","-22.114","2.0","-22.114","2.0","-22.1139","2.0","-22.1139","2.0","-22.113799999999998","2.0","-22.113799999999998","2.0","-22.113799999999998","2.0","-22.113699999999998","2.0","-22.113699999999998","2.0","-22.113699999999998","2.0","-22.113699999999998","2.0","-22.113699999999998","2.0","-22.113699999999998","2.0","-22.113599999999998","2.0","-22.113599999999998","2.0","-22.1135","2.0","-22.1135","2.0","-22.1134","2.0","-22.1133","2.0","-22.1133","2.0","-22.1132","2.0","-22.1132","2.0","-22.1131","2.0","-22.1131","2.0","-22.1131","2.0","-22.1131","2.0","-22.113","2.0","-22.1131","2.0","-22.1131","2.0","-22.1131","2.0","-22.1131","2.0","-22.1132","2.0","-22.1132","2.0","-22.1133","2.0","-22.1134","2.0","-22.1134","2.0","-22.1135","2.0","-22.113599999999998","2.0","-22.113699999999998","2.0","-22.113799999999998","2.0","-22.113799999999998","2.0","-22.1139","2.0","-22.114","2.0","-22.1141","2.0","-22.1141","2.0","-22.1142","2.0","-22.1142","2.0","-22.1142","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0","-22.1143","2.0"
"11","-22.108999999999998","2.0","-22.108999999999998","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1088","2.0","-22.1088","2.0","-22.1088","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1085","2.0","-22.1086","2.0","-22.1086","2.0","-22.1086","2.0","-22.1087","2.0","-22.1087","2.0","-22.1087","2.0","-22.1088","2.0","-22.1088","2.0","-22.1088","2.0","-22.1088","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.108999999999998","2.0","-22.108999999999998","2.0","-22.108999999999998","2.0","-22.108999999999998","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0","-22.1089","2.0"
"12","-14.506499999999999","2.0","-14.503599999999999","2.0","-14.494700000000002","2.0","-14.48","2.0","-14.459500000000002","2.0","-14.433499999999999","2.0","-14.4021","2.0","-14.3657","2.0","-14.3246","2.0","-14.279399999999999","2.0","-14.2305","2.0","-14.178899999999999","2.0","-14.125599999999999","2.0","-14.072300000000002","2.0","-14.0215","2.0","-13.9772","2.0","-13.945599999999999","2.0","-13.933900000000001","2.0","-13.9328","2.0","-13.9295","2.0","-13.924","2.0","-13.9164","2.0","-13.906600000000001","2.0","-13.8947","2.0","-13.881","2.0","-13.8656","2.0","-13.8488","2.0","-13.831199999999999","2.0","-13.813200000000002","2.0","-13.7958","2.0","-13.779600000000002","2.0","-13.7656","2.0","-13.7547","2.0","-13.747900000000001","2.0","-13.7455","2.0","-13.7456","2.0","-13.746300000000002","2.0","-13.7484","2.0","-13.753599999999999","2.0","-13.7638","2.0","-13.781600000000001","2.0","-13.808800000000002","2.0","-13.8459","2.0","-13.8919","2.0","-13.9448","2.0","-14.002200000000002","2.0","-14.062000000000001","2.0","-14.1221","2.0","-14.181000000000001","2.0","-14.237300000000001","2.0","-14.290099999999999","2.0","-14.3384","2.0","-14.381499999999999","2.0","-14.418800000000001","2.0","-14.4499","2.0","-14.474499999999999","2.0","-14.4922","2.0","-14.5029","2.0","-14.506499999999999","2.0","-14.502400000000002","2.0","-14.490100000000002","2.0","-14.4697","2.0","-14.441500000000001","2.0","-14.4058","2.0","-14.363","2.0","-14.3139","2.0","-14.2594","2.0","-14.2011","2.0","-14.1416","2.0","-14.0857","2.0","-14.042200000000001","2.0","-14.024899999999999","2.0"
"13","-12.938500000000001","2.0","-12.939499999999999","2.0","-12.943100000000001","2.0","-12.9529","2.0","-12.970500000000001","2.0","-12.9942","2.0","-13.023700000000002","2.0","-13.058800000000002","2.0","-13.0992","2.0","-13.1446","2.0","-13.194099999999999","2.0","-13.2469","2.0","-13.3017","2.0","-13.3566","2.0","-13.4089","2.0","-13.4543","2.0","-13.486699999999999","2.0","-13.4987","2.0","-13.4968","2.0","-13.491299999999999","2.0","-13.482400000000002","2.0","-13.470300000000002","2.0","-13.4555","2.0","-13.438600000000001","2.0","-13.420200000000001","2.0","-13.4009","2.0","-13.381599999999999","2.0","-13.3629","2.0","-13.345500000000001","2.0","-13.329799999999999","2.0","-13.3157","2.0","-13.302900000000001","2.0","-13.2908","2.0","-13.279900000000001","2.0","-13.2747","2.0","-13.273700000000002","2.0","-13.2716","2.0","-13.271899999999999","2.0","-13.2817","2.0","-13.2971","2.0","-13.3106","2.0","-13.317599999999999","2.0","-13.316200000000002","2.0","-13.306000000000001","2.0","-13.288","2.0","-13.2636","2.0","-13.2345","2.0","-13.202000000000002","2.0","-13.1676","2.0","-13.1323","2.0","-13.0973","2.0","-13.063500000000001","2.0","-13.0321","2.0","-13.003800000000002","2.0","-12.979600000000001","2.0","-12.9605","2.0","-12.947500000000002","2.0","-12.9406","2.0","-12.938500000000001","2.0","-12.945699999999999","2.0","-12.967300000000002","2.0","-13.002200000000002","2.0","-13.049500000000002","2.0","-13.107400000000002","2.0","-13.174199999999999","2.0","-13.247600000000002","2.0","-13.325299999999999","2.0","-13.404499999999999","2.0","-13.4814","2.0","-13.5505","2.0","-13.6021","2.0","-13.6221","2.0"
"14","-12.927600000000002","2.0","-12.93","2.0","-12.936599999999999","2.0","-12.944300000000002","2.0","-12.9524","2.0","-12.962700000000002","2.0","-12.974599999999999","2.0","-12.987200000000001","2.0","-13.0002","2.0","-13.012900000000002","2.0","-13.025100000000002","2.0","-13.0364","2.0","-13.046400000000002","2.0","-13.0549","2.0","-13.061700000000002","2.0","-13.0667","2.0","-13.0698","2.0","-13.070800000000002","2.0","-13.075099999999999","2.0","-13.086100000000002","2.0","-13.100999999999999","2.0","-13.117999999999999","2.0","-13.1358","2.0","-13.1537","2.0","-13.1709","2.0","-13.186800000000002","2.0","-13.200700000000001","2.0","-13.2121","2.0","-13.220500000000001","2.0","-13.2256","2.0","-13.227599999999999","2.0","-13.2273","2.0","-13.226099999999999","2.0","-13.2255","2.0","-13.2268","2.0","-13.227800000000002","2.0","-13.233900000000002","2.0","-13.241700000000002","2.0","-13.2406","2.0","-13.231300000000001","2.0","-13.2179","2.0","-13.201799999999999","2.0","-13.183700000000002","2.0","-13.164000000000001","2.0","-13.1432","2.0","-13.1216","2.0","-13.099599999999999","2.0","-13.0777","2.0","-13.0563","2.0","-13.035700000000002","2.0","-13.016300000000001","2.0","-12.9984","2.0","-12.982199999999999","2.0","-12.9678","2.0","-12.955400000000001","2.0","-12.945","2.0","-12.9363","2.0","-12.93","2.0","-12.927600000000002","2.0","-12.927900000000001","2.0","-12.9285","2.0","-12.9296","2.0","-12.931000000000001","2.0","-12.9326","2.0","-12.9344","2.0","-12.9362","2.0","-12.937999999999999","2.0","-12.939700000000002","2.0","-12.941099999999999","2.0","-12.9421","2.0","-12.942800000000002","2.0","-12.943000000000001","2.0"
"15","-12.927600000000002","2.0","-12.929000000000002","2.0","-12.9331","2.0","-12.939","2.0","-12.9454","2.0","-12.952000000000002","2.0","-12.9589","2.0","-12.9663","2.0","-12.9739","2.0","-12.9815","2.0","-12.988900000000001","2.0","-12.995899999999999","2.0","-13.002200000000002","2.0","-13.0077","2.0","-13.0122","2.0","-13.0154","2.0","-13.017400000000002","2.0","-13.0181","2.0","-13.016300000000001","2.0","-13.012699999999999","2.0","-13.009900000000002","2.0","-13.009599999999999","2.0","-13.0125","2.0","-13.018899999999999","2.0","-13.0291","2.0","-13.0428","2.0","-13.0598","2.0","-13.079699999999999","2.0","-13.1018","2.0","-13.125499999999999","2.0","-13.149799999999999","2.0","-13.1736","2.0","-13.1955","2.0","-13.212299999999999","2.0","-13.2181","2.0","-13.2192","2.0","-13.2181","2.0","-13.2133","2.0","-13.2061","2.0","-13.1967","2.0","-13.185400000000001","2.0","-13.1723","2.0","-13.157599999999999","2.0","-13.1415","2.0","-13.124200000000002","2.0","-13.105900000000002","2.0","-13.0869","2.0","-13.067599999999999","2.0","-13.048100000000002","2.0","-13.0289","2.0","-13.010200000000001","2.0","-12.9926","2.0","-12.976500000000001","2.0","-12.9622","2.0","-12.950099999999999","2.0","-12.9404","2.0","-12.933399999999999","2.0","-12.929100000000002","2.0","-12.927600000000002","2.0","-12.927900000000001","2.0","-12.9285","2.0","-12.9296","2.0","-12.931000000000001","2.0","-12.9326","2.0","-12.9344","2.0","-12.9362","2.0","-12.937999999999999","2.0","-12.939700000000002","2.0","-12.941099999999999","2.0","-12.9421","2.0","-12.942800000000002","2.0","-12.943000000000001","2.0"
"16","-8.1569","2.0","-8.1553","2.0","-8.1507","2.0","-8.1432","2.0","-8.133000000000001","2.0","-8.1207","2.0","-8.1065","2.0","-8.0911","2.0","-8.0749","2.0","-8.0587","2.0","-8.0429","2.0","-8.0281","2.0","-8.014700000000001","2.0","-8.0033","2.0","-7.994","2.0","-7.9873","2.0","-7.9832","2.0","-7.9818","2.0","-7.9833","2.0","-7.9878","2.0","-7.995100000000001","2.0","-8.0053","2.0","-8.018","2.0","-8.033000000000001","2.0","-8.049900000000001","2.0","-8.068000000000001","2.0","-8.0869","2.0","-8.1058","2.0","-8.124","2.0","-8.1408","2.0","-8.1556","2.0","-8.1678","2.0","-8.1769","2.0","-8.182500000000001","2.0","-8.1844","2.0","-8.182500000000001","2.0","-8.1771","2.0","-8.168600000000001","2.0","-8.1579","2.0","-8.146","2.0","-8.1338","2.0","-8.1221","2.0","-8.1116","2.0","-8.1028","2.0","-8.0961","2.0","-8.0916","2.0","-8.089500000000001","2.0","-8.0897","2.0","-8.0922","2.0","-8.0968","2.0","-8.103200000000001","2.0","-8.111","2.0","-8.1197","2.0","-8.1289","2.0","-8.1377","2.0","-8.1455","2.0","-8.1516","2.0","-8.1555","2.0","-8.1569","2.0","-8.1583","2.0","-8.1624","2.0","-8.168700000000001","2.0","-8.1766","2.0","-8.185400000000001","2.0","-8.1945","2.0","-8.2033","2.0","-8.211500000000001","2.0","-8.2186","2.0","-8.2244","2.0","-8.2288","2.0","-8.2314","2.0","-8.2323","2.0"
"17","-7.2899","2.0","-7.2888","2.0","-7.2859","2.0","-7.2812","2.0","-7.2751","2.0","-7.2682","2.0","-7.2617","2.0","-7.260300000000001","2.0","-7.2663","2.0","-7.273","2.0","-7.2792","2.0","-7.2845","2.0","-7.2888","2.0","-7.292","2.0","-7.2942","2.0","-7.2957","2.0","-7.2964","2.0","-7.2966","2.0","-7.297600000000001","2.0","-7.3003","2.0","-7.3044","2.0","-7.309200000000001","2.0","-7.314500000000001","2.0","-7.3195","2.0","-7.3239","2.0","-7.327","2.0","-7.3286","2.0","-7.3285","2.0","-7.3269","2.0","-7.3239","2.0","-7.3201","2.0","-7.315900000000001","2.0","-7.312200000000001","2.0","-7.3096000000000005","2.0","-7.3087","2.0","-7.3093","2.0","-7.3111","2.0","-7.3135","2.0","-7.3162","2.0","-7.3186","2.0","-7.3204","2.0","-7.3211","2.0","-7.320500000000001","2.0","-7.3185","2.0","-7.3151","2.0","-7.3102","2.0","-7.3041","2.0","-7.2968","2.0","-7.288600000000001","2.0","-7.2798","2.0","-7.2707","2.0","-7.2616000000000005","2.0","-7.253500000000001","2.0","-7.255000000000001","2.0","-7.2644","2.0","-7.2746","2.0","-7.2828","2.0","-7.2881","2.0","-7.2899","2.0","-7.2845","2.0","-7.2697","2.0","-7.2498000000000005","2.0","-7.2479000000000005","2.0","-7.2571","2.0","-7.267200000000001","2.0","-7.277100000000001","2.0","-7.2861","2.0","-7.293900000000001","2.0","-7.3002","2.0","-7.3048","2.0","-7.307600000000001","2.0","-7.3086","2.0"
"18","-7.2217","2.0","-7.2236","2.0","-7.2271","2.0","-7.2316","2.0","-7.237","2.0","-7.2433000000000005","2.0","-7.249700000000001","2.0","-7.252800000000001","2.0","-7.2511","2.0","-7.2511","2.0","-7.2525","2.0","-7.2547","2.0","-7.2571","2.0","-7.259600000000001","2.0","-7.261800000000001","2.0","-7.2635000000000005","2.0","-7.2646","2.0","-7.265000000000001","2.0","-7.2647","2.0","-7.2639000000000005","2.0","-7.2631","2.0","-7.262700000000001","2.0","-7.262700000000001","2.0","-7.262600000000001","2.0","-7.2623","2.0","-7.2614","2.0","-7.2598","2.0","-7.2575","2.0","-7.2546","2.0","-7.251","2.0","-7.2468","2.0","-7.2423","2.0","-7.2378","2.0","-7.2343","2.0","-7.232900000000001","2.0","-7.235900000000001","2.0","-7.2431","2.0","-7.2516","2.0","-7.2597000000000005","2.0","-7.2667","2.0","-7.2723","2.0","-7.276400000000001","2.0","-7.2791","2.0","-7.2804","2.0","-7.2803","2.0","-7.2791","2.0","-7.2768","2.0","-7.2735","2.0","-7.269500000000001","2.0","-7.2648","2.0","-7.2598","2.0","-7.2549","2.0","-7.251","2.0","-7.244300000000001","2.0","-7.237400000000001","2.0","-7.2317","2.0","-7.2272","2.0","-7.223700000000001","2.0","-7.2217","2.0","-7.2234","2.0","-7.2281","2.0","-7.2332","2.0","-7.228400000000001","2.0","-7.2328","2.0","-7.237500000000001","2.0","-7.2422","2.0","-7.2468","2.0","-7.2509","2.0","-7.254300000000001","2.0","-7.2568","2.0","-7.2584","2.0","-7.259","2.0"
"19","-7.2195","2.0","-7.2198","2.0","-7.220700000000001","2.0","-7.2221","2.0","-7.223700000000001","2.0","-7.225200000000001","2.0","-7.226100000000001","2.0","-7.2254000000000005","2.0","-7.2224","2.0","-7.217700000000001","2.0","-7.2128","2.0","-7.2087","2.0","-7.2052000000000005","2.0","-7.202400000000001","2.0","-7.200200000000001","2.0","-7.198600000000001","2.0","-7.1975","2.0","-7.1972000000000005","2.0","-7.1975","2.0","-7.197900000000001","2.0","-7.1977","2.0","-7.1961","2.0","-7.1930000000000005","2.0","-7.188700000000001","2.0","-7.1838","2.0","-7.178800000000001","2.0","-7.174","2.0","-7.1698","2.0","-7.1663","2.0","-7.163500000000001","2.0","-7.1616","2.0","-7.1602","2.0","-7.1595","2.0","-7.1594","2.0","-7.1595","2.0","-7.155200000000001","2.0","-7.152200000000001","2.0","-7.1530000000000005","2.0","-7.1543","2.0","-7.1561","2.0","-7.1585","2.0","-7.1616","2.0","-7.165100000000001","2.0","-7.1692","2.0","-7.1737","2.0","-7.1785","2.0","-7.1835","2.0","-7.188700000000001","2.0","-7.1939","2.0","-7.1997","2.0","-7.2071000000000005","2.0","-7.2172","2.0","-7.2277000000000005","2.0","-7.2328","2.0","-7.230700000000001","2.0","-7.2266","2.0","-7.2229","2.0","-7.2204","2.0","-7.2195","2.0","-7.2201","2.0","-7.2219","2.0","-7.2247","2.0","-7.228400000000001","2.0","-7.2328","2.0","-7.237500000000001","2.0","-7.2422","2.0","-7.2468","2.0","-7.2509","2.0","-7.254300000000001","2.0","-7.2568","2.0","-7.2584","2.0","-7.259","2.0"
"20","-7.2195","2.0","-7.2182","2.0","-7.2166","2.0","-7.2152","2.0","-7.213800000000001","2.0","-7.212300000000001","2.0","-7.2105","2.0","-7.2083","2.0","-7.2056000000000004","2.0","-7.202","2.0","-7.1974","2.0","-7.1922","2.0","-7.187","2.0","-7.1824","2.0","-7.178700000000001","2.0","-7.176","2.0","-7.1745","2.0","-7.1739","2.0","-7.1733","2.0","-7.1715","2.0","-7.1691","2.0","-7.166600000000001","2.0","-7.1641","2.0","-7.1617","2.0","-7.1596","2.0","-7.1576","2.0","-7.1557","2.0","-7.1539","2.0","-7.152200000000001","2.0","-7.1504","2.0","-7.1488000000000005","2.0","-7.147500000000001","2.0","-7.1465000000000005","2.0","-7.1489","2.0","-7.1512","2.0","-7.1512","2.0","-7.147500000000001","2.0","-7.1478","2.0","-7.1489","2.0","-7.1503","2.0","-7.1518","2.0","-7.1534","2.0","-7.155200000000001","2.0","-7.157400000000001","2.0","-7.1601","2.0","-7.163500000000001","2.0","-7.1679","2.0","-7.173400000000001","2.0","-7.1802","2.0","-7.1881","2.0","-7.1957","2.0","-7.2015","2.0","-7.2057","2.0","-7.2090000000000005","2.0","-7.2117","2.0","-7.214","2.0","-7.216","2.0","-7.218","2.0","-7.2195","2.0","-7.2201","2.0","-7.2219","2.0","-7.2247","2.0","-7.2197000000000005","2.0","-7.199400000000001","2.0","-7.1852","2.0","-7.177300000000001","2.0","-7.1737","2.0","-7.1724","2.0","-7.1724","2.0","-7.1729","2.0","-7.1733","2.0","-7.173500000000001","2.0"
"21","-7.119400000000001","2.0","-7.1189","2.0","-7.1175","2.0","-7.115","2.0","-7.111700000000001","2.0","-7.1076","2.0","-7.1027000000000005","2.0","-7.097","2.0","-7.0908","2.0","-7.0841","2.0","-7.077","2.0","-7.069800000000001","2.0","-7.062900000000001","2.0","-7.0565","2.0","-7.051","2.0","-7.0468","2.0","-7.0441","2.0","-7.043200000000001","2.0","-7.043800000000001","2.0","-7.0455000000000005","2.0","-7.0481","2.0","-7.0514","2.0","-7.0551","2.0","-7.0595","2.0","-7.064400000000001","2.0","-7.0704","2.0","-7.077500000000001","2.0","-7.086","2.0","-7.0961","2.0","-7.1073","2.0","-7.119300000000001","2.0","-7.1311","2.0","-7.1412","2.0","-7.145300000000001","2.0","-7.145200000000001","2.0","-7.145200000000001","2.0","-7.140700000000001","2.0","-7.1249","2.0","-7.106400000000001","2.0","-7.0876","2.0","-7.07","2.0","-7.0548","2.0","-7.043100000000001","2.0","-7.0356000000000005","2.0","-7.032400000000001","2.0","-7.0334","2.0","-7.0382","2.0","-7.0458","2.0","-7.055400000000001","2.0","-7.066000000000001","2.0","-7.076600000000001","2.0","-7.086500000000001","2.0","-7.0952","2.0","-7.102500000000001","2.0","-7.1085","2.0","-7.113200000000001","2.0","-7.1166","2.0","-7.1187000000000005","2.0","-7.119400000000001","2.0","-7.118","2.0","-7.1135","2.0","-7.1052","2.0","-7.091200000000001","2.0","-7.069100000000001","2.0","-7.038600000000001","2.0","-7.002800000000001","2.0","-6.9665","2.0","-6.933300000000001","2.0","-6.9057","2.0","-6.8851","2.0","-6.8725000000000005","2.0","-6.8682","2.0"
"22","-5.7296000000000005","2.0","-5.7316","2.0","-5.7376000000000005","2.0","-5.746700000000001","2.0","-5.758100000000001","2.0","-5.770300000000001","2.0","-5.7818000000000005","2.0","-5.7912","2.0","-5.7972","2.0","-5.799","2.0","-5.7961","2.0","-5.7887","2.0","-5.7774","2.0","-5.7637","2.0","-5.7493","2.0","-5.7365","2.0","-5.727600000000001","2.0","-5.7244","2.0","-5.732200000000001","2.0","-5.7552","2.0","-5.7918","2.0","-5.8392","2.0","-5.894","2.0","-5.9529000000000005","2.0","-6.0136","2.0","-6.0746","2.0","-6.134600000000001","2.0","-6.1927","2.0","-6.2478","2.0","-6.2983","2.0","-6.342700000000001","2.0","-6.379300000000001","2.0","-6.4066","2.0","-6.4234","2.0","-6.4291","2.0","-6.42","2.0","-6.3933","2.0","-6.3513","2.0","-6.2973","2.0","-6.2365","2.0","-6.1746","2.0","-6.117100000000001","2.0","-6.0679","2.0","-6.0284","2.0","-5.998200000000001","2.0","-5.9754000000000005","2.0","-5.957000000000001","2.0","-5.939900000000001","2.0","-5.9217","2.0","-5.901","2.0","-5.877700000000001","2.0","-5.8521","2.0","-5.8254","2.0","-5.7994","2.0","-5.7757000000000005","2.0","-5.756","2.0","-5.7414000000000005","2.0","-5.732600000000001","2.0","-5.7296000000000005","2.0","-5.735600000000001","2.0","-5.7525","2.0","-5.7782","2.0","-5.8097","2.0","-5.8441","2.0","-5.879200000000001","2.0","-5.912800000000001","2.0","-5.9434000000000005","2.0","-5.9697000000000005","2.0","-5.9910000000000005","2.0","-6.006600000000001","2.0","-6.0162","2.0","-6.0194","2.0"
"23","-5.0876","2.0","-5.0944","2.0","-5.1143","2.0","-5.1433","2.0","-5.175400000000001","2.0","-5.2058","2.0","-5.2321","2.0","-5.253500000000001","2.0","-5.2705","2.0","-5.2839","2.0","-5.294300000000001","2.0","-5.3026","2.0","-5.309100000000001","2.0","-5.3143","2.0","-5.318300000000001","2.0","-5.3212","2.0","-5.3231","2.0","-5.3237000000000005","2.0","-5.3359000000000005","2.0","-5.3662","2.0","-5.4045000000000005","2.0","-5.4453000000000005","2.0","-5.4874","2.0","-5.5307","2.0","-5.5749","2.0","-5.6183000000000005","2.0","-5.6583000000000006","2.0","-5.692500000000001","2.0","-5.7195","2.0","-5.7389","2.0","-5.7518","2.0","-5.759600000000001","2.0","-5.763800000000001","2.0","-5.7658000000000005","2.0","-5.7664","2.0","-5.766500000000001","2.0","-5.7662","2.0","-5.7637","2.0","-5.7568","2.0","-5.7437000000000005","2.0","-5.7255","2.0","-5.7068","2.0","-5.690200000000001","2.0","-5.6715","2.0","-5.6446000000000005","2.0","-5.6069","2.0","-5.5601","2.0","-5.508100000000001","2.0","-5.4553","2.0","-5.4048","2.0","-5.3581","2.0","-5.3148","2.0","-5.273300000000001","2.0","-5.2323","2.0","-5.1916","2.0","-5.1528","2.0","-5.1193","2.0","-5.096","2.0","-5.0876","2.0","-5.0981000000000005","2.0","-5.118600000000001","2.0","-5.1368","2.0","-5.1464","2.0","-5.1437","2.0","-5.1264","2.0","-5.0934","2.0","-5.0446","2.0","-4.980700000000001","2.0","-4.9032","2.0","-4.8143","2.0","-4.7168","2.0","-4.6263000000000005","2.0"
"24","-4.9839","2.0","-4.9848","2.0","-4.985200000000001","2.0","-4.983300000000001","2.0","-4.9809","2.0","-4.9808","2.0","-4.984","2.0","-4.9892","2.0","-4.994400000000001","2.0","-4.998","2.0","-4.9994000000000005","2.0","-4.9985","2.0","-4.9954","2.0","-4.9904","2.0","-4.983700000000001","2.0","-4.9763","2.0","-4.9701","2.0","-4.9676","2.0","-4.9562","2.0","-4.9366","2.0","-4.9427","2.0","-4.985600000000001","2.0","-5.0457","2.0","-5.1081","2.0","-5.1656","2.0","-5.215","2.0","-5.2555000000000005","2.0","-5.2873","2.0","-5.311400000000001","2.0","-5.3289","2.0","-5.3409","2.0","-5.3485000000000005","2.0","-5.3529","2.0","-5.3551","2.0","-5.355700000000001","2.0","-5.362500000000001","2.0","-5.381","2.0","-5.406700000000001","2.0","-5.4332","2.0","-5.452500000000001","2.0","-5.4545","2.0","-5.427300000000001","2.0","-5.364800000000001","2.0","-5.272","2.0","-5.1607","2.0","-5.0433","2.0","-4.9336","2.0","-4.847","2.0","-4.7984","2.0","-4.793900000000001","2.0","-4.8205","2.0","-4.858700000000001","2.0","-4.896400000000001","2.0","-4.9283","2.0","-4.9523","2.0","-4.9683","2.0","-4.9777000000000005","2.0","-4.9825","2.0","-4.9839","2.0","-4.9676","2.0","-4.928","2.0","-4.8745","2.0","-4.8109","2.0","-4.740200000000001","2.0","-4.665","2.0","-4.588500000000001","2.0","-4.5143","2.0","-4.4466","2.0","-4.394","2.0","-4.413","2.0","-4.507300000000001","2.0","-4.5987","2.0"
