"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.759","2.0","-19.7588","2.0","-19.7588","2.0","-19.758699999999997","2.0","-19.758699999999997","2.0","-19.7588","2.0","-19.758599999999998","2.0","-19.758599999999998","2.0","-19.758599999999998","2.0","-19.758499999999998","2.0","-19.758499999999998","2.0","-19.758599999999998","2.0","-19.758499999999998","2.0","-19.758499999999998","2.0"
"2","-19.758499999999998","2.0","-19.758599999999998","2.0","-19.758499999999998","2.0","-19.758499999999998","2.0","-19.758499999999998","2.0","-19.758399999999998","2.0","-19.758399999999998","2.0","-19.758399999999998","2.0","-19.7583","2.0","-19.7583","2.0","-19.7583","2.0","-19.7583","2.0","-19.7583","2.0","-19.7583","2.0"
"3","-19.7582","2.0","-19.758","2.0","-19.758","2.0","-19.7579","2.0","-19.7579","2.0","-19.7583","2.0","-19.7582","2.0","-19.7582","2.0","-19.7582","2.0","-19.7581","2.0","-19.7581","2.0","-19.7582","2.0","-19.7581","2.0","-19.7581","2.0"
"4","-19.7578","2.0","-19.7578","2.0","-19.7578","2.0","-19.7578","2.0","-19.7578","2.0","-19.7579","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0","-19.758","2.0"
"5","-19.7565","2.0","-19.7564","2.0","-19.7565","2.0","-19.7565","2.0","-19.7565","2.0","-19.7563","2.0","-19.7562","2.0","-19.7562","2.0","-19.7563","2.0","-19.7563","2.0","-19.7563","2.0","-19.7563","2.0","-19.7563","2.0","-19.7563","2.0"
"6","-19.7561","2.0","-19.7562","2.0","-19.7563","2.0","-19.7564","2.0","-19.7564","2.0","-19.7559","2.0","-19.756","2.0","-19.756","2.0","-19.7561","2.0","-19.7562","2.0","-19.7562","2.0","-19.7561","2.0","-19.7562","2.0","-19.7562","2.0"
"7","-19.755599999999998","2.0","-19.755599999999998","2.0","-19.755599999999998","2.0","-19.7557","2.0","-19.7557","2.0","-19.7558","2.0","-19.7558","2.0","-19.7558","2.0","-19.7558","2.0","-19.7559","2.0","-19.7559","2.0","-19.7558","2.0","-19.7559","2.0","-19.7559","2.0"
"8","-19.7553","2.0","-19.755399999999998","2.0","-19.755399999999998","2.0","-19.755499999999998","2.0","-19.755499999999998","2.0","-19.755499999999998","2.0","-19.755599999999998","2.0","-19.755599999999998","2.0","-19.755599999999998","2.0","-19.7558","2.0","-19.7558","2.0","-19.755599999999998","2.0","-19.7558","2.0","-19.7558","2.0"
"9","-16.5382","2.0","-16.5381","2.0","-16.5359","2.0","-16.535800000000002","2.0","-16.535800000000002","2.0","-16.5357","2.0","-16.5357","2.0","-16.5357","2.0","-16.5333","2.0","-16.5333","2.0","-16.5333","2.0","-16.5333","2.0","-16.5333","2.0","-16.5333","2.0"
"10","-16.5381","2.0","-16.5381","2.0","-16.5357","2.0","-16.5357","2.0","-16.5357","2.0","-16.5357","2.0","-16.5357","2.0","-16.5357","2.0","-16.5332","2.0","-16.5332","2.0","-16.5332","2.0","-16.5332","2.0","-16.5332","2.0","-16.5332","2.0"
"11","-16.5309","2.0","-16.5305","2.0","-16.5323","2.0","-16.532","2.0","-16.532","2.0","-16.5313","2.0","-16.5313","2.0","-16.5313","2.0","-16.5294","2.0","-16.5291","2.0","-16.5292","2.0","-16.5294","2.0","-16.5291","2.0","-16.5292","2.0"
"12","-16.5296","2.0","-16.5299","2.0","-16.5315","2.0","-16.5316","2.0","-16.5316","2.0","-16.5313","2.0","-16.5313","2.0","-16.5313","2.0","-16.5287","2.0","-16.5288","2.0","-16.5288","2.0","-16.5287","2.0","-16.5288","2.0","-16.5288","2.0"
"13","-16.5294","2.0","-16.5293","2.0","-16.5263","2.0","-16.5263","2.0","-16.5263","2.0","-16.5279","2.0","-16.5275","2.0","-16.5275","2.0","-16.5285","2.0","-16.5285","2.0","-16.5285","2.0","-16.5285","2.0","-16.5285","2.0","-16.5285","2.0"
"14","-16.5292","2.0","-16.5293","2.0","-16.5262","2.0","-16.5262","2.0","-16.5262","2.0","-16.5268","2.0","-16.527","2.0","-16.527","2.0","-16.5284","2.0","-16.5284","2.0","-16.5284","2.0","-16.5284","2.0","-16.5284","2.0","-16.5284","2.0"
"15","-16.5189","2.0","-16.5187","2.0","-16.5209","2.0","-16.5208","2.0","-16.5208","2.0","-16.5219","2.0","-16.5216","2.0","-16.5216","2.0","-16.5237","2.0","-16.5235","2.0","-16.5235","2.0","-16.5237","2.0","-16.5235","2.0","-16.5235","2.0"
"16","-16.5183","2.0","-16.5184","2.0","-16.5207","2.0","-16.5208","2.0","-16.5208","2.0","-16.5211","2.0","-16.5212","2.0","-16.5212","2.0","-16.5233","2.0","-16.5234","2.0","-16.5234","2.0","-16.5233","2.0","-16.5234","2.0","-16.5234","2.0"
"17","-16.5139","2.0","-16.511","2.0","-16.5124","2.0","-16.5096","2.0","-16.5096","2.0","-16.5133","2.0","-16.5104","2.0","-16.5104","2.0","-16.512","2.0","-16.5091","2.0","-16.5091","2.0","-16.512","2.0","-16.5091","2.0","-16.5091","2.0"
"18","-16.5107","2.0","-16.5078","2.0","-16.5101","2.0","-16.5071","2.0","-16.5071","2.0","-16.5118","2.0","-16.5088","2.0","-16.5088","2.0","-16.5109","2.0","-16.508","2.0","-16.5079","2.0","-16.5109","2.0","-16.508","2.0","-16.5079","2.0"
"19","-16.5064","2.0","-16.5051","2.0","-16.5087","2.0","-16.506","2.0","-16.506","2.0","-16.5064","2.0","-16.5045","2.0","-16.5044","2.0","-16.5086","2.0","-16.5058","2.0","-16.5059","2.0","-16.5086","2.0","-16.5058","2.0","-16.5059","2.0"
"20","-16.5061","2.0","-16.503800000000002","2.0","-16.508","2.0","-16.505","2.0","-16.505","2.0","-16.5062","2.0","-16.5037","2.0","-16.5037","2.0","-16.5082","2.0","-16.5054","2.0","-16.5054","2.0","-16.5082","2.0","-16.5054","2.0","-16.5054","2.0"
"21","-16.5021","2.0","-16.5033","2.0","-16.5008","2.0","-16.503800000000002","2.0","-16.503800000000002","2.0","-16.5015","2.0","-16.5035","2.0","-16.5035","2.0","-16.5003","2.0","-16.5033","2.0","-16.5032","2.0","-16.5003","2.0","-16.5033","2.0","-16.5032","2.0"
"22","-16.4988","2.0","-16.5018","2.0","-16.4981","2.0","-16.5011","2.0","-16.5011","2.0","-16.4998","2.0","-16.5028","2.0","-16.5029","2.0","-16.4989","2.0","-16.5019","2.0","-16.502","2.0","-16.4989","2.0","-16.5019","2.0","-16.502","2.0"
"23","-16.4956","2.0","-16.4984","2.0","-16.4976","2.0","-16.5004","2.0","-16.5004","2.0","-16.4954","2.0","-16.4982","2.0","-16.4982","2.0","-16.4973","2.0","-16.5002","2.0","-16.5002","2.0","-16.4973","2.0","-16.5002","2.0","-16.5002","2.0"
"24","-16.4945","2.0","-16.4975","2.0","-16.496","2.0","-16.499","2.0","-16.499","2.0","-16.4949","2.0","-16.4978","2.0","-16.4978","2.0","-16.4965","2.0","-16.4995","2.0","-16.4995","2.0","-16.4965","2.0","-16.4995","2.0","-16.4995","2.0"
"25","-16.4791","2.0","-16.4791","2.0","-16.4789","2.0","-16.4789","2.0","-16.4789","2.0","-16.479","2.0","-16.479","2.0","-16.479","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0"
"26","-16.4791","2.0","-16.4791","2.0","-16.4789","2.0","-16.4789","2.0","-16.4789","2.0","-16.479","2.0","-16.479","2.0","-16.479","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0"
"27","-16.4787","2.0","-16.4787","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0"
"28","-16.4786","2.0","-16.4786","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4788","2.0","-16.4788","2.0","-16.4788","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0","-16.4785","2.0"
"29","-16.4783","2.0","-16.4783","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4782","2.0","-16.4782","2.0","-16.4782","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0"
"30","-16.4783","2.0","-16.4783","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4782","2.0","-16.4782","2.0","-16.4782","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0","-16.4784","2.0"
"31","-16.4778","2.0","-16.4778","2.0","-16.478","2.0","-16.478","2.0","-16.478","2.0","-16.4779","2.0","-16.4779","2.0","-16.4779","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0"
"32","-16.4778","2.0","-16.4778","2.0","-16.478","2.0","-16.478","2.0","-16.478","2.0","-16.4779","2.0","-16.4779","2.0","-16.4779","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0","-16.4781","2.0"
"33","-16.4662","2.0","-16.466","2.0","-16.4662","2.0","-16.466","2.0","-16.466","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0"
"34","-16.4662","2.0","-16.466","2.0","-16.4662","2.0","-16.466","2.0","-16.466","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0","-16.466","2.0","-16.4658","2.0","-16.4658","2.0"
"35","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0"
"36","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.4656","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0","-16.465700000000002","2.0","-16.4655","2.0","-16.4655","2.0"
"37","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0"
"38","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0","-16.4652","2.0","-16.4654","2.0","-16.4654","2.0"
"39","-16.4648","2.0","-16.465","2.0","-16.4648","2.0","-16.465","2.0","-16.465","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0"
"40","-16.4648","2.0","-16.465","2.0","-16.4648","2.0","-16.465","2.0","-16.465","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4651","2.0","-16.4651","2.0"
"41","-16.4542","2.0","-16.4541","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0","-16.4542","2.0","-16.4541","2.0","-16.4541","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0"
"42","-16.4542","2.0","-16.4541","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0","-16.4542","2.0","-16.4541","2.0","-16.4541","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0","-16.454","2.0","-16.4538","2.0","-16.4538","2.0"
"43","-16.4537","2.0","-16.4538","2.0","-16.453500000000002","2.0","-16.4536","2.0","-16.4536","2.0","-16.4537","2.0","-16.4538","2.0","-16.4538","2.0","-16.453500000000002","2.0","-16.4536","2.0","-16.4536","2.0","-16.453500000000002","2.0","-16.4536","2.0","-16.4536","2.0"
