"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-21.9892","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.9891","2.0","-21.989","2.0","-21.989","2.0","-21.9891","2.0","-21.989","2.0","-21.989","2.0"
"2","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0"
"3","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0"
"4","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0","-21.989","2.0"
"5","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0"
"6","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0"
"7","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0"
"8","-21.9737","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0","-21.9738","2.0"
"9","-18.417","2.0","-18.416900000000002","2.0","-18.415100000000002","2.0","-18.415000000000003","2.0","-18.415000000000003","2.0","-18.4147","2.0","-18.4147","2.0","-18.4147","2.0","-18.4127","2.0","-18.4126","2.0","-18.4126","2.0","-18.4127","2.0","-18.4126","2.0","-18.4126","2.0"
"10","-18.416800000000002","2.0","-18.416900000000002","2.0","-18.4148","2.0","-18.4148","2.0","-18.4148","2.0","-18.4147","2.0","-18.4147","2.0","-18.4147","2.0","-18.4125","2.0","-18.4125","2.0","-18.4125","2.0","-18.4125","2.0","-18.4125","2.0","-18.4125","2.0"
"11","-18.410600000000002","2.0","-18.4102","2.0","-18.411800000000003","2.0","-18.4116","2.0","-18.4116","2.0","-18.410600000000002","2.0","-18.410600000000002","2.0","-18.410600000000002","2.0","-18.409200000000002","2.0","-18.409000000000002","2.0","-18.409000000000002","2.0","-18.409200000000002","2.0","-18.409000000000002","2.0","-18.409000000000002","2.0"
"12","-18.4095","2.0","-18.4097","2.0","-18.4111","2.0","-18.4113","2.0","-18.4113","2.0","-18.410600000000002","2.0","-18.410600000000002","2.0","-18.410600000000002","2.0","-18.4086","2.0","-18.4087","2.0","-18.4087","2.0","-18.4086","2.0","-18.4087","2.0","-18.4087","2.0"
"13","-18.4087","2.0","-18.4087","2.0","-18.406100000000002","2.0","-18.406100000000002","2.0","-18.406100000000002","2.0","-18.4079","2.0","-18.407600000000002","2.0","-18.407600000000002","2.0","-18.4082","2.0","-18.4082","2.0","-18.4082","2.0","-18.4082","2.0","-18.4082","2.0","-18.4082","2.0"
"14","-18.4087","2.0","-18.4087","2.0","-18.406100000000002","2.0","-18.406100000000002","2.0","-18.406100000000002","2.0","-18.4069","2.0","-18.4071","2.0","-18.4071","2.0","-18.4081","2.0","-18.4081","2.0","-18.4081","2.0","-18.4081","2.0","-18.4081","2.0","-18.4081","2.0"
