"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.4909","2.0","-19.4908","2.0","-19.4908","2.0","-19.4907","2.0","-19.4907","2.0","-19.4907","2.0","-19.4906","2.0","-19.4906","2.0","-19.4906","2.0","-19.4905","2.0","-19.4905","2.0","-19.4906","2.0","-19.4905","2.0","-19.4905","2.0"
"2","-19.4906","2.0","-19.4906","2.0","-19.4906","2.0","-19.4906","2.0","-19.4906","2.0","-19.4904","2.0","-19.4905","2.0","-19.4905","2.0","-19.4904","2.0","-19.4904","2.0","-19.4904","2.0","-19.4904","2.0","-19.4904","2.0","-19.4904","2.0"
"3","-19.4901","2.0","-19.490000000000002","2.0","-19.490000000000002","2.0","-19.490000000000002","2.0","-19.490000000000002","2.0","-19.4903","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0","-19.4902","2.0"
"4","-19.489900000000002","2.0","-19.489900000000002","2.0","-19.489900000000002","2.0","-19.489900000000002","2.0","-19.489900000000002","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0","-19.4901","2.0"
"5","-19.485100000000003","2.0","-19.485100000000003","2.0","-19.485200000000003","2.0","-19.485200000000003","2.0","-19.485200000000003","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0","-19.4848","2.0"
"6","-19.485","2.0","-19.485100000000003","2.0","-19.485100000000003","2.0","-19.485100000000003","2.0","-19.485100000000003","2.0","-19.4846","2.0","-19.4847","2.0","-19.4847","2.0","-19.4847","2.0","-19.4848","2.0","-19.4848","2.0","-19.4847","2.0","-19.4848","2.0","-19.4848","2.0"
"7","-19.483800000000002","2.0","-19.483700000000002","2.0","-19.483800000000002","2.0","-19.483800000000002","2.0","-19.483800000000002","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0","-19.4841","2.0"
"8","-19.483600000000003","2.0","-19.483700000000002","2.0","-19.483700000000002","2.0","-19.483700000000002","2.0","-19.483700000000002","2.0","-19.484","2.0","-19.484","2.0","-19.484","2.0","-19.484","2.0","-19.4841","2.0","-19.4841","2.0","-19.484","2.0","-19.4841","2.0","-19.4841","2.0"
"9","-16.4863","2.0","-16.4862","2.0","-16.4843","2.0","-16.4842","2.0","-16.4842","2.0","-16.4838","2.0","-16.4838","2.0","-16.4838","2.0","-16.4817","2.0","-16.4816","2.0","-16.4816","2.0","-16.4817","2.0","-16.4816","2.0","-16.4816","2.0"
