          17  -9.23692322      -6.98533297      -6.98533297      -6.98533297      -6.75759506      -6.75759506       1.95897901       1.95897901       1.95897901       2.59503794       6.59766388       6.59766388       6.59766388       9.35827065       11.3897266       11.3897362    
          18  -9.23681736      -6.98530102      -6.98530102      -6.98523998      -6.75760508      -6.75758886       1.95232701       1.95830798       1.95830798       2.60178590       6.59623814       6.59864378       6.59864378       9.36038685       11.3804913       11.3899479    
          19  -9.23649025      -6.98520899      -6.98520899      -6.98496294      -6.75763798      -6.75756884       1.93315601       1.95629597       1.95629597       2.62123895       6.59197378       6.60158205       6.60158205       9.36671352       11.3539953       11.3906136    
          20  -9.23594189      -6.98505592      -6.98505592      -6.98450279      -6.75769091      -6.75753784       1.90342903       1.95295095       1.95295095       2.65143609       6.58491611       6.60647202       6.60647202       9.37720680       11.3131886       11.3917246    
          21  -9.23517132      -6.98484087      -6.98484087      -6.98385715      -6.75776291      -6.75749397       1.86547995       1.94828498       1.94828498       2.69003892       6.57513285       6.61330795       6.61330795       9.39179039       11.2614813       11.3932714    
          22  -9.23418140      -6.98456478      -6.98456478      -6.98302698      -6.75785685      -6.75743580       1.82141602       1.94230998       1.94231105       2.73493290       6.56271696       6.62206984       6.62206984       9.41035366       11.2018194       11.3952694    
          23  -9.23297405      -6.98423004      -6.98423004      -6.98201180      -6.75796986      -6.75736713       1.77289796       1.93504500       1.93504500       2.78445005       6.54778004       6.63273907       6.63273907       9.43276596       11.1364985       11.3977070    
          24  -9.23155022      -6.98383379      -6.98383379      -6.98081112      -6.75810385      -6.75728512       1.72115099       1.92651200       1.92651200       2.83735704       6.53045321       6.64529514       6.64529514       9.45886803       11.0671949       11.4005814    
          25  -9.22991180      -6.98337889      -6.98337889      -6.97942400      -6.75825691      -6.75719213       1.66705000       1.91673696       1.91673696       2.89276195       6.51087809       6.65971088       6.65971088       9.48847961       10.9951344       11.4039001    
          26  -9.22805977      -6.98286390      -6.98286390      -6.97784996      -6.75843000      -6.75708580       1.61122894       1.90574896       1.90574896       2.95002508       6.48921299       6.67596102       6.67596102       9.52139854       10.9212360       11.4076595    
          27  -9.22599792      -6.98229122      -6.98229122      -6.97608709      -6.75862122      -6.75696802       1.55413604       1.89357901       1.89357901       3.00867796       6.46561480       6.69401217       6.69401217       9.55739117       10.8462172       11.4118624    
          28  -9.22372913      -6.98165894      -6.98165894      -6.97413492      -6.75882912      -6.75683880       1.49609804       1.88025999       1.88025999       3.06837296       6.44024181       6.71382809       6.71382809       9.59619331       10.7706718       11.4165096    
          29  -9.22125053      -6.98096895      -6.98096895      -6.97199297      -6.75905323      -6.75669479       1.43736398       1.86583102       1.86583102       3.12884688       6.41326284       6.73537493       6.73537493       9.63749218       10.6951447       11.4216022    
          30  -9.21857357      -6.98022079      -6.98022079      -6.96966124      -6.75929308      -6.75654078       1.37811601       1.85033095       1.85033095       3.18989205       6.38482809       6.75861311       6.75861311       9.68088722       10.6201754       11.4271240    
          31  -9.21569824      -6.97941589      -6.97941589      -6.96713781      -6.75954580      -6.75637484       1.31849504       1.83379996       1.83379996       3.25134206       6.35509491       6.78350019       6.78350019       9.72584724       10.5464010       11.4330854    
          32  -9.21262646      -6.97855377      -6.97855377      -6.96442413      -6.75981092      -6.75619698       1.25861001       1.81628203       1.81628203       3.31306195       6.32421303       6.80999708       6.80999708       9.77158070       10.4746809       11.4394836    
          33  -9.20936298      -6.97763681      -6.97763681      -6.96151590      -6.76008511      -6.75600910       1.19854498       1.79781997       1.79781997       3.37493491       6.29232407       6.83805895       6.83805895       9.81679440       10.4063520       11.4463224    
          34  -9.20591354      -6.97666407      -6.97666407      -6.95841599      -6.76036692      -6.75580978       1.13837004       1.77845800       1.77845895       3.43685889       6.25956202       6.86764383       6.86764383       9.85916138       10.3437700       11.4535961    
          35  -9.20228767      -6.97563696      -6.97563696      -6.95512199      -6.76065493      -6.75559998       1.07814205       1.75824201       1.75824201       3.49874401       6.22605515       6.89870501       6.89870501       9.89426994       10.2913656       11.4613056    
          36  -9.19848347      -6.97455692      -6.97455692      -6.95163488      -6.76094580      -6.75538015       1.01790702       1.73721600       1.73721600       3.56049895       6.19192123       6.93119812       6.93119812       9.91436100       10.2569094       11.4694529    
          37  -9.19450569      -6.97342396      -6.97342396      -6.94795513      -6.76123810      -6.75514889      0.957702994       1.71542597       1.71542597       3.62204599       6.15727282       6.96507502       6.96507502       9.91052818       10.2493191       11.4780321    
          38  -9.19035912      -6.97223902      -6.97223902      -6.94407988      -6.76152802      -6.75490808      0.897563994       1.69291794       1.69291794       3.68331099       6.12221622       7.00029516       7.00029516       9.88156986       10.2698030       11.4870443    
          39  -9.18604660      -6.97100401      -6.97100401      -6.94001293      -6.76181078      -6.75465679      0.837514997       1.66973698       1.66973698       3.74421501       6.08684778       7.03681278       7.03681278       9.83541393       10.3104458       11.4964876    
