         113  -6.02597713      -4.74667788      -4.73012018      -2.82801604      -2.82614708      -2.65603304     -0.628024995     -0.605203986     -0.525924981     -0.372108012     -0.108916000      -9.43439975E-02   5.53368807       6.45662785       6.62140703       6.86253309       6.99331999       7.01899099       8.89777088    
         114  -6.04926395      -4.74795580      -4.72982883      -2.83342600      -2.78613710      -2.63526607     -0.645937979     -0.595167994     -0.526691020     -0.377629995     -0.111456998      -9.31420028E-02   5.55396223       6.45441198       6.61729193       6.87331486       6.98823786       7.04500294       9.14028740    
         115  -6.11381912      -4.75137615      -4.72927618      -2.82564306      -2.72685194      -2.54358411     -0.677775025     -0.588167012     -0.528540015     -0.391070992     -0.117444001      -9.11400020E-02   5.61387205       6.43569422       6.59684086       6.89333010       7.00416899       7.12426519       8.04421616    
         116  -6.20668316      -4.75608206      -4.72900820      -2.81095910      -2.68581104      -2.35664392     -0.715708017     -0.594810009     -0.530149996     -0.404363990     -0.124852002      -8.96560028E-02   5.71042204       6.35113382       6.56931210       6.91920424       7.05275106       7.22703409       7.87115622    
         117  -6.31298113      -4.76140499      -4.72934198      -2.79152703      -2.65163803      -2.11074591     -0.757488012     -0.618207991     -0.528258979     -0.409969985     -0.131559998      -8.81329998E-02   5.83735180       6.10902500       6.54915190       6.93011904       7.14692593       7.38865805       7.67635679    
         118  -6.41994476      -4.76671505      -4.73020983      -2.76916003      -2.61743402      -1.84383702     -0.800534010     -0.654462993     -0.517610013     -0.407214999     -0.134325996      -8.39010030E-02   5.71589184       6.00500011       6.54552078       6.98700190       7.24587107       7.42812395       7.68576717    
         119  -6.51810980      -4.77161217      -4.73148823      -2.74593401      -2.58336210      -1.59315598     -0.841668010     -0.694437027     -0.493910998     -0.399897993     -0.130478993      -6.85250014E-02   5.27938509       6.17800188       6.54189682       7.06032991       7.38236094       7.51641321       8.04984093    
         120  -6.60090399      -4.77583313      -4.73292923      -2.72419691      -2.55181408      -1.39606905     -0.877575994     -0.729305983     -0.459780991     -0.391582996     -0.124270000      -2.16579996E-02   4.84954691       6.36216688       6.54777479       7.12184811       7.38692284       7.95523214       7.94513512    
         121  -6.66370821      -4.77896881      -4.73415899      -2.70637202      -2.52593493      -1.27309000     -0.905484974     -0.753548026     -0.428750008     -0.384472013     -0.121163003       6.70500025E-02   4.48155594       6.51090813       6.58580780       7.14574194       7.43114519       7.72360897       7.82151318    
         122  -6.70307779      -4.78097916      -4.73500681      -2.69463706      -2.50884199      -1.21435106     -0.923340023     -0.766449988     -0.411110997     -0.379716992     -0.120218001      0.161668003       4.22808409       6.53682613       6.72893715       7.11737919       7.53724480       7.67143106       8.08009624    
