"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.7563","2.0","-19.756","2.0","-19.756","2.0","-19.7557","2.0","-19.7557","2.0","-19.7561","2.0","-19.7558","2.0","-19.7558","2.0","-19.7558","2.0","-19.7555","2.0","-19.7555","2.0","-19.7558","2.0","-19.7555","2.0","-19.7555","2.0"
"2","-19.7554","2.0","-19.7556","2.0","-19.7554","2.0","-19.755300000000002","2.0","-19.755300000000002","2.0","-19.7556","2.0","-19.7554","2.0","-19.7554","2.0","-19.755300000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0","-19.755300000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0"
"3","-19.755300000000002","2.0","-19.755200000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0","-19.7554","2.0","-19.7554","2.0","-19.755200000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0","-19.755200000000002","2.0","-19.755100000000002","2.0","-19.755100000000002","2.0"
"4","-19.755000000000003","2.0","-19.7548","2.0","-19.755000000000003","2.0","-19.7549","2.0","-19.7549","2.0","-19.7548","2.0","-19.7549","2.0","-19.755000000000003","2.0","-19.7548","2.0","-19.7549","2.0","-19.7549","2.0","-19.7548","2.0","-19.7549","2.0","-19.7549","2.0"
"5","-19.7545","2.0","-19.7548","2.0","-19.7545","2.0","-19.7547","2.0","-19.7547","2.0","-19.7547","2.0","-19.7546","2.0","-19.7546","2.0","-19.7547","2.0","-19.7547","2.0","-19.7547","2.0","-19.7547","2.0","-19.7547","2.0","-19.7547","2.0"
"6","-19.7542","2.0","-19.7544","2.0","-19.7545","2.0","-19.7545","2.0","-19.7545","2.0","-19.7544","2.0","-19.7542","2.0","-19.7542","2.0","-19.7544","2.0","-19.7545","2.0","-19.7545","2.0","-19.7544","2.0","-19.7545","2.0","-19.7545","2.0"
"7","-19.7542","2.0","-19.754","2.0","-19.7542","2.0","-19.7543","2.0","-19.7543","2.0","-19.754","2.0","-19.7542","2.0","-19.7542","2.0","-19.7543","2.0","-19.7545","2.0","-19.7545","2.0","-19.7543","2.0","-19.7545","2.0","-19.7545","2.0"
"8","-19.7534","2.0","-19.753600000000002","2.0","-19.753700000000002","2.0","-19.7539","2.0","-19.7539","2.0","-19.753600000000002","2.0","-19.753800000000002","2.0","-19.753800000000002","2.0","-19.7539","2.0","-19.7541","2.0","-19.7541","2.0","-19.7539","2.0","-19.7541","2.0","-19.7541","2.0"
"9","-16.5322","2.0","-16.5321","2.0","-16.5299","2.0","-16.5299","2.0","-16.5299","2.0","-16.5298","2.0","-16.5297","2.0","-16.5297","2.0","-16.5273","2.0","-16.5273","2.0","-16.5273","2.0","-16.5273","2.0","-16.5273","2.0","-16.5273","2.0"
"10","-16.5321","2.0","-16.5321","2.0","-16.5297","2.0","-16.5297","2.0","-16.5297","2.0","-16.5297","2.0","-16.5297","2.0","-16.5297","2.0","-16.5272","2.0","-16.5272","2.0","-16.5272","2.0","-16.5272","2.0","-16.5272","2.0","-16.5272","2.0"
"11","-16.5249","2.0","-16.5245","2.0","-16.5263","2.0","-16.526","2.0","-16.526","2.0","-16.5253","2.0","-16.5253","2.0","-16.5253","2.0","-16.5234","2.0","-16.5231","2.0","-16.5232","2.0","-16.5234","2.0","-16.5231","2.0","-16.5232","2.0"
"12","-16.5236","2.0","-16.5239","2.0","-16.5255","2.0","-16.5256","2.0","-16.5256","2.0","-16.5253","2.0","-16.5253","2.0","-16.5253","2.0","-16.5227","2.0","-16.5228","2.0","-16.5228","2.0","-16.5227","2.0","-16.5228","2.0","-16.5228","2.0"
