"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.4594","2.0","-19.4592","2.0","-19.4592","2.0","-19.4591","2.0","-19.4591","2.0","-19.4592","2.0","-19.459","2.0","-19.459","2.0","-19.459","2.0","-19.4589","2.0","-19.4589","2.0","-19.459","2.0","-19.4589","2.0","-19.4589","2.0"
"2","-19.459","2.0","-19.459","2.0","-19.459","2.0","-19.459","2.0","-19.459","2.0","-19.4588","2.0","-19.4589","2.0","-19.4589","2.0","-19.4588","2.0","-19.4588","2.0","-19.4588","2.0","-19.4588","2.0","-19.4588","2.0","-19.4588","2.0"
"3","-19.458599999999997","2.0","-19.458499999999997","2.0","-19.458399999999997","2.0","-19.458399999999997","2.0","-19.458399999999997","2.0","-19.4588","2.0","-19.4587","2.0","-19.4587","2.0","-19.458599999999997","2.0","-19.458599999999997","2.0","-19.458599999999997","2.0","-19.458599999999997","2.0","-19.458599999999997","2.0","-19.458599999999997","2.0"
"4","-19.458299999999998","2.0","-19.458299999999998","2.0","-19.458299999999998","2.0","-19.458299999999998","2.0","-19.458299999999998","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0","-19.458499999999997","2.0"
"5","-19.455199999999998","2.0","-19.455199999999998","2.0","-19.455199999999998","2.0","-19.455199999999998","2.0","-19.455199999999998","2.0","-19.4548","2.0","-19.4548","2.0","-19.4548","2.0","-19.4549","2.0","-19.4549","2.0","-19.4549","2.0","-19.4549","2.0","-19.4549","2.0","-19.4549","2.0"
"6","-19.4549","2.0","-19.455099999999998","2.0","-19.455099999999998","2.0","-19.455199999999998","2.0","-19.455199999999998","2.0","-19.4546","2.0","-19.4547","2.0","-19.4547","2.0","-19.4547","2.0","-19.4548","2.0","-19.4548","2.0","-19.4547","2.0","-19.4548","2.0","-19.4548","2.0"
"7","-19.453699999999998","2.0","-19.453699999999998","2.0","-19.453699999999998","2.0","-19.453699999999998","2.0","-19.453699999999998","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0","-19.4541","2.0"
"8","-19.4535","2.0","-19.453599999999998","2.0","-19.453599999999998","2.0","-19.453699999999998","2.0","-19.453699999999998","2.0","-19.453899999999997","2.0","-19.453999999999997","2.0","-19.453999999999997","2.0","-19.453999999999997","2.0","-19.4541","2.0","-19.4541","2.0","-19.453999999999997","2.0","-19.4541","2.0","-19.4541","2.0"
"9","-16.4965","2.0","-16.4964","2.0","-16.4945","2.0","-16.4944","2.0","-16.4944","2.0","-16.494","2.0","-16.494","2.0","-16.494","2.0","-16.4919","2.0","-16.491799999999998","2.0","-16.491799999999998","2.0","-16.4919","2.0","-16.491799999999998","2.0","-16.491799999999998","2.0"
