"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.9223","1.0","-19.922","1.0","-19.922","1.0","-19.922","1.0","-19.9217","1.0","-19.9217","1.0","-19.922","1.0","-19.9217","1.0","-19.9217","1.0","-19.9221","1.0","-19.9218","1.0","-19.9218","1.0","-19.9218","1.0","-19.9215","1.0","-19.9215","1.0","-19.9218","1.0","-19.9215","1.0","-19.9215","1.0","-19.9221","1.0","-19.9218","1.0","-19.9218","1.0","-19.9218","1.0","-19.9215","1.0","-19.9215","1.0","-19.9218","1.0","-19.9215","1.0","-19.9215","1.0"
"2","-19.9223","1.0","-19.922","1.0","-19.922","1.0","-19.922","1.0","-19.9217","1.0","-19.9217","1.0","-19.922","1.0","-19.9217","1.0","-19.9217","1.0","-19.9221","1.0","-19.9218","1.0","-19.9218","1.0","-19.9217","1.0","-19.9215","1.0","-19.9215","1.0","-19.9217","1.0","-19.9215","1.0","-19.9215","1.0","-19.9221","1.0","-19.9218","1.0","-19.9218","1.0","-19.9217","1.0","-19.9215","1.0","-19.9215","1.0","-19.9217","1.0","-19.9215","1.0","-19.9215","1.0"
"3","-19.921400000000002","1.0","-19.9215","1.0","-19.9215","1.0","-19.9213","1.0","-19.9213","1.0","-19.9213","1.0","-19.9213","1.0","-19.9213","1.0","-19.9213","1.0","-19.9216","1.0","-19.921400000000002","1.0","-19.921400000000002","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9216","1.0","-19.921400000000002","1.0","-19.921400000000002","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0"
"4","-19.921400000000002","1.0","-19.9215","1.0","-19.9215","1.0","-19.9213","1.0","-19.9212","1.0","-19.9212","1.0","-19.9213","1.0","-19.9212","1.0","-19.9212","1.0","-19.9216","1.0","-19.921400000000002","1.0","-19.921400000000002","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9216","1.0","-19.921400000000002","1.0","-19.921400000000002","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0"
"5","-19.9213","1.0","-19.9212","1.0","-19.9212","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9213","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0"
"6","-19.9213","1.0","-19.9212","1.0","-19.9212","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9211","1.0","-19.9213","1.0","-19.9213","1.0","-19.9211","1.0","-19.921","1.0","-19.921","1.0","-19.9211","1.0","-19.921","1.0","-19.921","1.0","-19.9211","1.0","-19.9213","1.0","-19.9213","1.0","-19.9211","1.0","-19.921","1.0","-19.921","1.0","-19.9211","1.0","-19.921","1.0","-19.921","1.0"
"7","-19.921","1.0","-19.9208","1.0","-19.9208","1.0","-19.921","1.0","-19.9209","1.0","-19.9209","1.0","-19.921","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0"
"8","-19.921","1.0","-19.9208","1.0","-19.9208","1.0","-19.921","1.0","-19.9209","1.0","-19.9209","1.0","-19.921","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0","-19.9208","1.0","-19.9209","1.0","-19.9209","1.0"
"9","-19.9205","1.0","-19.9207","1.0","-19.9207","1.0","-19.9205","1.0","-19.9206","1.0","-19.9206","1.0","-19.9205","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0","-19.9207","1.0","-19.9206","1.0","-19.9206","1.0"
