"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.7343","2.0","-19.7341","2.0","-19.734","2.0","-19.733800000000002","2.0","-19.733800000000002","2.0","-19.7341","2.0","-19.733900000000002","2.0","-19.733900000000002","2.0","-19.733800000000002","2.0","-19.733600000000003","2.0","-19.733600000000003","2.0","-19.733800000000002","2.0","-19.733600000000003","2.0","-19.733600000000003","2.0"
"2","-19.733500000000003","2.0","-19.733600000000003","2.0","-19.733500000000003","2.0","-19.733400000000003","2.0","-19.733400000000003","2.0","-19.733700000000002","2.0","-19.733500000000003","2.0","-19.733500000000003","2.0","-19.733500000000003","2.0","-19.7333","2.0","-19.7333","2.0","-19.733500000000003","2.0","-19.7333","2.0","-19.7333","2.0"
"3","-19.733400000000003","2.0","-19.733400000000003","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0","-19.733500000000003","2.0","-19.733500000000003","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0","-19.7333","2.0"
"4","-19.7333","2.0","-19.7332","2.0","-19.7333","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0","-19.7332","2.0"
"5","-19.732100000000003","2.0","-19.732200000000002","2.0","-19.732100000000003","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0","-19.732200000000002","2.0"
"6","-19.731900000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.731900000000003","2.0","-19.731900000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0"
"7","-19.731900000000003","2.0","-19.731800000000003","2.0","-19.732000000000003","2.0","-19.732000000000003","2.0","-19.732000000000003","2.0","-19.7317","2.0","-19.731900000000003","2.0","-19.731900000000003","2.0","-19.732000000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0","-19.732000000000003","2.0","-19.732100000000003","2.0","-19.732100000000003","2.0"
"8","-19.7312","2.0","-19.7314","2.0","-19.7315","2.0","-19.7317","2.0","-19.7317","2.0","-19.7314","2.0","-19.7316","2.0","-19.7316","2.0","-19.7317","2.0","-19.731800000000003","2.0","-19.731800000000003","2.0","-19.7317","2.0","-19.731800000000003","2.0","-19.731800000000003","2.0"
"9","-16.5276","2.0","-16.5276","2.0","-16.5254","2.0","-16.5253","2.0","-16.5253","2.0","-16.5252","2.0","-16.5252","2.0","-16.5252","2.0","-16.5228","2.0","-16.5228","2.0","-16.5228","2.0","-16.5228","2.0","-16.5228","2.0","-16.5228","2.0"
"10","-16.5275","2.0","-16.5275","2.0","-16.5252","2.0","-16.5252","2.0","-16.5252","2.0","-16.5252","2.0","-16.5252","2.0","-16.5252","2.0","-16.5227","2.0","-16.5227","2.0","-16.5227","2.0","-16.5227","2.0","-16.5227","2.0","-16.5227","2.0"
