"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.7213","2.0","-19.7212","2.0","-19.7212","2.0","-19.7211","2.0","-19.7211","2.0","-19.7211","2.0","-19.721","2.0","-19.721","2.0","-19.721","2.0","-19.7209","2.0","-19.7209","2.0","-19.721","2.0","-19.7209","2.0","-19.7209","2.0"
"2","-19.721","2.0","-19.7211","2.0","-19.7211","2.0","-19.7211","2.0","-19.7211","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0","-19.7209","2.0"
"3","-19.7205","2.0","-19.7205","2.0","-19.720399999999998","2.0","-19.720399999999998","2.0","-19.720399999999998","2.0","-19.7207","2.0","-19.7207","2.0","-19.7207","2.0","-19.7206","2.0","-19.7206","2.0","-19.7206","2.0","-19.7206","2.0","-19.7206","2.0","-19.7206","2.0"
"4","-19.720299999999998","2.0","-19.720399999999998","2.0","-19.720299999999998","2.0","-19.720299999999998","2.0","-19.720299999999998","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0","-19.7205","2.0"
"5","-19.7155","2.0","-19.7155","2.0","-19.7155","2.0","-19.7155","2.0","-19.7155","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7153","2.0","-19.7153","2.0","-19.7153","2.0","-19.7153","2.0","-19.7153","2.0","-19.7153","2.0"
"6","-19.7153","2.0","-19.7154","2.0","-19.7154","2.0","-19.7155","2.0","-19.7155","2.0","-19.7151","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0","-19.7152","2.0"
"7","-19.7145","2.0","-19.7145","2.0","-19.7145","2.0","-19.7145","2.0","-19.7145","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0","-19.7148","2.0"
"8","-19.7144","2.0","-19.7144","2.0","-19.7145","2.0","-19.7145","2.0","-19.7145","2.0","-19.7146","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0","-19.7147","2.0"
"9","-16.528200000000002","2.0","-16.528200000000002","2.0","-16.526","2.0","-16.5259","2.0","-16.5259","2.0","-16.5258","2.0","-16.5258","2.0","-16.5258","2.0","-16.5234","2.0","-16.5234","2.0","-16.5234","2.0","-16.5234","2.0","-16.5234","2.0","-16.5234","2.0"
