          62  0.654570997       1.55851102       1.64707398       1.73131299       1.88673997       2.07112908       2.45019102       2.57381701       2.69261503       2.78686404       3.38041496       6.85149384       8.26313114       8.48585320       9.37052155       9.65364647       9.92185688       10.4264221       10.8038321       10.9837332       11.9652586    
          63  0.651004016       1.55558598       1.64313996       1.73258805       1.86034799       2.13146901       2.45187497       2.55901909       2.73995399       2.87147689       3.36143708       6.77909088       8.22149086       8.49098492       9.32121658       9.57596016       10.0540075       10.3501272       10.7084980       11.0627289       11.9069147    
          64  0.643637002       1.55027497       1.63925505       1.71684098       1.87084198       2.19417596       2.46909094       2.54780412       2.79712892       2.98509598       3.33402109       6.67714405       8.19338322       8.49699306       9.23204327       9.52174187       10.1733751       10.3263483       10.7962742       11.5314913       12.0277748    
          65  0.640739977       1.54497898       1.63380802       1.69983900       1.90054595       2.26094699       2.47994304       2.56811690       2.86318588       3.09676790       3.30959105       6.55726480       8.17702579       8.51081753       9.10644341       9.50678444       10.1245060       10.3868732       10.7284546       11.5253029       11.9576769    
          66  0.666383982       1.54307199       1.62351298       1.70005596       1.92374396       2.33506989       2.47113395       2.63567209       2.93436408       3.17532897       3.31371689       6.42383099       8.12388611       8.55536938       8.98283672       9.49681473       10.0377274       10.6279230       10.8376522       11.3596077       11.8279552    
          67  0.692107975       1.54683197       1.61273003       1.71767604       1.93192005       2.40475392       2.46791291       2.73082495       3.00502896       3.21091509       3.36082792       6.27857780       8.00580120       8.59237385       8.95902443       9.53833103       10.1486692       10.5623331       10.8434134       11.4269218       11.7564106    
          68  0.702021003       1.55477905       1.60583794       1.74716401       1.92750204       2.43585396       2.49756694       2.84028697       3.06775594       3.24612904       3.41396999       6.12656212       7.84688997       8.53349686       9.09595966       9.58108234       10.1448011       10.5927429       11.0189734       11.3374987       11.6581516    
          69  0.696900010       1.56231594       1.60343397       1.78152502       1.91594601       2.44378901       2.53675008       2.94380593       3.11515498       3.29921389       3.45220208       5.98724699       7.69320679       8.45483398       9.25024700       9.63580990       10.2297745       10.6338520       11.1054363       11.6465454       12.0395203    
          70  0.686429977       1.56684196       1.60353506       1.81200504       1.90201795       2.44738412       2.56297898       3.01672411       3.14405704       3.35330009       3.47241998       5.88716698       7.58485699       8.40155983       9.33309555       9.68283844       10.2711382       10.7487488       11.0403824       11.2963858       11.6547232    
          71  0.681396008       1.56812406       1.60412300       1.82550395       1.89438403       2.44865799       2.57218504       3.04256201       3.15376306       3.37729406       3.47811699       5.84882402       7.54762602       8.38266087       9.37367153       9.73886108       10.3634481       10.6968269       11.2046490       11.4721947       11.8138380    
          72  0.697817981       1.56107295       1.59148002       1.81978595       1.87997198       2.39933896       2.57057810       3.02158809       3.11542606       3.29925203       3.38980293       5.96182108       7.68233681       8.53253269       9.22374439       9.73433685       9.95194817       10.5555534       11.0423813       11.3250208       11.6740284    
          73  0.701503992       1.55097497       1.58455706       1.81767201       1.86957598       2.33138299       2.58084393       2.96861792       3.02283406       3.28052306       3.34120107       6.06021595       7.81404209       8.65339470       9.02300453       9.49128056       10.0623989       10.5839777       11.0990610       11.2991066       11.7830801    
          74  0.689254999       1.53580797       1.58963299       1.81740797       1.86401701       2.25979710       2.57207108       2.85640907       2.90494800       3.30844092       3.34188008       6.14749193       7.92022324       8.65679073       8.80739784       9.33318615       10.2298727       10.6857014       11.0899830       11.3936357       11.7968578    
          75  0.660583019       1.52310705       1.60745800       1.81502700       1.86427701       2.19880199       2.52100992       2.69838190       2.82678199       3.35496306       3.39308691       6.20923519       7.94420815       8.45781803       8.67449665       9.25459766       10.2445431       10.7746572       11.0970011       11.5445814       11.6785612    
          76  0.628486991       1.51664901       1.63194895       1.80904698       1.86180794       2.14817309       2.43022108       2.56124306       2.77514100       3.42598796       3.45877004       6.24641418       7.90481806       8.26642227       8.52056789       9.24682522       10.3052206       10.7714109       11.1352921       11.2220192       11.8669300    
          77  0.616739988       1.51408899       1.65256095       1.79524004       1.85359204       2.09812188       2.33590198       2.46684694       2.74439311       3.50905609       3.52890992       6.26227617       7.87156487       8.15257931       8.34029770       9.21085739       10.2602024       10.8191881       11.0500231       11.4899006       12.6229439    
          78  0.614032984       1.50906897       1.66170001       1.75948095       1.84204102       2.04498911       2.27811408       2.41398096       2.73923397       3.58872890       3.60780597       6.25349283       7.88925219       8.06067467       8.21438980       9.12366867       10.2805786       10.6257153       10.9987669       11.1269007       11.7411690    
          79  0.594012022       1.49478197       1.65209794       1.71761894       1.81800997       2.00500298       2.24984694       2.38259697       2.79996109       3.66279292       3.69352889       6.20593500       7.81572199       8.00799370       8.28004360       8.95275402       10.0859890       10.4477425       10.7115517       10.9516659       11.0749922    
          80  0.550189018       1.46833396       1.61335397       1.69299197       1.80254996       1.98867905       2.21575093       2.33937192       2.97323298       3.73680997       3.77525306       6.09837580       7.58065224       8.13693619       8.43492794       8.77988434       9.99306870       10.4531593       10.6265497       10.9521313       11.4636202    
          81  0.493238986       1.43688595       1.56742001       1.66833496       1.81989598       1.99085200       2.17146802       2.27817392       3.24065089       3.80727196       3.84626698       5.92154121       7.35357904       8.22035599       8.62364864       8.70692635       9.92817116       10.4360514       10.6663141       10.8660955       11.7603989    
          82  0.439723998       1.41435599       1.52538896       1.64606702       1.86130095       2.00164700       2.11958790       2.22002411       3.54546905       3.86303210       3.90588903       5.69361591       7.16684008       8.15451717       8.77031994       8.80704689       10.0872355       10.4339151       10.6423931       10.7744236       11.3101406    
          83  0.399046987       1.40806794       1.49067795       1.63227701       1.91456795       2.01159000       2.05934000       2.18424010       3.81025290       3.90069509       3.94652104       5.47396088       7.04171991       8.07523537       8.88876820       8.89829254       10.1275034       10.3846693       10.5628004       10.8028259       11.8539057    
          84  0.379999012       1.41006696       1.47481298       1.62744200       1.95523703       2.01530290       2.01522994       2.17333102       3.91375995       3.91382504       3.97264600       5.37474394       6.99769020       8.04646301       8.93056202       8.94100571       10.2458048       10.4947052       10.5655766       11.3104696       12.3200121    
          85  0.388976008       1.36910796       1.54683101       1.64534795       1.90610301       2.08212090       2.08209395       2.17027807       3.67615008       3.79949689       3.79945397       5.71639109       7.06012583       8.08390713       8.56990528       8.57071400       9.68912983       10.3744774       10.5574131       10.5810547       10.5906115    
          86  0.402171999       1.35572302       1.56594098       1.68854702       1.84787500       2.16057897       2.16057897       2.17263794       3.44063711       3.67048907       3.67046595       5.98826218       7.13532686       8.13195038       8.21985340       8.21874809       9.39486790       10.0560398       10.3465853       10.7225323       10.9046469    
          87  0.423278004       1.35100603       1.56457400       1.73761296       1.77597106       2.19083810       2.26179194       2.26179004       3.21886992       3.51239109       3.51234293       6.22084093       7.22996902       7.85487890       7.85514212       8.19498825       9.15308094       9.73918629       10.1253662       10.9631796       10.9610472    
          88  0.451058000       1.35211098       1.55780399       1.70093703       1.76262105       2.23978400       2.37840295       2.37838602       3.02494788       3.34143710       3.34141493       6.37470722       7.32763815       7.52548504       7.52567291       8.28432083       8.94879055       9.55222321       9.91554928       11.2632256       11.2666397    
          89  0.480975986       1.35565102       1.55402899       1.64579105       1.74757802       2.32300997       2.50168800       2.50166392       2.85883594       3.17380309       3.17371893       6.44809484       7.26541090       7.26562405       7.41384888       8.38339520       8.77372646       9.50470543       9.74682236       11.5968466       12.0713177    
          90  0.504571021       1.35920298       1.55334103       1.62653303       1.70711994       2.42636704       2.61822200       2.61822701       2.71723390       3.02822995       3.02824306       6.46797991       7.09851217       7.09860277       7.47717810       8.44897938       8.66164875       9.52788830       9.64387321       11.9211302       12.0143156    
          91  0.513727009       1.36098194       1.55181098       1.63901901       1.67374098       2.50185394       2.63120794       2.68105412       2.68105793       2.95546508       2.95544910       6.46967220       7.04113388       7.04108095       7.50119209       8.46152306       8.63199139       9.54313469       9.61389160       12.0403614       12.8464527    
          92  0.527787983       1.41507697       1.57670605       1.63816500       1.69647503       2.36053896       2.57546401       2.58309698       2.78329492       2.94699097       3.08528209       6.49947977       7.11949396       7.20621014       7.64840698       8.52834320       8.78237343       9.63557053       9.72617054       11.6957912       12.4111738    
          93  0.540430009       1.46020806       1.57944095       1.66937804       1.71980405       2.25781798       2.48259401       2.56115699       2.79181910       2.93074989       3.23443699       6.52809477       7.21581602       7.38006496       7.82366514       8.60809326       8.96256065       9.73736382       9.88702202       11.3795424       12.1322432    
          94  0.551015973       1.50490105       1.58048904       1.68792403       1.76915705       2.17215395       2.37622499       2.54649806       2.78187799       2.90508699       3.39182901       6.55972910       7.34509516       7.57230902       8.05298901       8.71230316       9.20462227       9.88139343       10.1189117       11.1694517       11.7268000    
          95  0.559744000       1.54660404       1.58621001       1.69233799       1.81947398       2.12831402       2.27960706       2.53504300       2.76135993       2.87323308       3.52153492       6.59615803       7.50817394       7.76082897       8.32169056       8.83988476       9.48847294       10.0812712       10.3916483       11.0475998       11.5792236    
          96  0.578516006       1.58099306       1.59346604       1.69371295       1.84783196       2.13322210       2.21753812       2.52869105       2.73425198       2.83944297       3.59297705       6.64369488       7.69541788       7.94002390       8.61288071       8.99096584       9.77333736       10.3300810       10.7075853       11.1309290       11.3937311    
          97  0.607855976       1.58478796       1.61369896       1.70029497       1.86702394       2.10521603       2.26166892       2.52946591       2.70464993       2.80750608       3.58981204       6.71019077       7.89826298       8.11587906       8.90923405       9.16459179       10.0213108       10.6514988       10.8523769       11.2885561       11.6261120    
          98  0.633693993       1.57320499       1.63322198       1.71261501       1.88882601       2.06640601       2.35576892       2.54077601       2.67878890       2.78138304       3.52201009       6.78721285       8.08878040       8.28563404       9.16085815       9.35284328       10.0389376       10.5482826       10.7767878       11.2184248       11.6002607    
          99  0.650052011       1.56296003       1.64494705       1.72346199       1.90636802       2.04390502       2.43004799       2.56625295       2.66615009       2.76391602       3.43155789       6.85299587       8.23025036       8.42559242       9.37278175       9.53855228       9.93020058       10.5057545       10.7994862       11.0425577       11.7880669    
         100  0.655457020       1.55918300       1.64887202       1.72755098       1.91262698       2.03724098       2.45358896       2.58218908       2.66815591       2.75741506       3.38700199       6.87845802       8.28484631       8.48312092       9.39704132       9.64539433       9.84118652       10.5025005       10.8648062       11.0122538       11.7923145    
         101  0.673143029       1.55760205       1.64715397       1.72572505       1.83589900       2.17181802       2.44437289       2.57562900       2.68489289       2.90543890       3.35255504       6.77641010       8.22060013       8.50193310       9.31016541       9.58652973       10.0354490       10.4131641       10.9332466       11.3064604       11.9580851    
         102  0.695106030       1.55391097       1.64332294       1.70679200       1.83822000       2.24900889       2.43603897       2.60690188       2.72620010       3.01554108       3.31680202       6.67305899       8.18979740       8.51409721       9.21094418       9.57468128       10.1658916       10.4786663       11.0829229       11.7001781       12.0845642    
         103  0.721005976       1.55077004       1.62755597       1.70118701       1.85868502       2.30266809       2.45277596       2.66480303       2.78170490       3.11118007       3.28976989       6.55103207       8.17412853       8.51949024       9.12026882       9.80041313       10.2146759       10.3965034       10.6495056       11.7001896       12.0630713    
         104  0.741683006       1.55139196       1.60763597       1.71726799       1.87354696       2.32133007       2.51776409       2.73556995       2.84209299       3.16176605       3.30919600       6.41530704       8.12094402       8.54287338       9.01759815       9.52841091       10.0173912       10.4394331       10.8156929       11.5728827       11.9643488    
         105  0.747192025       1.55728996       1.59529102       1.74803495       1.87616897       2.33027005       2.59370995       2.81323004       2.90398693       3.19179392       3.36409807       6.26923704       8.00395584       8.55956459       9.01884556       9.60641956       9.91434479       10.5870638       10.8320065       11.3782911       11.7863855    
         106  0.734022021       1.56368899       1.59308398       1.78713500       1.87153602       2.35073304       2.62641406       2.90419197       2.97442293       3.24204803       3.41365099       6.11989880       7.84723377       8.51487827       9.13692474       9.67333508       9.86081505       10.6617804       11.1279068       11.3604717       11.8665075    
         107  0.710246980       1.56636798       1.59780705       1.81700099       1.87362599       2.38641405       2.61548591       2.98213196       3.05771303       3.30581808       3.44763589       5.98516989       7.69389200       8.44803143       9.27281570       9.71529484       10.0747604       10.6892214       10.9994831       11.2834368       11.4482031    
         108  0.689404011       1.56765902       1.60248601       1.82541597       1.88686299       2.42715597       2.58840799       3.02746606       3.12765598       3.35811806       3.46891809       5.88477516       7.58516693       8.39976501       9.33683205       9.72703838       10.1962862       10.5724630       11.0468416       11.3799191       11.7807779    
         109  0.681375980       1.56817603       1.60406303       1.82578003       1.89409101       2.44861698       2.57222605       3.04260707       3.15383410       3.37726402       3.47804689       5.84907007       7.54623795       8.38280106       9.35013771       9.71507740       10.2870293       10.6299963       11.0257483       11.3929310       11.5317297    
         110  0.728887975       1.55971205       1.60106802       1.81102204       1.88976395       2.43562007       2.58278108       2.90542293       3.03562188       3.28902888       3.50313902       6.03097105       7.76751280       8.35223198       9.20137215       9.60004807       10.2578983       10.8963394       11.1100521       11.5042067       12.0764017    
         111  0.760914028       1.54476404       1.61219001       1.80939400       1.85509503       2.45664191       2.56925797       2.78810811       2.92682695       3.21082902       3.53214598       6.16935682       7.96585894       8.33040047       8.96419621       9.50702477       10.1006823       10.6637096       10.9985294       11.2331610       11.4255409    
         112  0.761008024       1.52581298       1.63923395       1.79294002       1.83659995       2.39815593       2.55269098       2.69995904       2.86646700       3.15960598       3.55924797       6.26248312       8.10055161       8.32194710       8.74591064       9.48736668       10.1412144       10.8086643       11.4501333       11.6078215       12.3771935    
         113  0.723779023       1.51067197       1.66870403       1.77089405       1.84570396       2.28862596       2.47673202       2.60922503       2.85660601       3.22298503       3.57224989       6.28503513       8.08358669       8.32371998       8.59145641       9.44379330       10.2333260       10.7807302       11.2285128       11.4887867       12.4083977    
         114  0.669050992       1.50562298       1.67139804       1.78075802       1.85379398       2.18104100       2.39527392       2.52347207       2.80297089       3.38201809       3.56240797       6.26665688       7.98345423       8.27059841       8.46500301       9.35975266       10.2594881       10.8910933       11.0526800       11.4508677       12.2205029    
         115  0.616759002       1.51414800       1.65257502       1.79521298       1.85365903       2.09792805       2.33585000       2.46695709       2.74447393       3.50909305       3.52894592       6.26167488       7.87219000       8.15174198       8.34125423       9.22499943       10.3046474       10.8625879       10.9951820       11.3716698       12.2259016    
         116  0.577205002       1.53290498       1.62821102       1.78002095       1.84168303       2.05363107       2.31135392       2.45040798       2.70523310       3.45809507       3.55507112       6.30388594       7.76239014       7.98410082       8.22494602       8.99508667       10.0168905       10.5008821       10.8609829       11.1328707       11.2916718    
         117  0.550092995       1.54542994       1.60438800       1.74857998       1.80673599       2.05653691       2.32724500       2.47183800       2.69160008       3.36967111       3.49870396       6.37963295       7.64727116       7.78734112       8.11066055       8.77068806       9.66267014       10.2240543       10.5876513       11.1056900       11.9144917    
         118  0.530412018       1.52627599       1.58522296       1.72436094       1.75674498       2.10950398       2.37652802       2.51971507       2.70055389       3.26556301       3.37599993       6.45014381       7.50930119       7.58074808       7.96280384       8.61751175       9.30743027       9.93843937       10.3281231       11.2211351       12.2215204    
         119  0.516614974       1.47653103       1.57552099       1.68670797       1.72481501       2.20722103       2.44492006       2.57946801       2.72171307       3.15651011       3.22569299       6.48731089       7.34944677       7.37941504       7.78586006       8.55244064       9.01684570       9.74234295       9.97382164       11.4165506       11.9844999    
         120  0.509149015       1.42062604       1.57226801       1.64261103       1.70778704       2.32843304       2.51917601       2.63588190       2.73717308       3.05620003       3.08340812       6.49081182       7.19332695       7.20456123       7.63377380       8.51105404       8.80525398       9.62559700       9.76227760       11.7155323       12.2462969    
         121  0.510389984       1.37738204       1.56063604       1.63129997       1.68770695       2.44395208       2.58758712       2.67188311       2.72020292       2.98214006       2.98650408       6.47779179       7.08093309       7.08457088       7.53536987       8.47652531       8.67534733       9.56486034       9.64637184       12.0357256       12.4011726    
         122  0.513682008       1.36100304       1.55179298       1.63898599       1.67375803       2.50187492       2.63120604       2.68107510       2.68102789       2.95546007       2.95545197       6.46960497       7.04105616       7.04115295       7.50106001       8.46114731       8.63193703       9.54310131       9.61392307       12.2474995       12.4340096    
