"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"26","-4.9031","2.0","-4.8503","2.0","-4.7926","2.0","-4.7531","2.0","-4.7702","2.0","-4.8401000000000005","2.0","-4.9171000000000005","2.0","-4.9393","2.0","-4.9327000000000005","2.0","-4.9303","2.0","-4.9001","2.0","-4.855700000000001","2.0","-4.8064","2.0","-4.7330000000000005","2.0","-4.6549000000000005","2.0","-4.6111","2.0","-4.6191","2.0","-4.67","2.0","-4.7418000000000005","2.0","-4.7854","2.0","-4.7215","2.0","-4.6523","2.0","-4.5852","2.0","-4.5718000000000005","2.0","-4.6685","2.0","-4.7612000000000005","2.0","-4.8314","2.0","-4.9064000000000005","2.0","-4.9343","2.0","-4.907","2.0","-4.9019","2.0","-4.9165","2.0","-4.926","2.0","-4.8872","2.0","-4.845000000000001","2.0","-4.7964","2.0","-4.7498000000000005","2.0","-4.7123","2.0","-4.688400000000001","2.0","-4.6802","2.0","-4.7073","2.0","-4.7271","2.0","-4.7507","2.0","-4.7775","2.0","-4.806900000000001","2.0","-4.8411","2.0","-4.8811","2.0","-4.9165","2.0","-4.9302","2.0","-4.8589","2.0","-4.7584","2.0","-4.649100000000001","2.0","-4.5739","2.0","-4.5520000000000005","2.0","-4.5756000000000006","2.0","-4.6399","2.0","-4.7283","2.0","-4.7854","2.0","-4.6088000000000005","2.0","-4.577500000000001","2.0","-4.6097","2.0","-4.6827000000000005","2.0","-4.7622","2.0","-4.7612000000000005","2.0","-4.7521","2.0","-4.7683","2.0","-4.7423","2.0","-4.7037","2.0","-4.682","2.0","-4.6782","2.0","-4.6802","2.0"
"27","-4.8702000000000005","2.0","-4.7824","2.0","-4.7152","2.0","-4.681900000000001","2.0","-4.6606000000000005","2.0","-4.6558","2.0","-4.6782","2.0","-4.702","2.0","-4.7122","2.0","-4.7136000000000005","2.0","-4.6948","2.0","-4.6337","2.0","-4.549","2.0","-4.4721","2.0","-4.4147","2.0","-4.3705","2.0","-4.3396","2.0","-4.323","2.0","-4.3154","2.0","-4.3132","2.0","-4.3315","2.0","-4.368","2.0","-4.4401","2.0","-4.5321","2.0","-4.5896","2.0","-4.657900000000001","2.0","-4.6954","2.0","-4.6644000000000005","2.0","-4.6241","2.0","-4.6489","2.0","-4.7408","2.0","-4.8559","2.0","-4.926","2.0","-4.8873","2.0","-4.7956","2.0","-4.7235000000000005","2.0","-4.7173","2.0","-4.7123","2.0","-4.688400000000001","2.0","-4.6802","2.0","-4.5844000000000005","2.0","-4.5222","2.0","-4.4862","2.0","-4.5107","2.0","-4.569100000000001","2.0","-4.631600000000001","2.0","-4.680000000000001","2.0","-4.7061","2.0","-4.7137","2.0","-4.6069","2.0","-4.5314000000000005","2.0","-4.4622","2.0","-4.4046","2.0","-4.3756","2.0","-4.351","2.0","-4.3308","2.0","-4.3175","2.0","-4.3131","2.0","-4.3212","2.0","-4.3356","2.0","-4.3796","2.0","-4.4653","2.0","-4.5667","2.0","-4.657900000000001","2.0","-4.6535","2.0","-4.5918","2.0","-4.567","2.0","-4.582","2.0","-4.6195","2.0","-4.6583000000000006","2.0","-4.6802","2.0"
"28","-4.3225","2.0","-4.3529","2.0","-4.399500000000001","2.0","-4.4510000000000005","2.0","-4.4904","2.0","-4.4992","2.0","-4.476","2.0","-4.4447","2.0","-4.4222","2.0","-4.4143","2.0","-4.409400000000001","2.0","-4.3956","2.0","-4.379700000000001","2.0","-4.3724","2.0","-4.363700000000001","2.0","-4.343","2.0","-4.314","2.0","-4.289000000000001","2.0","-4.274900000000001","2.0","-4.2706","2.0","-4.296","2.0","-4.323300000000001","2.0","-4.3568","2.0","-4.3798","2.0","-4.367500000000001","2.0","-4.3486","2.0","-4.3461","2.0","-4.3647","2.0","-4.3856","2.0","-4.3783","2.0","-4.3484","2.0","-4.322","2.0","-4.3124","2.0","-4.3143","2.0","-4.3164","2.0","-4.319100000000001","2.0","-4.3216","2.0","-4.3237000000000005","2.0","-4.325200000000001","2.0","-4.3256000000000006","2.0","-4.3487","2.0","-4.3766","2.0","-4.4033","2.0","-4.4006","2.0","-4.393","2.0","-4.395700000000001","2.0","-4.403700000000001","2.0","-4.4114","2.0","-4.4144000000000005","2.0","-4.4279","2.0","-4.4308000000000005","2.0","-4.4193","2.0","-4.3754","2.0","-4.2964","2.0","-4.266900000000001","2.0","-4.2677000000000005","2.0","-4.2700000000000005","2.0","-4.270700000000001","2.0","-4.2721","2.0","-4.2816","2.0","-4.3043000000000005","2.0","-4.3203000000000005","2.0","-4.3339","2.0","-4.3486","2.0","-4.3655","2.0","-4.3789","2.0","-4.3781","2.0","-4.3625","2.0","-4.3429","2.0","-4.3298000000000005","2.0","-4.3256000000000006","2.0"
"29","-4.3138000000000005","2.0","-4.3181","2.0","-4.3264000000000005","2.0","-4.3368","2.0","-4.3438","2.0","-4.3432","2.0","-4.335100000000001","2.0","-4.3196","2.0","-4.2992","2.0","-4.2881","2.0","-4.2952","2.0","-4.3086","2.0","-4.3086","2.0","-4.2754","2.0","-4.2222","2.0","-4.1687","2.0","-4.1177","2.0","-4.0673","2.0","-4.0257000000000005","2.0","-4.008100000000001","2.0","-4.075","2.0","-4.1374","2.0","-4.1886","2.0","-4.2195","2.0","-4.2447","2.0","-4.2717","2.0","-4.2952","2.0","-4.3082","2.0","-4.3157000000000005","2.0","-4.319100000000001","2.0","-4.3179","2.0","-4.3142000000000005","2.0","-4.3121","2.0","-4.3142000000000005","2.0","-4.3163","2.0","-4.319","2.0","-4.3216","2.0","-4.3237000000000005","2.0","-4.325200000000001","2.0","-4.3256000000000006","2.0","-4.324","2.0","-4.3236","2.0","-4.3241000000000005","2.0","-4.323300000000001","2.0","-4.3180000000000005","2.0","-4.3086","2.0","-4.298500000000001","2.0","-4.290900000000001","2.0","-4.288","2.0","-4.2835","2.0","-4.2719000000000005","2.0","-4.2542","2.0","-4.2363","2.0","-4.215","2.0","-4.1551","2.0","-4.0826","2.0","-4.0288","2.0","-4.008100000000001","2.0","-4.0971","2.0","-4.1563","2.0","-4.1908","2.0","-4.2126","2.0","-4.2395000000000005","2.0","-4.2716","2.0","-4.3003","2.0","-4.3192","2.0","-4.328","2.0","-4.3296","2.0","-4.3282","2.0","-4.3265","2.0","-4.3256000000000006","2.0"
"30","-3.9759","2.0","-3.9863000000000004","2.0","-3.9875000000000003","2.0","-3.9827000000000004","2.0","-3.9823000000000004","2.0","-3.9886000000000004","2.0","-4.003","2.0","-4.0269","2.0","-4.0548","2.0","-4.068700000000001","2.0","-4.056900000000001","2.0","-4.0294","2.0","-3.9993000000000003","2.0","-3.9735","2.0","-3.9516","2.0","-3.9308","2.0","-3.9093","2.0","-3.8892","2.0","-3.8757","2.0","-3.8753","2.0","-3.8952","2.0","-3.9217000000000004","2.0","-3.9508","2.0","-3.9736000000000002","2.0","-3.9852000000000003","2.0","-3.99","2.0","-3.9975","2.0","-4.0095","2.0","-4.0181000000000004","2.0","-4.0151","2.0","-4.0","2.0","-3.9787000000000003","2.0","-3.9652000000000003","2.0","-3.9879000000000002","2.0","-4.002400000000001","2.0","-3.9953000000000003","2.0","-3.9542","2.0","-3.8975000000000004","2.0","-3.8553","2.0","-3.841","2.0","-3.8826","2.0","-3.9343000000000004","2.0","-3.9746","2.0","-4.0023","2.0","-4.0228","2.0","-4.040100000000001","2.0","-4.0548","2.0","-4.065","2.0","-4.068700000000001","2.0","-4.024500000000001","2.0","-3.9896000000000003","2.0","-3.9592","2.0","-3.9359","2.0","-3.9186","2.0","-3.9062","2.0","-3.8964000000000003","2.0","-3.8858","2.0","-3.8753","2.0","-3.8909000000000002","2.0","-3.9059000000000004","2.0","-3.9262","2.0","-3.951","2.0","-3.9747000000000003","2.0","-3.99","2.0","-3.9944","2.0","-3.9866","2.0","-3.9646000000000003","2.0","-3.9263000000000003","2.0","-3.8790000000000004","2.0","-3.8481","2.0","-3.841","2.0"
"31","-3.9331","2.0","-3.9396000000000004","2.0","-3.9459000000000004","2.0","-3.9446000000000003","2.0","-3.9266","2.0","-3.8956000000000004","2.0","-3.8585000000000003","2.0","-3.8217000000000003","2.0","-3.7920000000000003","2.0","-3.7800000000000002","2.0","-3.7738000000000005","2.0","-3.7562","2.0","-3.7296000000000005","2.0","-3.7076000000000002","2.0","-3.7215000000000003","2.0","-3.7520000000000002","2.0","-3.7873","2.0","-3.8216","2.0","-3.8473","2.0","-3.8536","2.0","-3.8407","2.0","-3.8209000000000004","2.0","-3.7969000000000004","2.0","-3.7733000000000003","2.0","-3.7591","2.0","-3.7725","2.0","-3.8029","2.0","-3.833","2.0","-3.8616","2.0","-3.8887","2.0","-3.9113","2.0","-3.9256","2.0","-3.9304","2.0","-3.9215","2.0","-3.9083","2.0","-3.8872","2.0","-3.8594000000000004","2.0","-3.8296","2.0","-3.8059000000000003","2.0","-3.7968","2.0","-3.8262","2.0","-3.8221000000000003","2.0","-3.8081000000000005","2.0","-3.7865","2.0","-3.7725","2.0","-3.7723000000000004","2.0","-3.7758000000000003","2.0","-3.7788000000000004","2.0","-3.7800000000000002","2.0","-3.7765000000000004","2.0","-3.7769000000000004","2.0","-3.7812","2.0","-3.7882000000000002","2.0","-3.7967000000000004","2.0","-3.8064","2.0","-3.8199","2.0","-3.8384","2.0","-3.8536","2.0","-3.8004000000000002","2.0","-3.7757","2.0","-3.7618","2.0","-3.7568","2.0","-3.7598000000000003","2.0","-3.7724","2.0","-3.7954000000000003","2.0","-3.822","2.0","-3.8402000000000003","2.0","-3.8437","2.0","-3.8322000000000003","2.0","-3.8099000000000003","2.0","-3.7968","2.0"
"32","-3.9066","2.0","-3.8565","2.0","-3.7920000000000003","2.0","-3.7262000000000004","2.0","-3.6733000000000002","2.0","-3.6418000000000004","2.0","-3.6314","2.0","-3.6367000000000003","2.0","-3.6485000000000003","2.0","-3.6551","2.0","-3.6559000000000004","2.0","-3.6595000000000004","2.0","-3.6669","2.0","-3.6698000000000004","2.0","-3.6441000000000003","2.0","-3.6184000000000003","2.0","-3.6085000000000003","2.0","-3.6136000000000004","2.0","-3.6241000000000003","2.0","-3.6291","2.0","-3.6127000000000002","2.0","-3.609","2.0","-3.6212","2.0","-3.6499","2.0","-3.6820000000000004","2.0","-3.6938000000000004","2.0","-3.6965000000000003","2.0","-3.7165000000000004","2.0","-3.7603","2.0","-3.8173000000000004","2.0","-3.8708","2.0","-3.9115","2.0","-3.9305000000000003","2.0","-3.9215","2.0","-3.9083","2.0","-3.8872","2.0","-3.8594000000000004","2.0","-3.8295000000000003","2.0","-3.8059000000000003","2.0","-3.7968","2.0","-3.7827","2.0","-3.7701000000000002","2.0","-3.7595","2.0","-3.7508000000000004","2.0","-3.732","2.0","-3.7026000000000003","2.0","-3.6768","2.0","-3.6604","2.0","-3.6550000000000002","2.0","-3.6374000000000004","2.0","-3.6154","2.0","-3.5895","2.0","-3.5688000000000004","2.0","-3.5633000000000004","2.0","-3.5765000000000002","2.0","-3.6003000000000003","2.0","-3.6211","2.0","-3.6291","2.0","-3.5816000000000003","2.0","-3.5496000000000003","2.0","-3.5495","2.0","-3.5867000000000004","2.0","-3.6414","2.0","-3.6937","2.0","-3.7333000000000003","2.0","-3.7604","2.0","-3.7801","2.0","-3.7939000000000003","2.0","-3.8014","2.0","-3.8001000000000005","2.0","-3.7968","2.0"
"33","-2.8994","2.0","-2.8907000000000003","2.0","-2.8693","2.0","-2.8389","2.0","-2.8085000000000004","2.0","-2.7839","2.0","-2.7670000000000003","2.0","-2.7573000000000003","2.0","-2.7525000000000004","2.0","-2.7513000000000005","2.0","-2.7520000000000002","2.0","-2.7549","2.0","-2.7602","2.0","-2.7655000000000003","2.0","-2.7674000000000003","2.0","-2.7637","2.0","-2.7557","2.0","-2.7482","2.0","-2.7437000000000005","2.0","-2.7424","2.0","-2.7494000000000005","2.0","-2.7595","2.0","-2.7747","2.0","-2.7874000000000003","2.0","-2.7939000000000003","2.0","-2.7964","2.0","-2.8014","2.0","-2.8157000000000005","2.0","-2.8422","2.0","-2.8736","2.0","-2.8961","2.0","-2.9024","2.0","-2.9004000000000003","2.0","-2.9414000000000002","2.0","-2.9548000000000005","2.0","-2.9595000000000002","2.0","-2.9584","2.0","-2.9548000000000005","2.0","-2.9513000000000003","2.0","-2.9495000000000005","2.0","-2.8954000000000004","2.0","-2.8503000000000003","2.0","-2.8056","2.0","-2.7639000000000005","2.0","-2.7295000000000003","2.0","-2.7257000000000002","2.0","-2.7373000000000003","2.0","-2.7475000000000005","2.0","-2.7513000000000005","2.0","-2.7529000000000003","2.0","-2.7566","2.0","-2.7597000000000005","2.0","-2.7591","2.0","-2.7532000000000005","2.0","-2.7468000000000004","2.0","-2.7441000000000004","2.0","-2.7428","2.0","-2.7423","2.0","-2.7508","2.0","-2.7657000000000003","2.0","-2.7847","2.0","-2.7998000000000003","2.0","-2.8049","2.0","-2.7964","2.0","-2.7776000000000005","2.0","-2.7651000000000003","2.0","-2.7842000000000002","2.0","-2.8340000000000005","2.0","-2.8899","2.0","-2.9331000000000005","2.0","-2.9495000000000005","2.0"
"34","-2.8249000000000004","2.0","-2.7984","2.0","-2.763","2.0","-2.7229","2.0","-2.6884","2.0","-2.6697","2.0","-2.6624000000000003","2.0","-2.6610000000000005","2.0","-2.6615","2.0","-2.6617","2.0","-2.6634","2.0","-2.6674","2.0","-2.6712000000000002","2.0","-2.6767000000000003","2.0","-2.6870000000000003","2.0","-2.6978","2.0","-2.7047000000000003","2.0","-2.7071000000000005","2.0","-2.7070000000000003","2.0","-2.7064000000000004","2.0","-2.7190000000000003","2.0","-2.7259","2.0","-2.7209000000000003","2.0","-2.7030000000000003","2.0","-2.6786000000000003","2.0","-2.6579","2.0","-2.6488000000000005","2.0","-2.6584000000000003","2.0","-2.6971000000000003","2.0","-2.7431","2.0","-2.7851","2.0","-2.8198000000000003","2.0","-2.8357","2.0","-2.7637","2.0","-2.7446","2.0","-2.7459000000000002","2.0","-2.7527","2.0","-2.7565","2.0","-2.7572","2.0","-2.7587","2.0","-2.7338000000000005","2.0","-2.7311000000000005","2.0","-2.7300000000000004","2.0","-2.7243000000000004","2.0","-2.7170000000000005","2.0","-2.6968000000000005","2.0","-2.6773000000000002","2.0","-2.6656000000000004","2.0","-2.6616","2.0","-2.6633000000000004","2.0","-2.6672000000000002","2.0","-2.6829","2.0","-2.7029000000000005","2.0","-2.7152000000000003","2.0","-2.7174000000000005","2.0","-2.7127","2.0","-2.708","2.0","-2.7064000000000004","2.0","-2.7094000000000005","2.0","-2.6983","2.0","-2.6713000000000005","2.0","-2.6418","2.0","-2.6391","2.0","-2.6579","2.0","-2.6823","2.0","-2.7061","2.0","-2.7253000000000003","2.0","-2.7350000000000003","2.0","-2.7382","2.0","-2.7499000000000002","2.0","-2.7587","2.0"
"35","-2.6788000000000003","2.0","-2.6672000000000002","2.0","-2.6507000000000005","2.0","-2.6324000000000005","2.0","-2.6096000000000004","2.0","-2.5863000000000005","2.0","-2.5727","2.0","-2.5721000000000003","2.0","-2.579","2.0","-2.5829000000000004","2.0","-2.5792","2.0","-2.5779000000000005","2.0","-2.5937","2.0","-2.6107000000000005","2.0","-2.6104000000000003","2.0","-2.5928000000000004","2.0","-2.5633","2.0","-2.529","2.0","-2.4985","2.0","-2.4850000000000003","2.0","-2.4907000000000004","2.0","-2.4928","2.0","-2.4931","2.0","-2.4955000000000003","2.0","-2.5015","2.0","-2.5153000000000003","2.0","-2.551","2.0","-2.5929","2.0","-2.6175","2.0","-2.6422000000000003","2.0","-2.6644000000000005","2.0","-2.6782000000000004","2.0","-2.6831000000000005","2.0","-2.6652000000000005","2.0","-2.6220000000000003","2.0","-2.5729","2.0","-2.6096000000000004","2.0","-2.6647000000000003","2.0","-2.684","2.0","-2.6715","2.0","-2.6723","2.0","-2.6411000000000002","2.0","-2.6226000000000003","2.0","-2.6182000000000003","2.0","-2.6168000000000005","2.0","-2.6102000000000003","2.0","-2.5979","2.0","-2.587","2.0","-2.5829000000000004","2.0","-2.5848000000000004","2.0","-2.6037","2.0","-2.6093","2.0","-2.5932000000000004","2.0","-2.5625","2.0","-2.5234000000000005","2.0","-2.4935","2.0","-2.4851","2.0","-2.4847","2.0","-2.4995000000000003","2.0","-2.5011","2.0","-2.5176000000000003","2.0","-2.5396","2.0","-2.5297","2.0","-2.5153000000000003","2.0","-2.5305","2.0","-2.5619000000000005","2.0","-2.5861","2.0","-2.6238","2.0","-2.6679000000000004","2.0","-2.6792000000000002","2.0","-2.6715","2.0"
"36","-2.3946000000000005","2.0","-2.4447","2.0","-2.4823000000000004","2.0","-2.5042","2.0","-2.5103","2.0","-2.4999000000000002","2.0","-2.4779","2.0","-2.4462","2.0","-2.4125000000000005","2.0","-2.3976","2.0","-2.4238","2.0","-2.4502","2.0","-2.4397","2.0","-2.41","2.0","-2.3868","2.0","-2.3786000000000005","2.0","-2.383","2.0","-2.3946000000000005","2.0","-2.4085","2.0","-2.4161","2.0","-2.4305000000000003","2.0","-2.4409","2.0","-2.4465000000000003","2.0","-2.4462","2.0","-2.4487000000000005","2.0","-2.4569","2.0","-2.4685","2.0","-2.4925","2.0","-2.508","2.0","-2.4906","2.0","-2.4492000000000003","2.0","-2.3959","2.0","-2.3553","2.0","-2.4044000000000003","2.0","-2.4626","2.0","-2.5345000000000004","2.0","-2.5479000000000003","2.0","-2.5629","2.0","-2.6034","2.0","-2.6368","2.0","-2.6140000000000003","2.0","-2.5907","2.0","-2.5413","2.0","-2.4910000000000005","2.0","-2.4627","2.0","-2.4435000000000002","2.0","-2.4217000000000004","2.0","-2.4041","2.0","-2.3979","2.0","-2.4746","2.0","-2.4723","2.0","-2.4518000000000004","2.0","-2.4370000000000003","2.0","-2.4343000000000004","2.0","-2.439","2.0","-2.4369000000000005","2.0","-2.4236000000000004","2.0","-2.4164000000000003","2.0","-2.4207","2.0","-2.4554","2.0","-2.4739000000000004","2.0","-2.4648000000000003","2.0","-2.4567000000000005","2.0","-2.4568000000000003","2.0","-2.4688000000000003","2.0","-2.5038","2.0","-2.5538000000000003","2.0","-2.5857","2.0","-2.6027000000000005","2.0","-2.6228000000000002","2.0","-2.6367000000000003","2.0"
"37","-2.3009000000000004","2.0","-2.3149","2.0","-2.3304","2.0","-2.3395","2.0","-2.3365","2.0","-2.3215000000000003","2.0","-2.3014","2.0","-2.2851000000000004","2.0","-2.2764","2.0","-2.2735000000000003","2.0","-2.2394000000000003","2.0","-2.1790000000000003","2.0","-2.1163000000000003","2.0","-2.0496000000000003","2.0","-1.9754","2.0","-1.9057000000000004","2.0","-1.8746","2.0","-1.8667000000000002","2.0","-1.8631000000000002","2.0","-1.8618000000000001","2.0","-1.9112","2.0","-1.9791000000000003","2.0","-2.0507000000000004","2.0","-2.1117000000000004","2.0","-2.1623","2.0","-2.2124","2.0","-2.2655000000000003","2.0","-2.3055000000000003","2.0","-2.3218000000000005","2.0","-2.3196000000000003","2.0","-2.3089000000000004","2.0","-2.2989","2.0","-2.2952000000000004","2.0","-2.2284","2.0","-2.1499","2.0","-2.1197000000000004","2.0","-2.0707000000000004","2.0","-1.9875000000000003","2.0","-1.8841","2.0","-1.8086000000000002","2.0","-1.9500000000000002","2.0","-2.0527","2.0","-2.1383","2.0","-2.1822000000000004","2.0","-2.1773000000000002","2.0","-2.2053000000000003","2.0","-2.2441000000000004","2.0","-2.2666000000000004","2.0","-2.2733000000000003","2.0","-2.1387","2.0","-2.0615","2.0","-2.0078","2.0","-1.9892000000000003","2.0","-1.9802000000000004","2.0","-1.9598000000000004","2.0","-1.9241000000000001","2.0","-1.8833000000000002","2.0","-1.8619000000000003","2.0","-1.8749000000000002","2.0","-1.8539000000000003","2.0","-1.9123","2.0","-2.0219","2.0","-2.1295","2.0","-2.2126","2.0","-2.2569000000000004","2.0","-2.254","2.0","-2.201","2.0","-2.1033000000000004","2.0","-1.9821000000000004","2.0","-1.8665000000000003","2.0","-1.8086000000000002","2.0"
"38","-2.2539000000000002","2.0","-2.2","2.0","-2.1550000000000002","2.0","-2.1124","2.0","-2.0700000000000003","2.0","-2.0356","2.0","-2.0046000000000004","2.0","-1.9581000000000004","2.0","-1.8962000000000003","2.0","-1.8571000000000004","2.0","-1.8603","2.0","-1.8586","2.0","-1.8414000000000001","2.0","-1.8306","2.0","-1.8394000000000004","2.0","-1.8426","2.0","-1.8129000000000004","2.0","-1.7738","2.0","-1.7475","2.0","-1.7383000000000002","2.0","-1.7399","2.0","-1.7297000000000002","2.0","-1.7384000000000004","2.0","-1.7895000000000003","2.0","-1.8803","2.0","-1.9746000000000001","2.0","-2.0324000000000004","2.0","-2.0607","2.0","-2.0947","2.0","-2.1390000000000002","2.0","-2.1909","2.0","-2.2512000000000003","2.0","-2.2953","2.0","-2.2284","2.0","-2.1499","2.0","-2.0487","2.0","-1.9321000000000002","2.0","-1.8088000000000002","2.0","-1.6923000000000004","2.0","-1.6793","2.0","-1.7350000000000003","2.0","-1.8279","2.0","-1.9343000000000004","2.0","-2.0309000000000004","2.0","-2.0930000000000004","2.0","-2.0488000000000004","2.0","-1.9547000000000003","2.0","-1.8805","2.0","-1.8569000000000004","2.0","-1.8661000000000003","2.0","-1.8745000000000003","2.0","-1.8577000000000004","2.0","-1.7927000000000004","2.0","-1.7168","2.0","-1.6841000000000004","2.0","-1.6950000000000003","2.0","-1.7221000000000002","2.0","-1.7383000000000002","2.0","-1.7277","2.0","-1.7412","2.0","-1.7578","2.0","-1.8338","2.0","-1.9152","2.0","-1.9747000000000003","2.0","-1.9991000000000003","2.0","-1.9833000000000003","2.0","-1.9340000000000002","2.0","-1.8656000000000001","2.0","-1.7913000000000001","2.0","-1.7229","2.0","-1.6793","2.0"
"39","-2.1265","2.0","-2.0937","2.0","-2.0439000000000003","2.0","-1.9918","2.0","-1.9466","2.0","-1.8992","2.0","-1.8366000000000002","2.0","-1.7669000000000001","2.0","-1.7199000000000004","2.0","-1.7283000000000004","2.0","-1.7367000000000004","2.0","-1.7515","2.0","-1.7627000000000002","2.0","-1.7424000000000004","2.0","-1.6748000000000003","2.0","-1.5797000000000003","2.0","-1.4702000000000002","2.0","-1.3667000000000002","2.0","-1.2938","2.0","-1.2679","2.0","-1.2889000000000004","2.0","-1.3419000000000003","2.0","-1.4541000000000004","2.0","-1.6121000000000003","2.0","-1.7493000000000003","2.0","-1.8437000000000001","2.0","-1.8965","2.0","-1.9279000000000002","2.0","-1.9711000000000003","2.0","-2.0323","2.0","-2.0905","2.0","-2.1263","2.0","-2.1372000000000004","2.0","-2.1402","2.0","-2.1379","2.0","-2.0487","2.0","-1.9321000000000002","2.0","-1.8088000000000002","2.0","-1.6923000000000004","2.0","-1.6294000000000004","2.0","-1.7274000000000003","2.0","-1.7493000000000003","2.0","-1.7640000000000002","2.0","-1.7755","2.0","-1.7818","2.0","-1.7810000000000001","2.0","-1.7697000000000003","2.0","-1.7442000000000002","2.0","-1.7283000000000004","2.0","-1.7349","2.0","-1.7036000000000002","2.0","-1.6457000000000002","2.0","-1.5749000000000004","2.0","-1.4973","2.0","-1.4063000000000003","2.0","-1.3284000000000002","2.0","-1.2830000000000004","2.0","-1.2679","2.0","-1.4051","2.0","-1.5224000000000002","2.0","-1.6105","2.0","-1.7013000000000003","2.0","-1.7870000000000004","2.0","-1.8435000000000001","2.0","-1.8601","2.0","-1.8387000000000002","2.0","-1.7908000000000004","2.0","-1.7310000000000003","2.0","-1.6746000000000003","2.0","-1.6386000000000003","2.0","-1.6294000000000004","2.0"
