"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"10","-24.3722","2.0","-24.3721","2.0","-24.3721","2.0","-24.372","2.0","-24.3719","2.0","-24.3718","2.0","-24.3717","2.0","-24.3717","2.0","-24.3716","2.0","-24.3716","2.0","-24.3716","2.0","-24.3715","2.0","-24.3715","2.0","-24.3714","2.0","-24.3713","2.0","-24.3712","2.0","-24.371100000000002","2.0","-24.371000000000002","2.0","-24.371000000000002","2.0","-24.370900000000002","2.0","-24.371000000000002","2.0","-24.371100000000002","2.0","-24.3712","2.0","-24.3714","2.0","-24.3715","2.0","-24.3717","2.0","-24.3718","2.0","-24.3719","2.0","-24.372","2.0","-24.3721","2.0","-24.3721","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0","-24.3721","2.0","-24.3721","2.0","-24.372","2.0","-24.3718","2.0","-24.3718","2.0","-24.3717","2.0","-24.3716","2.0","-24.3716","2.0","-24.3715","2.0","-24.3715","2.0","-24.3714","2.0","-24.3713","2.0","-24.3712","2.0","-24.371100000000002","2.0","-24.371000000000002","2.0","-24.371000000000002","2.0","-24.371000000000002","2.0","-24.371000000000002","2.0","-24.371100000000002","2.0","-24.3712","2.0","-24.3714","2.0","-24.3715","2.0","-24.3717","2.0","-24.3718","2.0","-24.3719","2.0","-24.372","2.0","-24.3721","2.0","-24.3722","2.0","-24.3722","2.0","-24.3722","2.0"
"11","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366200000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366400000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366200000000003","2.0","-24.366300000000003","2.0","-24.366300000000003","2.0","-24.366400000000002","2.0","-24.366400000000002","2.0","-24.366500000000002","2.0","-24.366500000000002","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.366600000000002","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0","-24.3667","2.0"
"12","-16.0226","2.0","-15.9954","2.0","-15.950700000000001","2.0","-15.889800000000001","2.0","-15.8144","2.0","-15.7272","2.0","-15.6323","2.0","-15.537300000000002","2.0","-15.457699999999999","2.0","-15.4237","2.0","-15.4204","2.0","-15.410499999999999","2.0","-15.394000000000002","2.0","-15.371500000000001","2.0","-15.343800000000002","2.0","-15.3128","2.0","-15.281500000000001","2.0","-15.253900000000002","2.0","-15.2347","2.0","-15.227699999999999","2.0","-15.232299999999999","2.0","-15.2485","2.0","-15.288499999999999","2.0","-15.3585","2.0","-15.4527","2.0","-15.5595","2.0","-15.6678","2.0","-15.7698","2.0","-15.8595","2.0","-15.9329","2.0","-15.987200000000001","2.0","-16.020500000000002","2.0","-16.0317","2.0","-15.985600000000002","2.0","-15.929300000000001","2.0","-15.853100000000001","2.0","-15.7604","2.0","-15.6583","2.0","-15.563200000000002","2.0","-15.517900000000001","2.0","-15.528099999999998","2.0","-15.533999999999999","2.0","-15.534199999999998","2.0","-15.5262","2.0","-15.5092","2.0","-15.4848","2.0","-15.457","2.0","-15.4333","2.0","-15.4237","2.0","-15.410499999999999","2.0","-15.394200000000001","2.0","-15.3717","2.0","-15.344100000000001","2.0","-15.313200000000002","2.0","-15.2818","2.0","-15.254100000000001","2.0","-15.2347","2.0","-15.227699999999999","2.0","-15.280899999999999","2.0","-15.3372","2.0","-15.4008","2.0","-15.462800000000001","2.0","-15.5171","2.0","-15.5595","2.0","-15.587299999999999","2.0","-15.599499999999999","2.0","-15.5962","2.0","-15.5795","2.0","-15.553999999999998","2.0","-15.5289","2.0","-15.517900000000001","2.0"
"13","-14.3905","2.0","-14.4089","2.0","-14.447700000000001","2.0","-14.503599999999999","2.0","-14.575700000000001","2.0","-14.6615","2.0","-14.756499999999999","2.0","-14.8524","2.0","-14.9329","2.0","-14.967300000000002","2.0","-14.9618","2.0","-14.945800000000002","2.0","-14.921","2.0","-14.89","2.0","-14.856200000000001","2.0","-14.8233","2.0","-14.7944","2.0","-14.770199999999999","2.0","-14.7484","2.0","-14.7348","2.0","-14.735600000000002","2.0","-14.761099999999999","2.0","-14.779499999999999","2.0","-14.773399999999999","2.0","-14.7422","2.0","-14.693200000000001","2.0","-14.6341","2.0","-14.5715","2.0","-14.511299999999999","2.0","-14.4585","2.0","-14.4178","2.0","-14.393899999999999","2.0","-14.3873","2.0","-14.4635","2.0","-14.552600000000002","2.0","-14.666799999999999","2.0","-14.796600000000002","2.0","-14.9298","2.0","-15.045300000000001","2.0","-15.0976","2.0","-15.0461","2.0","-14.9907","2.0","-14.9256","2.0","-14.860299999999999","2.0","-14.8186","2.0","-14.844899999999999","2.0","-14.9026","2.0","-14.9494","2.0","-14.967400000000001","2.0","-14.945599999999999","2.0","-14.9206","2.0","-14.889400000000002","2.0","-14.8554","2.0","-14.822199999999999","2.0","-14.793099999999999","2.0","-14.769000000000002","2.0","-14.747700000000002","2.0","-14.7348","2.0","-14.778099999999998","2.0","-14.780999999999999","2.0","-14.767900000000001","2.0","-14.7436","2.0","-14.714500000000001","2.0","-14.693200000000001","2.0","-14.707799999999999","2.0","-14.7669","2.0","-14.848099999999999","2.0","-14.934899999999999","2.0","-15.0151","2.0","-15.0748","2.0","-15.0976","2.0"
"14","-14.383600000000001","2.0","-14.3967","2.0","-14.413900000000002","2.0","-14.435400000000001","2.0","-14.458100000000002","2.0","-14.479600000000001","2.0","-14.4982","2.0","-14.5124","2.0","-14.5214","2.0","-14.5244","2.0","-14.5363","2.0","-14.5625","2.0","-14.593599999999999","2.0","-14.6248","2.0","-14.6523","2.0","-14.673100000000002","2.0","-14.6846","2.0","-14.6872","2.0","-14.685300000000002","2.0","-14.686700000000002","2.0","-14.702000000000002","2.0","-14.688099999999999","2.0","-14.6617","2.0","-14.629000000000001","2.0","-14.592300000000002","2.0","-14.5537","2.0","-14.5152","2.0","-14.479","2.0","-14.4468","2.0","-14.419799999999999","2.0","-14.398800000000001","2.0","-14.383600000000001","2.0","-14.3769","2.0","-14.379100000000001","2.0","-14.381499999999999","2.0","-14.3844","2.0","-14.3872","2.0","-14.389600000000002","2.0","-14.391200000000001","2.0","-14.3918","2.0","-14.4358","2.0","-14.487100000000002","2.0","-14.552","2.0","-14.6216","2.0","-14.671500000000002","2.0","-14.654499999999999","2.0","-14.602699999999999","2.0","-14.5522","2.0","-14.5244","2.0","-14.5625","2.0","-14.593700000000002","2.0","-14.6249","2.0","-14.6526","2.0","-14.6737","2.0","-14.6857","2.0","-14.688400000000001","2.0","-14.686499999999999","2.0","-14.686700000000002","2.0","-14.6723","2.0","-14.6573","2.0","-14.6369","2.0","-14.611899999999999","2.0","-14.583100000000002","2.0","-14.5537","2.0","-14.546800000000001","2.0","-14.519400000000001","2.0","-14.482099999999999","2.0","-14.446100000000001","2.0","-14.417100000000001","2.0","-14.398299999999999","2.0","-14.3918","2.0"
"15","-14.381","2.0","-14.391000000000002","2.0","-14.4023","2.0","-14.4147","2.0","-14.4281","2.0","-14.441199999999998","2.0","-14.453","2.0","-14.4622","2.0","-14.4681","2.0","-14.470099999999999","2.0","-14.465700000000002","2.0","-14.461200000000002","2.0","-14.4648","2.0","-14.479099999999999","2.0","-14.504000000000001","2.0","-14.538","2.0","-14.578399999999998","2.0","-14.621100000000002","2.0","-14.6598","2.0","-14.677399999999999","2.0","-14.669599999999999","2.0","-14.6536","2.0","-14.631800000000002","2.0","-14.605","2.0","-14.574300000000001","2.0","-14.541","2.0","-14.506499999999999","2.0","-14.4726","2.0","-14.441199999999998","2.0","-14.4143","2.0","-14.393899999999999","2.0","-14.3812","2.0","-14.3769","2.0","-14.379100000000001","2.0","-14.381499999999999","2.0","-14.3844","2.0","-14.3872","2.0","-14.389600000000002","2.0","-14.391200000000001","2.0","-14.3918","2.0","-14.3902","2.0","-14.3891","2.0","-14.3889","2.0","-14.391000000000002","2.0","-14.396999999999998","2.0","-14.4086","2.0","-14.4268","2.0","-14.4515","2.0","-14.470099999999999","2.0","-14.461200000000002","2.0","-14.4649","2.0","-14.479099999999999","2.0","-14.504000000000001","2.0","-14.5381","2.0","-14.578399999999998","2.0","-14.6208","2.0","-14.659099999999999","2.0","-14.677399999999999","2.0","-14.593700000000002","2.0","-14.5489","2.0","-14.52","2.0","-14.511400000000002","2.0","-14.522400000000001","2.0","-14.541","2.0","-14.517199999999999","2.0","-14.485","2.0","-14.454899999999999","2.0","-14.428899999999999","2.0","-14.4088","2.0","-14.3962","2.0","-14.3918","2.0"
"16","-9.022200000000002","2.0","-9.043600000000001","2.0","-9.068000000000001","2.0","-9.092400000000001","2.0","-9.1156","2.0","-9.136600000000001","2.0","-9.154399999999999","2.0","-9.1682","2.0","-9.1766","2.0","-9.1796","2.0","-9.1789","2.0","-9.1771","2.0","-9.1751","2.0","-9.174199999999999","2.0","-9.176200000000001","2.0","-9.181799999999999","2.0","-9.190000000000001","2.0","-9.1987","2.0","-9.205300000000001","2.0","-9.207699999999999","2.0","-9.2121","2.0","-9.2153","2.0","-9.2166","2.0","-9.2146","2.0","-9.2081","2.0","-9.1968","2.0","-9.1805","2.0","-9.1593","2.0","-9.1329","2.0","-9.101600000000001","2.0","-9.0661","2.0","-9.031","2.0","-9.013","2.0","-9.133700000000001","2.0","-9.2018","2.0","-9.258500000000002","2.0","-9.3021","2.0","-9.3326","2.0","-9.3507","2.0","-9.3567","2.0","-9.341899999999999","2.0","-9.324200000000001","2.0","-9.3009","2.0","-9.273800000000001","2.0","-9.2452","2.0","-9.2186","2.0","-9.1974","2.0","-9.1841","2.0","-9.1797","2.0","-9.1826","2.0","-9.1861","2.0","-9.1905","2.0","-9.1952","2.0","-9.1997","2.0","-9.2033","2.0","-9.2059","2.0","-9.2073","2.0","-9.2078","2.0","-9.1924","2.0","-9.1787","2.0","-9.168600000000001","2.0","-9.167","2.0","-9.1765","2.0","-9.1968","2.0","-9.2249","2.0","-9.2567","2.0","-9.2883","2.0","-9.3161","2.0","-9.338000000000001","2.0","-9.3519","2.0","-9.3566","2.0"
"17","-8.9456","2.0","-8.9328","2.0","-8.9297","2.0","-8.935","2.0","-8.9412","2.0","-8.9465","2.0","-8.9502","2.0","-8.9524","2.0","-8.9535","2.0","-8.953800000000001","2.0","-8.9558","2.0","-8.9609","2.0","-8.967400000000001","2.0","-8.9741","2.0","-8.979","2.0","-8.9805","2.0","-8.9784","2.0","-8.9744","2.0","-8.971","2.0","-8.9697","2.0","-8.973600000000001","2.0","-8.9764","2.0","-8.9773","2.0","-8.975000000000001","2.0","-8.9698","2.0","-8.9622","2.0","-8.9533","2.0","-8.9439","2.0","-8.9347","2.0","-8.9267","2.0","-8.924","2.0","-8.939900000000002","2.0","-8.953","2.0","-8.9122","2.0","-8.917200000000001","2.0","-8.9226","2.0","-8.930299999999999","2.0","-8.9367","2.0","-8.9408","2.0","-8.9423","2.0","-8.9602","2.0","-8.970500000000001","2.0","-8.9793","2.0","-8.985199999999999","2.0","-8.9868","2.0","-8.983","2.0","-8.973700000000001","2.0","-8.961400000000001","2.0","-8.953700000000001","2.0","-8.957","2.0","-8.9581","2.0","-8.9575","2.0","-8.9558","2.0","-8.9564","2.0","-8.9606","2.0","-8.9653","2.0","-8.9685","2.0","-8.9697","2.0","-8.9653","2.0","-8.9604","2.0","-8.9564","2.0","-8.9566","2.0","-8.9595","2.0","-8.9622","2.0","-8.9632","2.0","-8.962","2.0","-8.9604","2.0","-8.9587","2.0","-8.9548","2.0","-8.9487","2.0","-8.9423","2.0"
"18","-8.9099","2.0","-8.914200000000001","2.0","-8.9175","2.0","-8.9208","2.0","-8.9246","2.0","-8.9284","2.0","-8.9319","2.0","-8.9348","2.0","-8.9367","2.0","-8.9374","2.0","-8.9366","2.0","-8.935400000000001","2.0","-8.934899999999999","2.0","-8.9347","2.0","-8.9341","2.0","-8.932300000000001","2.0","-8.929400000000001","2.0","-8.9255","2.0","-8.9219","2.0","-8.9204","2.0","-8.932","2.0","-8.9398","2.0","-8.9453","2.0","-8.9483","2.0","-8.9488","2.0","-8.9468","2.0","-8.942499999999999","2.0","-8.9362","2.0","-8.928799999999999","2.0","-8.921199999999999","2.0","-8.9143","2.0","-8.909400000000002","2.0","-8.9075","2.0","-8.9122","2.0","-8.917200000000001","2.0","-8.9231","2.0","-8.9289","2.0","-8.933800000000002","2.0","-8.937000000000001","2.0","-8.9381","2.0","-8.9365","2.0","-8.9347","2.0","-8.932400000000001","2.0","-8.93","2.0","-8.9281","2.0","-8.9274","2.0","-8.928799999999999","2.0","-8.9331","2.0","-8.9374","2.0","-8.935400000000001","2.0","-8.936","2.0","-8.9387","2.0","-8.942","2.0","-8.941600000000001","2.0","-8.9359","2.0","-8.9286","2.0","-8.922699999999999","2.0","-8.9204","2.0","-8.924900000000001","2.0","-8.929300000000001","2.0","-8.933","2.0","-8.9356","2.0","-8.940100000000001","2.0","-8.9468","2.0","-8.9531","2.0","-8.956800000000001","2.0","-8.9559","2.0","-8.950700000000001","2.0","-8.9448","2.0","-8.940000000000001","2.0","-8.9381","2.0"
"19","-8.9078","2.0","-8.9073","2.0","-8.9006","2.0","-8.8923","2.0","-8.8894","2.0","-8.887","2.0","-8.8849","2.0","-8.8833","2.0","-8.882200000000001","2.0","-8.8818","2.0","-8.8812","2.0","-8.8792","2.0","-8.8757","2.0","-8.871300000000002","2.0","-8.8666","2.0","-8.862400000000001","2.0","-8.859200000000001","2.0","-8.8569","2.0","-8.855599999999999","2.0","-8.8552","2.0","-8.8567","2.0","-8.8586","2.0","-8.8613","2.0","-8.864799999999999","2.0","-8.869","2.0","-8.8737","2.0","-8.8788","2.0","-8.8839","2.0","-8.8889","2.0","-8.895","2.0","-8.9069","2.0","-8.9089","2.0","-8.9076","2.0","-8.9083","2.0","-8.9148","2.0","-8.9231","2.0","-8.9289","2.0","-8.933800000000002","2.0","-8.937000000000001","2.0","-8.9381","2.0","-8.9243","2.0","-8.917","2.0","-8.9097","2.0","-8.9026","2.0","-8.895900000000001","2.0","-8.8901","2.0","-8.8856","2.0","-8.8828","2.0","-8.8818","2.0","-8.879100000000001","2.0","-8.8757","2.0","-8.871300000000002","2.0","-8.866800000000001","2.0","-8.8627","2.0","-8.8594","2.0","-8.857099999999999","2.0","-8.855599999999999","2.0","-8.8552","2.0","-8.8573","2.0","-8.8597","2.0","-8.8626","2.0","-8.865300000000001","2.0","-8.8688","2.0","-8.8737","2.0","-8.8801","2.0","-8.8879","2.0","-8.897300000000001","2.0","-8.907900000000001","2.0","-8.9191","2.0","-8.9301","2.0","-8.9381","2.0"
"20","-8.8986","2.0","-8.895900000000001","2.0","-8.892800000000001","2.0","-8.887","2.0","-8.8772","2.0","-8.8692","2.0","-8.863199999999999","2.0","-8.859","2.0","-8.8567","2.0","-8.8558","2.0","-8.8558","2.0","-8.855599999999999","2.0","-8.8553","2.0","-8.854800000000001","2.0","-8.8542","2.0","-8.8535","2.0","-8.852599999999999","2.0","-8.851700000000001","2.0","-8.850999999999999","2.0","-8.8507","2.0","-8.850999999999999","2.0","-8.851600000000001","2.0","-8.8525","2.0","-8.8538","2.0","-8.8558","2.0","-8.8588","2.0","-8.8631","2.0","-8.8692","2.0","-8.878","2.0","-8.8889","2.0","-8.8951","2.0","-8.8986","2.0","-8.9002","2.0","-8.8904","2.0","-8.8749","2.0","-8.8677","2.0","-8.864799999999999","2.0","-8.864","2.0","-8.864","2.0","-8.8641","2.0","-8.860800000000001","2.0","-8.8579","2.0","-8.8553","2.0","-8.8534","2.0","-8.852599999999999","2.0","-8.8528","2.0","-8.8539","2.0","-8.8552","2.0","-8.8558","2.0","-8.8555","2.0","-8.855","2.0","-8.8544","2.0","-8.8537","2.0","-8.8529","2.0","-8.8521","2.0","-8.8514","2.0","-8.8509","2.0","-8.8507","2.0","-8.853200000000001","2.0","-8.8559","2.0","-8.8589","2.0","-8.8612","2.0","-8.861","2.0","-8.8588","2.0","-8.8568","2.0","-8.8559","2.0","-8.8565","2.0","-8.8583","2.0","-8.860800000000001","2.0","-8.863199999999999","2.0","-8.8641","2.0"
"21","-8.5531","2.0","-8.5247","2.0","-8.48","2.0","-8.4225","2.0","-8.3575","2.0","-8.2913","2.0","-8.2304","2.0","-8.1811","2.0","-8.1492","2.0","-8.138","2.0","-8.146","2.0","-8.1684","2.0","-8.2009","2.0","-8.238900000000001","2.0","-8.2791","2.0","-8.318999999999999","2.0","-8.3568","2.0","-8.389","2.0","-8.411100000000001","2.0","-8.4191","2.0","-8.3586","2.0","-8.3048","2.0","-8.2568","2.0","-8.226","2.0","-8.218","2.0","-8.2332","2.0","-8.2692","2.0","-8.3217","2.0","-8.3847","2.0","-8.450099999999999","2.0","-8.5083","2.0","-8.548300000000001","2.0","-8.5624","2.0","-8.461300000000001","2.0","-8.3665","2.0","-8.2712","2.0","-8.1892","2.0","-8.1283","2.0","-8.0915","2.0","-8.0792","2.0","-8.0703","2.0","-8.0632","2.0","-8.0595","2.0","-8.0627","2.0","-8.0744","2.0","-8.0932","2.0","-8.1145","2.0","-8.1314","2.0","-8.138","2.0","-8.1645","2.0","-8.1939","2.0","-8.23","2.0","-8.27","2.0","-8.3116","2.0","-8.3519","2.0","-8.3865","2.0","-8.410499999999999","2.0","-8.419","2.0","-8.4097","2.0","-8.396799999999999","2.0","-8.3749","2.0","-8.34","2.0","-8.291","2.0","-8.2332","2.0","-8.1762","2.0","-8.1296","2.0","-8.0989","2.0","-8.0835","2.0","-8.0786","2.0","-8.0786","2.0","-8.0792","2.0"
"22","-6.178800000000001","2.0","-6.2005","2.0","-6.2297","2.0","-6.258100000000001","2.0","-6.2776000000000005","2.0","-6.2833000000000006","2.0","-6.2751","2.0","-6.2577","2.0","-6.2404","2.0","-6.2331","2.0","-6.2551000000000005","2.0","-6.3178","2.0","-6.41","2.0","-6.5167","2.0","-6.626200000000001","2.0","-6.731","2.0","-6.824","2.0","-6.8972","2.0","-6.9442","2.0","-6.9603","2.0","-6.8659","2.0","-6.7658000000000005","2.0","-6.6595","2.0","-6.5702","2.0","-6.507300000000001","2.0","-6.464","2.0","-6.4249","2.0","-6.3795","2.0","-6.3256","2.0","-6.2684","2.0","-6.2175","2.0","-6.1829","2.0","-6.1708","2.0","-6.2498000000000005","2.0","-6.3208","2.0","-6.3918","2.0","-6.453900000000001","2.0","-6.5014","2.0","-6.5311","2.0","-6.5412","2.0","-6.5","2.0","-6.4543","2.0","-6.4004","2.0","-6.347200000000001","2.0","-6.3025","2.0","-6.2701","2.0","-6.2492","2.0","-6.2372000000000005","2.0","-6.2332","2.0","-6.308","2.0","-6.3932","2.0","-6.4973","2.0","-6.609400000000001","2.0","-6.7196","2.0","-6.8177","2.0","-6.8947","2.0","-6.9436","2.0","-6.9603","2.0","-6.8997","2.0","-6.8283000000000005","2.0","-6.7371","2.0","-6.6371","2.0","-6.542","2.0","-6.464","2.0","-6.4118","2.0","-6.3933","2.0","-6.409800000000001","2.0","-6.4499","2.0","-6.495","2.0","-6.5288","2.0","-6.5412","2.0"
"23","-5.5527","2.0","-5.6062","2.0","-5.6648000000000005","2.0","-5.7121","2.0","-5.7477","2.0","-5.7748","2.0","-5.795400000000001","2.0","-5.8101","2.0","-5.8188","2.0","-5.8218000000000005","2.0","-5.8514","2.0","-5.9117","2.0","-5.9756","2.0","-6.040900000000001","2.0","-6.1081","2.0","-6.1702","2.0","-6.2191","2.0","-6.2519","2.0","-6.2700000000000005","2.0","-6.2757000000000005","2.0","-6.2637","2.0","-6.236800000000001","2.0","-6.199400000000001","2.0","-6.168","2.0","-6.121","2.0","-6.0442","2.0","-5.9516","2.0","-5.8617","2.0","-5.7798","2.0","-5.7001","2.0","-5.621","2.0","-5.557600000000001","2.0","-5.5407","2.0","-5.6013","2.0","-5.6152","2.0","-5.589","2.0","-5.5191","2.0","-5.4107","2.0","-5.2753000000000005","2.0","-5.1359","2.0","-5.302300000000001","2.0","-5.4038","2.0","-5.4922","2.0","-5.5563","2.0","-5.5955","2.0","-5.644500000000001","2.0","-5.73","2.0","-5.7974000000000006","2.0","-5.8218000000000005","2.0","-5.9316","2.0","-6.0101","2.0","-6.080500000000001","2.0","-6.1409","2.0","-6.1902","2.0","-6.2281","2.0","-6.2547","2.0","-6.2705","2.0","-6.2757000000000005","2.0","-6.2696000000000005","2.0","-6.2654000000000005","2.0","-6.2538","2.0","-6.2193000000000005","2.0","-6.1492","2.0","-6.0442","2.0","-5.9169","2.0","-5.7796","2.0","-5.637700000000001","2.0","-5.4945","2.0","-5.3555","2.0","-5.2295","2.0","-5.1359","2.0"
"24","-5.5004","2.0","-5.4942","2.0","-5.489000000000001","2.0","-5.4894","2.0","-5.487500000000001","2.0","-5.478","2.0","-5.4619","2.0","-5.441800000000001","2.0","-5.4208","2.0","-5.41","2.0","-5.3827","2.0","-5.4137","2.0","-5.5308","2.0","-5.647","2.0","-5.7357000000000005","2.0","-5.791","2.0","-5.8189","2.0","-5.8289","2.0","-5.8304","2.0","-5.8301","2.0","-5.898300000000001","2.0","-5.9386","2.0","-5.9213000000000005","2.0","-5.8057","2.0","-5.6234","2.0","-5.4394","2.0","-5.322900000000001","2.0","-5.3143","2.0","-5.3688","2.0","-5.4301","2.0","-5.474","2.0","-5.4946","2.0","-5.4915","2.0","-5.3676","2.0","-5.2496","2.0","-5.1203","2.0","-4.999700000000001","2.0","-4.9338","2.0","-4.9961","2.0","-5.1219","2.0","-5.0865","2.0","-5.1033","2.0","-5.1496","2.0","-5.2654000000000005","2.0","-5.4063","2.0","-5.4908","2.0","-5.4803","2.0","-5.435700000000001","2.0","-5.4099","2.0","-5.3746","2.0","-5.4835","2.0","-5.606","2.0","-5.7059","2.0","-5.7732","2.0","-5.8101","2.0","-5.8254","2.0","-5.8296","2.0","-5.8301","2.0","-5.8302000000000005","2.0","-5.812","2.0","-5.7624","2.0","-5.678800000000001","2.0","-5.5677","2.0","-5.4394","2.0","-5.3087","2.0","-5.197100000000001","2.0","-5.1228","2.0","-5.0787","2.0","-5.0572","2.0","-5.0697","2.0","-5.1219","2.0"
"25","-5.0947000000000005","2.0","-5.140700000000001","2.0","-5.1557","2.0","-5.1385000000000005","2.0","-5.1027000000000005","2.0","-5.0629","2.0","-5.0406","2.0","-5.0841","2.0","-5.1528","2.0","-5.1836","2.0","-5.2232","2.0","-5.2173","2.0","-5.1459","2.0","-5.1018","2.0","-5.0881","2.0","-5.083200000000001","2.0","-5.0697","2.0","-5.0375000000000005","2.0","-4.987500000000001","2.0","-4.9531","2.0","-4.8802","2.0","-4.8334","2.0","-4.8108","2.0","-4.8193","2.0","-4.8583","2.0","-4.917400000000001","2.0","-4.968500000000001","2.0","-4.9763","2.0","-4.9965","2.0","-5.0575","2.0","-5.0917","2.0","-5.0837","2.0","-5.0553","2.0","-4.9066","2.0","-4.845000000000001","2.0","-4.7965","2.0","-4.7498000000000005","2.0","-4.7432","2.0","-4.721","2.0","-4.7009","2.0","-4.7931","2.0","-4.8994","2.0","-5.0161","2.0","-5.078200000000001","2.0","-5.1014","2.0","-5.1168000000000005","2.0","-5.1365","2.0","-5.1652000000000005","2.0","-5.1836","2.0","-5.266900000000001","2.0","-5.234500000000001","2.0","-5.2021","2.0","-5.1801","2.0","-5.159000000000001","2.0","-5.1267000000000005","2.0","-5.0741000000000005","2.0","-5.0027","2.0","-4.953200000000001","2.0","-5.1028","2.0","-5.1224","2.0","-5.0871","2.0","-5.0136","2.0","-4.9291","2.0","-4.9175","2.0","-4.9632000000000005","2.0","-4.9751","2.0","-4.938400000000001","2.0","-4.8695","2.0","-4.7935","2.0","-4.7317","2.0","-4.7009","2.0"
