         263 -0.575510025     -0.234270006       5.76279983E-02  0.253264010      0.479676992      0.631506979       3.43740606       4.97741890       6.04755116       6.25964785       6.54060078       6.54984999       7.26313686    
         264 -0.579648018     -0.232770994       5.52950017E-02  0.249071002      0.488819987      0.637389004       3.43112302       4.93301392       6.04601812       6.25933409       6.54620314       6.55626678       7.25887823    
         265 -0.583682001     -0.231260002       5.30069992E-02  0.244876996      0.497886002      0.643530011       3.42482400       4.88825178       6.04465818       6.25891685       6.54293394       6.57188892       7.25844097    
         266 -0.587611973     -0.229737997       5.07690012E-02  0.240685999      0.506869972      0.649940014       3.41851401       4.84318876       6.04345512       6.25839996       6.53976583       6.58778286       7.25231123    
         267 -0.591436028     -0.228210002       4.85859998E-02  0.236500993      0.515766025      0.656629026       3.41219997       4.79787683       6.04239607       6.25778198       6.53673601       6.60389423       7.25241423    
         268 -0.595152974     -0.226677999       4.64630015E-02  0.232326999      0.524569988      0.663607001       3.40588808       4.75236797       6.04146910       6.25706291       6.53383684       6.62015009       7.27771187    
         269 -0.598764002     -0.225143999       4.44049984E-02  0.228166997      0.533276021      0.670885980       3.39958501       4.70671082       6.04066181       6.25623608       6.53105688       6.63657093       7.24399519    
         270 -0.602266014     -0.223609000       4.24170010E-02  0.224023998      0.541876972      0.678474009       3.39329910       4.66095114       6.03996277       6.25532103       6.52843189       6.65314817       7.24619913    
         271 -0.605661988     -0.222078994       4.05029990E-02  0.219903007      0.550369978      0.686381996       3.38703489       4.61513519       6.03936291       6.25430918       6.52590418       6.66979694       7.25487614    
         272 -0.608950019     -0.220552996       3.86710018E-02  0.215804994      0.558749020      0.694619000       3.38080096       4.56930780       6.03885221       6.25320911       6.52351379       6.68653584       7.22830296    
