         137  -7.00125504      -4.78469276      -4.74984694      -2.65603089      -1.57458794      -1.34387696     -0.966840982     -0.723937988     -0.544813991     -0.329362005       3.02900001E-02  0.124810003       4.72771311       5.09849501       6.60131788       6.76164293       7.14895296       7.60433912       7.92101812    
         138  -6.90781212      -4.78449821      -4.75076008      -2.68658495      -1.77302206      -1.42362702     -0.926199019     -0.717701972     -0.552008986     -0.308317006      -8.81590024E-02   3.64289992E-02   5.08367920       5.46088696       6.47690582       6.76707983       7.07274199       7.45946503       7.80981684    
         139  -6.77840281      -4.78311205      -4.74955320      -2.71799207      -1.97725499      -1.56885302     -0.865710974     -0.705088973     -0.553614974     -0.303907007     -0.171050996      -1.56350005E-02   5.43908787       5.78438902       6.38023710       6.78417110       7.00661516       7.31677818       7.66414881    
         140  -6.63568783      -4.77975607      -4.74690199      -2.74858809      -2.17371202      -1.76190102     -0.799037993     -0.684266984     -0.551706016     -0.329616994     -0.186015993      -5.68430014E-02   5.75429010       5.97204590       6.39511299       6.82942295       6.96622086       7.19387102       7.51498795    
         141  -6.48928690      -4.77431488      -4.74342585      -2.77673697      -2.35326099      -1.97599804     -0.741569996     -0.654286027     -0.546913981     -0.359394014     -0.170962006      -8.76749977E-02   5.85327578       6.12433910       6.50616312       6.89169121       7.00960112       7.11238909       7.38092899    
         142  -6.34755993      -4.76729393      -4.73964214      -2.80083299      -2.50956392      -2.18701911     -0.702145994     -0.620884001     -0.539548993     -0.377582014     -0.151896000     -0.105576999       5.77361393       6.31023121       6.56643200       6.90990782       7.01505423       7.21162224       7.31329823    
         143  -6.21987391      -4.75976706      -4.73601007      -2.81928110      -2.63815188      -2.37537789     -0.675451994     -0.598933995     -0.532043993     -0.382440001     -0.136360005     -0.108845003       5.67989302       6.40903091       6.59292603       6.92320108       6.97875309       7.14950705       7.51714993    
         144  -6.11684513      -4.75301313      -4.73295116      -2.83055997      -2.73557401      -2.52475905     -0.654671013     -0.593298018     -0.527922988     -0.378627002     -0.123966001     -0.102718003       5.60197687       6.44287491       6.60803509       6.90606594       6.97233582       7.07994318       7.70663118    
         145  -6.04926920      -4.74837494      -4.73089981      -2.83367610      -2.79859710      -2.62182903     -0.637416005     -0.598895013     -0.526376009     -0.373892993     -0.113404997      -9.65560004E-02   5.55119896       6.45263100       6.61414003       6.87553310       6.98230791       7.03362417       7.82259321    
         146  -6.02564621      -4.74669790      -4.73013878      -2.82796097      -2.82609391      -2.65597701     -0.628019989     -0.605202019     -0.525920987     -0.372097999     -0.108912997      -9.43420008E-02   5.53360319       6.45503187       6.61520576       6.86242723       6.99162388       7.01294994       7.86056614    
         147  -6.04970407      -4.74776793      -4.73177195      -2.82399988      -2.79889703      -2.62987995     -0.637112975     -0.600000978     -0.526003003     -0.375032991     -0.112260997      -9.63440016E-02   5.55146217       6.45959282       6.60633898       6.87795591       6.98715401       7.03177118       7.82140112    
         148  -6.11919308      -4.75104618      -4.73600292      -2.79151106      -2.74063301      -2.55249810     -0.658322990     -0.594047010     -0.524802029     -0.383547992     -0.120654002     -0.100785002       5.60316086       6.46430492       6.58360720       6.91321611       6.98196697       7.08509398       7.71177387    
         149  -6.22709894      -4.75680923      -4.74129677      -2.73148704      -2.65549898      -2.42840195     -0.690972984     -0.597159982     -0.518734992     -0.396694988     -0.129382998     -0.103667997       5.68289518       6.44154978       6.54998779       6.93645096       6.99716806       7.17140007       7.55310488    
         150  -6.36432123      -4.76480484      -4.74610996      -2.64527512      -2.54630494      -2.26716590     -0.736774981     -0.614780009     -0.508463979     -0.410914004     -0.132194996     -0.100419998       5.77902079       6.36565924       6.48432016       6.92349577       7.05678988       7.25067520       7.40167284    
         151  -6.52162790      -4.77353811      -4.74989080      -2.53422809      -2.41509295      -2.08156490     -0.794982016     -0.647396982     -0.504481971     -0.414581001     -0.124366000      -8.79459977E-02   5.86569977       6.23341894       6.35744190       6.87742615       7.13930511       7.14359188       7.46971989    
         152  -6.69036484      -4.78129005      -4.75260878      -2.40001607      -2.26413989      -1.88664901     -0.862174988     -0.693669021     -0.511438012     -0.396914005     -0.104924999      -6.55340031E-02   5.86246681       6.04958487       6.21568680       6.74690580       7.05619621       7.24166918       7.61326122    
         153  -6.86078787      -4.78675318      -4.75428581      -2.24476790      -2.09659100      -1.70130205     -0.932859004     -0.751182020     -0.509965003     -0.363958001      -7.59069994E-02  -3.41099985E-02   5.67081308       5.81447983       6.10779619       6.62320518       7.04089212       7.33835411       7.70681810    
         154  -7.00427580      -4.78909779      -4.75481510      -2.07131004      -1.91727304      -1.54974306     -0.999437988     -0.816120982     -0.477135986     -0.320093989      -4.03480008E-02   5.10700000E-03   5.37859821       5.53699303       5.89524078       6.63084507       7.03129721       7.41322613       7.73849297    
         155  -7.04837084      -4.78797817      -4.75418377      -1.88391697      -1.73499298      -1.45422804      -1.05160403     -0.883157015     -0.406877995     -0.256065011      -9.42000013E-04   5.22090010E-02   5.05355978       5.23242092       5.60149717       6.68153906       7.02401400       7.47464800       7.82723999    
         156  -7.05481195      -4.78358603      -4.75247717      -1.69261003      -1.57087100      -1.40870202      -1.07794297     -0.943973005     -0.334345013     -0.143755004       4.05919999E-02  0.112732001       4.72004700       4.91274500       5.27969122       6.66470814       7.07955408       7.55221796       7.96049786    
         157  -7.05401897      -4.77646589      -4.74983406      -1.56171501      -1.43927896      -1.35403204      -1.07611895     -0.971247971     -0.286361992      -5.02099982E-03   8.38899985E-02  0.214403003       4.39214706       4.58895111       4.95027494       6.57958984       7.20539522       7.64393282       8.10623074    
         158  -7.05035019      -4.76756907      -4.74643087      -1.56970596      -1.31398201      -1.27308905      -1.07099903     -0.895605028     -0.252900004       8.42519999E-02  0.128838003      0.398092002       4.08200693       4.27199793       4.62375021       6.47542286       7.36427021       7.73116207       8.23878288    
         159  -7.04540777      -4.75816822      -4.74250221      -1.61304605      -1.30268395      -1.21799600     -0.970265985     -0.754397988     -0.226795003      0.135811999      0.171021998      0.627996027       3.80278611       3.97382689       4.30910206       6.37642002       7.53658819       7.79719782       8.33758926    
         160  -7.04028320      -4.74973202      -4.73817205      -1.65767300      -1.30868101      -1.23839700     -0.801199973     -0.614060998     -0.205044001      0.176247001      0.205992997      0.859031022       3.56984210       3.70855999       4.01743317       6.29290819       7.69489717       7.85401392       8.40104198    
         161  -7.03595304      -4.74369907      -4.73371792      -1.69387400      -1.31759501      -1.26332402     -0.648171008     -0.505518973     -0.186692998      0.210881993      0.232170001       1.06114197       3.40038896       3.49371505       3.76543403       6.23030901       7.76197910       7.98168516       8.43479919    
         162  -7.03298092      -4.74031305      -4.73005390      -1.71710801      -1.32448995      -1.27992594     -0.541023016     -0.441666007     -0.173507005      0.236609995      0.248289004       1.20352995       3.30785990       3.34972811       3.58063507       6.19167185       7.76770496       8.15403461       8.43278217    
         163  -7.03199196      -4.73932791      -4.72873211      -1.72509599      -1.32706499      -1.28559995     -0.501635015     -0.421739012     -0.168706000      0.246721998      0.253423005       1.25566304       3.28828502       3.29326105       3.50789499       6.17860317       7.76629305       8.26684093       8.39464092    
         164  -7.03786993      -4.74072504      -4.73769808      -1.69937098      -1.30194902      -1.27035499     -0.656940997     -0.481287986     -0.188521996      0.215628996      0.224674001       1.06322098       3.33572102       3.53488493       3.77504301       6.22341013       7.79838324       8.02255535       8.36683178    
         165  -7.04437399      -4.74719000      -4.74246597      -1.66919601      -1.27617395      -1.25229001     -0.834748030     -0.552079022     -0.213397995      0.178222001      0.197946995      0.888602972       3.39195299       3.79734612       4.05780602       6.27875614       7.82648706       7.84327507       8.32994461    
         166  -7.05210686      -4.75765991      -4.74492216      -1.63021100      -1.25605094      -1.22854197      -1.05049598     -0.645313978     -0.248434007      0.135315999      0.161923006      0.717998028       3.46529198       4.11732006       4.39306021       6.35503006       7.67222786       7.84200621       8.28120422    
         167  -7.05993700      -4.76711893      -4.74796486      -1.58491504      -1.31108403      -1.24228501      -1.20000601     -0.735473990     -0.293794006       8.92829970E-02  0.117555998      0.574517012       3.55112410       4.47179413       4.75788879       6.45096016       7.52203798       7.82226896       8.23459721    
         168  -7.06688118      -4.77385902      -4.75168324      -1.53839505      -1.53580296      -1.34095597      -1.16708803     -0.773760021     -0.349494010       4.20249999E-02   6.56829998E-02  0.464967012       3.64434290       4.84094620       5.13803005       6.56475115       7.39963388       7.75595617       8.19943428    
         169  -7.07218981      -4.77667284      -4.75589705      -1.77006197      -1.50706899      -1.48516703      -1.12955403     -0.745480001     -0.415048003      -4.22200002E-03   7.07900012E-03  0.385475993       3.73975706       5.20646477       5.52405214       6.69351101       7.30796385       7.65395784       8.16360092    
         170  -7.07549715      -4.77516699      -4.76055002      -1.98660302      -1.71174800      -1.43484700      -1.08679295     -0.679423988     -0.489142001      -5.74180000E-02  -4.68700007E-02  0.328509986       3.83246708       5.55036402       5.90789080       6.83138895       7.24801588       7.53094482       8.11168766    
         171  -7.07687283      -4.76972485      -4.76542187      -2.18148208      -1.92226899      -1.38592303      -1.03858304     -0.599877000     -0.569293022     -0.126581997      -8.31860006E-02  0.287202001       3.91811800       5.85555315       6.27954197       6.96277714       7.22561979       7.39388800       8.04827690    
         172  -7.01030397      -4.77029181      -4.76149607      -2.35051298      -2.11734104      -1.33859301     -0.986281991     -0.651310027     -0.521673024     -0.198506996     -0.110227004      0.256637990       3.99304891       6.10753679       6.62244987       7.04766083       7.25122213       7.26562119       7.99878788    
         173  -6.89113808      -4.77474308      -4.75209999      -2.49055696      -2.28153491      -1.29265904     -0.935164988     -0.727630973     -0.455835015     -0.270060986     -0.125278994      0.233747005       4.05428314       6.29777718       6.89078808       7.07125998       7.14429283       7.36134386       7.98282290    
         174  -6.79736090      -4.77840519      -4.74352217      -2.59787393      -2.40375304      -1.24909103     -0.902988017     -0.779134989     -0.409969985     -0.335848987     -0.127868995      0.217050999       4.09961319       6.42713499       6.91173887       7.07390594       7.24290895       7.44922113       7.99683094    
         175  -6.73706818      -4.78083801      -4.73752403      -2.66663003      -2.47802997      -1.21322000     -0.914991021     -0.779954016     -0.386119008     -0.385356009     -0.123122998      0.206456006       4.12746191       6.50351191       6.83967590       7.07323599       7.38746977       7.50017309       8.02027416    
         176  -6.71622610      -4.78169203      -4.73536921      -2.69048190      -2.50279593      -1.19800103     -0.929531991     -0.770299971     -0.405927002     -0.378013998     -0.120034002      0.202751994       4.13687277       6.52998495       6.80908918       7.07281590       7.44132996       7.51569080       8.03117943    
