         113  -6.02564621      -4.74669790      -4.73013878      -2.82796097      -2.82609391      -2.65597701     -0.628019989     -0.605202019     -0.525922000     -0.372097999     -0.108912997      -9.43410024E-02   5.53360224       6.45502377       6.61519003       6.86241388       6.99161816       7.01294613       7.86057615    
         114  -6.04893494      -4.74797583      -4.72984886      -2.83337092      -2.78608108      -2.63521099     -0.645932972     -0.595166028     -0.526687980     -0.377620995     -0.111454003      -9.31390002E-02   5.55388117       6.45243406       6.60987806       6.87293100       6.98633623       7.04166985       7.87156105    
         115  -6.11349583      -4.75139618      -4.72929621      -2.82558894      -2.72679400      -2.54352689     -0.677769005     -0.588165998     -0.528536022     -0.391061991     -0.117440000      -9.11369994E-02   5.61376095       6.43479109       6.59024811       6.89243698       6.99945498       7.10823011       7.89201593    
         116  -6.20636702      -4.75610209      -4.72902822      -2.81090403      -2.68575406      -2.35658312     -0.715703011     -0.594803989     -0.530147016     -0.404354990     -0.124847002      -8.96530002E-02   5.71039009       6.34881401       6.55972719       6.90353584       7.05224514       7.20807409       7.72992992    
         117  -6.31267214      -4.76142502      -4.72936201      -2.79147196      -2.65158200      -2.11068296     -0.757481992     -0.618201971     -0.528253973     -0.409963012     -0.131553993      -8.81280005E-02   5.83710480       6.10870314       6.54265213       6.92881393       7.14007092       7.32131577       7.60830498    
         118  -6.41964102      -4.76673508      -4.73022985      -2.76910400      -2.61737704      -1.84377801     -0.800526977     -0.654457986     -0.517600000     -0.407209009     -0.134317994      -8.38930011E-02   5.71577692       6.00485611       6.53691578       6.98453999       7.24253178       7.39875889       7.65104580    
         119  -6.51781082      -4.77163219      -4.73150778      -2.74587798      -2.58330393      -1.59310901     -0.841660976     -0.694432020     -0.493896991     -0.399892986     -0.130466998      -6.85110018E-02   5.27948999       6.17770481       6.53588676       7.05711603       7.31556988       7.48736191       7.76744986    
         120  -6.60060692      -4.77585316      -4.73294878      -2.72414088      -2.55175495      -1.39603806     -0.877569973     -0.729300976     -0.459766001     -0.391579986     -0.124260999      -2.16210000E-02   4.84932613       6.36157179       6.53988981       7.12096405       7.35126114       7.62997723       7.70637417    
         121  -6.66341019      -4.77898884      -4.73417902      -2.70631504      -2.52587605      -1.27307296     -0.905480027     -0.753542006     -0.428739995     -0.384474009     -0.121157996       6.71150014E-02   4.48135424       6.50741577       6.58239603       7.14497280       7.38300514       7.61092997       7.80224991    
         122  -6.70277596      -4.78099918      -4.73502684      -2.69457889      -2.50878096      -1.21434104     -0.923336983     -0.766444027     -0.411112010     -0.379716009     -0.120213002      0.161750004       4.22812319       6.52758217       6.72857285       7.11216688       7.41871977       7.54574108       7.95285416    
         123  -6.71622610      -4.78169203      -4.73536777      -2.69048190      -2.50279593      -1.19800103     -0.929530978     -0.770300984     -0.405927002     -0.378013998     -0.120034002      0.202751994       4.13684988       6.52999496       6.80908823       7.07283020       7.44131279       7.51568699       8.03117085    
         124  -6.74144888      -4.77982712      -4.73694086      -2.69237494      -2.44320011      -1.20118594     -0.943620980     -0.780174017     -0.382743001     -0.372033000     -0.128133997      0.208039001       4.12556791       6.51741123       6.83003616       7.07334709       7.37786102       7.50329685       8.01811028    
         125  -6.81145811      -4.77472115      -4.74147415      -2.68892002      -2.28126907      -1.21107996     -0.984875977     -0.791656971     -0.396072000     -0.289822012     -0.151463002      0.224781007       4.09264088       6.46118021       6.87257195       7.07624483       7.20541382       7.46943521       8.02341366    
         126  -6.91206980      -4.76738596      -4.74831390      -2.67584801      -2.04255009      -1.22870100      -1.04038799     -0.791033983     -0.415470988     -0.187179998     -0.186758995      0.255970001       4.04103518       6.26928806       6.82884693       7.08279705       7.13804483       7.42366695       8.08451653    
         127  -7.02633381      -4.75894785      -4.75663710      -2.65581107      -1.75590503      -1.25526702      -1.09240496     -0.781777978     -0.436825007     -0.230893999      -7.90349990E-02  0.307734013       3.97588396       5.85729408       6.75869179       7.08920622       7.25790882       7.37931681       8.07254314    
         128  -7.05240488      -4.76540184      -4.75041485      -2.63228106      -1.45850205      -1.28946400      -1.13157594     -0.768728018     -0.454436004     -0.277220994       2.34180000E-02  0.390394986       3.90447903       5.32963419       6.73714781       7.08691692       7.34762907       7.43353415       8.04396057    
         129  -7.04689121      -4.77352381      -4.74272490      -2.60875511      -1.32526195      -1.19582105      -1.15778804     -0.755262971     -0.461371005     -0.320389986      0.112880997      0.516040981       3.83549190       4.78666210       6.73409319       7.07252598       7.33056784       7.62648821       8.00018120    
         130  -7.04242802      -4.78004503      -4.73660278      -2.58869791      -1.35544395      -1.17439401      -1.00991094     -0.743845999     -0.453054994     -0.354972988      0.182655007      0.683115005       3.77794409       4.29682207       6.73639917       7.05313110       7.32056379       7.80812216       7.94224024    
         131  -7.03951120      -4.78421021      -4.73264980      -2.57519698      -1.37515604      -1.18373799     -0.912725985     -0.736258984     -0.436773002     -0.376486003      0.227109998      0.847090006       3.73973203       3.93689203       6.73908997       7.03784990       7.31501818       7.89734411       7.94269180    
         132  -7.03851509      -4.78565693      -4.73127794      -2.57043195      -1.38196695      -1.18677604     -0.884742022     -0.733605027     -0.429190993     -0.383136988      0.242392004      0.919430971       3.72633505       3.79998994       6.74017286       7.03217411       7.31310415       7.88099289       7.99318790    
         133  -7.03862190      -4.78554821      -4.73269320      -2.57435012      -1.37623596      -1.19137204     -0.895789027     -0.733205020     -0.435961008     -0.387742996      0.230788007      0.866128981       3.75619888       3.89155889       6.74039984       7.01143122       7.31107616       7.88078594       7.97679615    
         134  -7.03864002      -4.78522778      -4.73653603      -2.58583307      -1.36077499      -1.21229303     -0.926837981     -0.731806993     -0.463508993     -0.386334985      0.199635997      0.721508026       3.88322902       4.10686684       6.74075508       6.95188618       7.30063105       7.86446619       7.95638609    
         135  -7.03736877      -4.78485012      -4.74168301      -2.60411191      -1.34323800      -1.27067804     -0.963108003     -0.729519010     -0.500163019     -0.372972012      0.155975997      0.520968020       4.10414314       4.39847803       6.73932409       6.86184883       7.27228308       7.81033516       7.97081900    
         136  -7.03112698      -4.78466606      -4.74659586      -2.62799907      -1.40398097      -1.32067597     -0.979578018     -0.727007985     -0.528510988     -0.352737010      0.103560001      0.305137008       4.39387178       4.73673201       6.71298313       6.77428722       7.22006989       7.72603178       7.98456478    
