"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.6204","1.0","-19.6203","1.0","-19.6203","1.0","-19.6203","1.0","-19.6202","1.0","-19.6202","1.0","-19.6203","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6201","1.0","-19.6201","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6202","1.0","-19.6201","1.0","-19.6201","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0"
"2","-19.6204","1.0","-19.6203","1.0","-19.6203","1.0","-19.6203","1.0","-19.6202","1.0","-19.6202","1.0","-19.6203","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6201","1.0","-19.6201","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6202","1.0","-19.6201","1.0","-19.6201","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0","-19.6201","1.0","-19.62","1.0","-19.62","1.0"
"3","-19.6201","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0"
"4","-19.6201","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.6202","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0","-19.62","1.0"
"5","-19.6196","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6198","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.6198","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0"
"6","-19.6196","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6195","1.0","-19.6198","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.6198","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0","-19.619699999999998","1.0"
"7","-19.6194","1.0","-19.6195","1.0","-19.6195","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0"
"8","-19.6194","1.0","-19.6195","1.0","-19.6195","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6194","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0","-19.6196","1.0"
"9","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0","-19.6119","1.0"
"10","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0"
"11","-19.612099999999998","1.0","-19.612099999999998","1.0","-19.612099999999998","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6122","1.0","-19.6117","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6117","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0","-19.6118","1.0"
