"Index","kx","ky","kz","VB","EV / eV","VB Occ","CB","EC / eV","CB Occ","Eg (Direct) / eV"
"1","0.0","0.0","0.0","42","-0.13119999999999976","2.0","43","1.2681000000000004","0.0","1.3993000000000002"
"2","0.0","0.00384615","0.0","42","-0.13139999999999974","2.0","43","1.2686000000000002","0.0","1.4"
"3","0.0","0.00769231","0.0","42","-0.13189999999999946","2.0","43","1.2702","0.0","1.4020999999999995"
"4","0.0","0.01153846","0.0","42","-0.1328999999999998","2.0","43","1.2729000000000008","0.0","1.4058000000000006"
"5","0.0","0.01538462","0.0","42","-0.13409999999999966","2.0","43","1.2766000000000002","0.0","1.4106999999999998"
"6","0.0","0.01923077","0.0","42","-0.13559999999999972","2.0","43","1.2813000000000008","0.0","1.4169000000000005"
"7","0.0","0.02307692","0.0","42","-0.13729999999999976","2.0","43","1.2871000000000006","0.0","1.4244000000000003"
"8","0.0","0.02692308","0.0","42","-0.13909999999999956","2.0","43","1.2938","0.0","1.4328999999999996"
"9","0.0","0.03076923","0.0","42","-0.14099999999999957","2.0","43","1.3015000000000008","0.0","1.4425000000000003"
"10","0.0","0.03461539","0.0","42","-0.1429999999999998","2.0","43","1.3100000000000005","0.0","1.4530000000000003"
"11","0.0","0.03846154","0.0","42","-0.14499999999999957","2.0","43","1.3195000000000006","0.0","1.4645000000000001"
"12","0.0","0.04230769","0.0","42","-0.14709999999999956","2.0","43","1.3298000000000005","0.0","1.4769"
"13","0.0","0.04615385","0.0","42","-0.14919999999999956","2.0","43","1.3408000000000007","0.0","1.4900000000000002"
"14","0.0","0.05","0.0","42","-0.15129999999999955","2.0","43","1.3526000000000007","0.0","1.5039000000000002"
"15","0.0","0.05384615","0.0","42","-0.15349999999999975","2.0","43","1.3652000000000006","0.0","1.5187000000000004"
"16","0.0","0.05769231","0.0","42","-0.1556999999999995","2.0","43","1.3783000000000003","0.0","1.5339999999999998"
"17","0.0","0.06153846","0.0","42","-0.15799999999999947","2.0","43","1.3922000000000008","0.0","1.5502000000000002"
"18","0.0","0.06538462","0.0","42","-0.16029999999999944","2.0","43","1.4066","0.0","1.5668999999999995"
"19","0.0","0.06923077","0.0","42","-0.16269999999999962","2.0","43","1.4214000000000002","0.0","1.5840999999999998"
"20","0.0","0.07307693","0.0","42","-0.1650999999999998","2.0","43","1.4369000000000005","0.0","1.6020000000000003"
"21","0.0","0.07692308","0.0","42","-0.16769999999999952","2.0","43","1.4527","0.0","1.6203999999999996"
"22","0.0","0.08076923","0.0","42","-0.17029999999999967","2.0","43","1.4690000000000003","0.0","1.6393"
"23","0.0","0.08461539","0.0","42","-0.1729999999999996","2.0","43","1.4857000000000005","0.0","1.6587"
"24","0.0","0.08846154","0.0","42","-0.17569999999999952","2.0","43","1.5028000000000006","0.0","1.6785"
"25","0.0","0.09230769","0.0","42","-0.17859999999999943","2.0","43","1.5201000000000002","0.0","1.6986999999999997"
"26","0.0","0.09615385","0.0","42","-0.18159999999999954","2.0","43","1.5378000000000007","0.0","1.7194000000000003"
"27","0.0","0.1","0.0","42","-0.18459999999999965","2.0","43","1.5557000000000007","0.0","1.7403000000000004"
"28","0.0","0.10384616","0.0","42","-0.18779999999999974","2.0","43","1.5738000000000003","0.0","1.7616"
"29","0.0","0.10769231","0.0","42","-0.1909999999999994","2.0","43","1.5922","0.0","1.7831999999999995"
"30","0.0","0.11153846","0.0","42","-0.1942999999999997","2.0","43","1.6107000000000005","0.0","1.8050000000000002"
"31","0.0","0.11538462","0.0","42","-0.19779999999999953","2.0","43","1.6294000000000004","0.0","1.8272"
"32","0.0","0.11923077","0.0","42","-0.20129999999999937","2.0","43","1.6482","0.0","1.8494999999999995"
"33","0.0","0.12307692","0.0","42","-0.20489999999999942","2.0","43","1.6671000000000005","0.0","1.8719999999999999"
"34","0.0","0.12692308","0.0","42","-0.20859999999999967","2.0","43","1.6861000000000006","0.0","1.8947000000000003"
"35","0.0","0.13076924","0.0","42","-0.2123999999999997","2.0","43","1.7052000000000005","0.0","1.9176000000000002"
"36","0.0","0.13461539","0.0","42","-0.2162999999999995","2.0","43","1.7243000000000004","0.0","1.9405999999999999"
"37","0.0","0.13846155","0.0","42","-0.2202999999999995","2.0","43","1.7435","0.0","1.9637999999999995"
"38","0.0","0.1423077","0.0","42","-0.2243999999999997","2.0","43","1.7627000000000006","0.0","1.9871000000000003"
"39","0.0","0.14615385","0.0","42","-0.22849999999999948","2.0","43","1.7818000000000005","0.0","2.0103"
"40","0.0","0.15000001","0.0","42","-0.23279999999999967","2.0","43","1.8010000000000002","0.0","2.0338"
"41","0.0","0.15384616","0.0","42","-0.23719999999999963","2.0","43","1.8201","0.0","2.0572999999999997"
"42","0.0","0.15769231","0.0","42","-0.2415999999999996","2.0","43","1.8392000000000008","0.0","2.0808000000000004"
"43","0.0","0.16153847","0.0","42","-0.24609999999999976","2.0","43","1.8583000000000007","0.0","2.1044000000000005"
"44","0.0","0.16538462","0.0","42","-0.2506999999999997","2.0","43","1.8772000000000002","0.0","2.1279"
"45","0.0","0.16923077","0.0","42","-0.2553999999999994","2.0","43","1.8961000000000006","0.0","2.1515"
"46","0.0","0.17307693","0.0","42","-0.26019999999999976","2.0","43","1.9149000000000003","0.0","2.1751"
"47","0.0","0.17692308","0.0","42","-0.2649999999999997","2.0","43","1.9336000000000002","0.0","2.1986"
"48","0.0","0.18076923","0.0","42","-0.2699999999999996","2.0","43","1.9522000000000004","0.0","2.2222"
"49","0.0","0.18461539","0.0","42","-0.27499999999999947","2.0","43","1.9706000000000001","0.0","2.2455999999999996"
"50","0.0","0.18846154","0.0","42","-0.28009999999999957","2.0","43","1.9890000000000008","0.0","2.2691000000000003"
"51","0.0","0.1923077","0.0","42","-0.28529999999999944","2.0","43","2.0071000000000003","0.0","2.2923999999999998"
"52","0.0","0.19615385","0.0","42","-0.29049999999999976","2.0","43","2.0252000000000008","0.0","2.3157000000000005"
"53","0.0","0.2","0.0","42","-0.2958999999999996","2.0","43","2.043","0.0","2.3388999999999998"
"54","0.0","0.20384616","0.0","42","-0.30129999999999946","2.0","43","2.0607000000000006","0.0","2.362"
"55","0.0","0.20769231","0.0","42","-0.30669999999999975","2.0","43","2.0782000000000007","0.0","2.3849000000000005"
"56","0.0","0.21153846","0.0","42","-0.3122999999999996","2.0","43","2.0956","0.0","2.4078999999999997"
"57","0.0","0.21538462","0.0","42","-0.3178999999999994","2.0","43","2.1127000000000002","0.0","2.4305999999999996"
"58","0.0","0.21923077","0.0","42","-0.3234999999999997","2.0","43","2.1297000000000006","0.0","2.4532000000000003"
"59","0.0","0.22307692","0.0","42","-0.3292999999999995","2.0","43","2.1465000000000005","0.0","2.4758"
"60","0.0","0.22692308","0.0","42","-0.33509999999999973","2.0","43","2.1630000000000003","0.0","2.4981"
"61","0.0","0.23076923","0.0","42","-0.34099999999999975","2.0","43","2.1794000000000002","0.0","2.5204"
"62","0.0","0.23461539","0.0","42","-0.34689999999999976","2.0","43","2.1955","0.0","2.5423999999999998"
"63","0.0","0.23846154","0.0","42","-0.35289999999999955","2.0","43","2.2114000000000003","0.0","2.5643"
"64","0.0","0.24230769","0.0","42","-0.35899999999999954","2.0","43","2.2271","0.0","2.5860999999999996"
"65","0.0","0.24615385","0.0","42","-0.36509999999999954","2.0","43","2.2425000000000006","0.0","2.6076"
"66","0.0","0.25","0.0","42","-0.37119999999999953","2.0","43","2.2577000000000007","0.0","2.6289000000000002"
"67","0.0","0.25384617","0.0","42","-0.3774999999999995","2.0","43","2.2727000000000004","0.0","2.6502"
"68","0.0","0.25769231","0.0","42","-0.3836999999999997","2.0","43","2.2875000000000005","0.0","2.6712000000000002"
"69","0.0","0.26153848","0.0","42","-0.39009999999999945","2.0","43","2.3020000000000005","0.0","2.6921"
"70","0.0","0.26538461","0.0","42","-0.3963999999999994","2.0","43","2.3163","0.0","2.7126999999999994"
"71","0.0","0.26923078","0.0","42","-0.4027999999999996","2.0","43","2.3304","0.0","2.7331999999999996"
"72","0.0","0.27307692","0.0","42","-0.40929999999999955","2.0","43","2.3442000000000007","0.0","2.7535000000000003"
"73","0.0","0.27692309","0.0","42","-0.4157999999999995","2.0","43","2.3578","0.0","2.7735999999999996"
"74","0.0","0.28076923","0.0","42","-0.42239999999999966","2.0","43","2.3711","0.0","2.7935"
"75","0.0","0.2846154","0.0","42","-0.4288999999999996","2.0","43","2.3842000000000008","0.0","2.8131000000000004"
"76","0.0","0.28846154","0.0","42","-0.43559999999999954","2.0","43","2.3971","0.0","2.8326999999999996"
"77","0.0","0.2923077","0.0","42","-0.4421999999999997","2.0","43","2.409700000000001","0.0","2.8519000000000005"
"78","0.0","0.29615384","0.0","42","-0.44889999999999963","2.0","43","2.4221000000000004","0.0","2.871"
"79","0.0","0.30000001","0.0","42","-0.45559999999999956","2.0","43","2.4343000000000004","0.0","2.8899"
"80","0.0","0.30384615","0.0","42","-0.4622999999999995","2.0","43","2.446300000000001","0.0","2.9086000000000003"
"81","0.0","0.30769232","0.0","42","-0.46909999999999963","2.0","43","2.458","0.0","2.9271"
"82","0.0","0.31153846","0.0","42","-0.47589999999999977","2.0","43","2.4695","0.0","2.9454"
"83","0.0","0.31538463","0.0","42","-0.4825999999999997","2.0","43","2.4808000000000003","0.0","2.9634"
"84","0.0","0.31923077","0.0","42","-0.4893999999999994","2.0","43","2.4919000000000002","0.0","2.9812999999999996"
"85","0.0","0.32307693","0.0","42","-0.49629999999999974","2.0","43","2.5028000000000006","0.0","2.9991000000000003"
"86","0.0","0.32692307","0.0","42","-0.5030999999999994","2.0","43","2.5134000000000007","0.0","3.0165"
"87","0.0","0.33076924","0.0","42","-0.5098999999999996","2.0","43","2.5239000000000003","0.0","3.0338"
"88","0.0","0.33461538","0.0","42","-0.5166999999999997","2.0","43","2.5341000000000005","0.0","3.0508"
"89","0.0","0.33846155","0.0","42","-0.5235999999999996","2.0","43","2.5442","0.0","3.0677999999999996"
"90","0.0","0.34230769","0.0","42","-0.5303999999999998","2.0","43","2.5540000000000003","0.0","3.0844"
"91","0.0","0.34615386","0.0","42","-0.5371999999999995","2.0","43","2.5637000000000008","0.0","3.1009"
"92","0.0","0.34999999","0.0","42","-0.5438999999999994","2.0","43","2.5731","0.0","3.1169999999999995"
"93","0.0","0.35384616","0.0","42","-0.5506999999999995","2.0","43","2.5824000000000007","0.0","3.1331"
"94","0.0","0.3576923","0.0","42","-0.5573999999999995","2.0","43","2.591500000000001","0.0","3.1489000000000003"
"95","0.0","0.36153847","0.0","42","-0.5640999999999994","2.0","43","2.6004000000000005","0.0","3.1645"
"96","0.0","0.36538461","0.0","42","-0.5706999999999995","2.0","43","2.6091000000000006","0.0","3.1798"
"97","0.0","0.36923078","0.0","42","-0.5772999999999997","2.0","43","2.6176000000000004","0.0","3.1949"
"98","0.0","0.37307692","0.0","42","-0.5838999999999994","2.0","43","2.6259000000000006","0.0","3.2098"
"99","0.0","0.37692308","0.0","42","-0.5903999999999994","2.0","43","2.6340000000000003","0.0","3.2243999999999997"
"100","0.0","0.38076922","0.0","42","-0.5967999999999996","2.0","43","2.6419000000000006","0.0","3.2387"
"101","0.0","0.38461539","0.0","42","-0.6031999999999997","2.0","43","2.6497","0.0","3.2529"
"102","0.0","0.38846153","0.0","42","-0.6093999999999995","2.0","43","2.6572000000000005","0.0","3.2666"
"103","0.0","0.3923077","0.0","42","-0.6155999999999997","2.0","43","2.6645000000000003","0.0","3.2801"
"104","0.0","0.39615384","0.0","42","-0.6216999999999997","2.0","43","2.6717000000000004","0.0","3.2934"
"105","0.0","0.40000001","0.0","42","-0.6276999999999995","2.0","43","2.6786000000000003","0.0","3.3063"
"106","0.0","0.40384614","0.0","42","-0.6335999999999995","2.0","43","2.6853000000000007","0.0","3.3189"
"107","0.0","0.40769231","0.0","42","-0.6392999999999995","2.0","43","2.6918000000000006","0.0","3.3311"
"108","0.0","0.41153845","0.0","42","-0.6449999999999996","2.0","43","2.6981","0.0","3.3430999999999997"
"109","0.0","0.41538462","0.0","42","-0.6504999999999996","2.0","43","2.7042","0.0","3.3547"
"110","0.0","0.41923076","0.0","42","-0.6557999999999997","2.0","43","2.710000000000001","0.0","3.3658000000000006"
"111","0.0","0.42307693","0.0","42","-0.6609999999999996","2.0","43","2.7156000000000002","0.0","3.3766"
"112","0.0","0.42692307","0.0","42","-0.6659999999999995","2.0","43","2.721","0.0","3.3869999999999996"
"113","0.0","0.43076923","0.0","42","-0.6708999999999996","2.0","43","2.7261000000000006","0.0","3.3970000000000002"
"114","0.0","0.43461537","0.0","42","-0.6754999999999995","2.0","43","2.7310000000000008","0.0","3.4065000000000003"
"115","0.0","0.43846154","0.0","42","-0.6799999999999997","2.0","43","2.7357000000000005","0.0","3.4157"
"116","0.0","0.44230768","0.0","42","-0.6842999999999995","2.0","43","2.7401","0.0","3.4243999999999994"
"117","0.0","0.44615385","0.0","42","-0.6882999999999995","2.0","43","2.7442","0.0","3.4324999999999997"
"118","0.0","0.44999999","0.0","42","-0.6920999999999995","2.0","43","2.748","0.0","3.4400999999999997"
"119","0.0","0.45384616","0.0","42","-0.6956999999999995","2.0","43","2.7516000000000007","0.0","3.4473000000000003"
"120","0.0","0.4576923","0.0","42","-0.6989999999999994","2.0","43","2.755000000000001","0.0","3.454"
"121","0.0","0.46153846","0.0","42","-0.7019999999999995","2.0","43","2.758","0.0","3.4599999999999995"
"122","0.0","0.4653846","0.0","42","-0.7047999999999996","2.0","43","2.7608000000000006","0.0","3.4656000000000002"
"123","0.0","0.46923077","0.0","42","-0.7073999999999994","2.0","43","2.7633","0.0","3.4706999999999995"
"124","0.0","0.47307691","0.0","42","-0.7095999999999996","2.0","43","2.7655000000000003","0.0","3.4751"
"125","0.0","0.47692308","0.0","42","-0.7115999999999998","2.0","43","2.7674000000000003","0.0","3.479"
"126","0.0","0.48076922","0.0","42","-0.7132999999999994","2.0","43","2.769","0.0","3.4822999999999995"
"127","0.0","0.48461539","0.0","42","-0.7146999999999997","2.0","43","2.7704000000000004","0.0","3.4851"
"128","0.0","0.48846152","0.0","42","-0.7156999999999996","2.0","43","2.7714000000000008","0.0","3.4871000000000003"
"129","0.0","0.49230769","0.0","42","-0.7164999999999995","2.0","43","2.7722000000000007","0.0","3.4887"
"130","0.0","0.49615386","0.0","42","-0.7169999999999996","2.0","43","2.7726000000000006","0.0","3.4896000000000003"
"131","0.0","0.5","0.0","42","-0.7170999999999994","2.0","43","2.7728","0.0","3.4898999999999996"
"132","0.00384615","0.5","0.0","42","-0.7171999999999996","2.0","43","2.7726000000000006","0.0","3.4898000000000002"
"133","0.00769231","0.5","0.0","42","-0.7172999999999994","2.0","43","2.7721","0.0","3.4893999999999994"
"134","0.01153846","0.5","0.0","42","-0.7174999999999994","2.0","43","2.7713","0.0","3.4887999999999995"
"135","0.01538462","0.5","0.0","42","-0.7177999999999995","2.0","43","2.7702","0.0","3.4879999999999995"
"136","0.01923077","0.5","0.0","42","-0.7180999999999997","2.0","43","2.7688000000000006","0.0","3.4869000000000003"
"137","0.02307692","0.5","0.0","42","-0.7184999999999997","2.0","43","2.7670000000000003","0.0","3.4855"
"138","0.02692308","0.5","0.0","42","-0.7189999999999994","2.0","43","2.764900000000001","0.0","3.4839"
"139","0.03076923","0.5","0.0","42","-0.7195999999999998","2.0","43","2.762600000000001","0.0","3.4822000000000006"
"140","0.03461539","0.5","0.0","42","-0.7202999999999995","2.0","43","2.7599","0.0","3.4801999999999995"
"141","0.03846154","0.5","0.0","42","-0.7209999999999996","2.0","43","2.756900000000001","0.0","3.4779000000000004"
"142","0.04230769","0.5","0.0","42","-0.7218999999999998","2.0","43","2.7537000000000003","0.0","3.4756"
"143","0.04615385","0.5","0.0","42","-0.7226999999999997","2.0","43","2.7501000000000007","0.0","3.4728000000000003"
