"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.557499999999997","2.0","-19.557399999999998","2.0","-19.557399999999998","2.0","-19.557399999999998","2.0","-19.557399999999998","2.0","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0"
"2","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.557299999999998","2.0","-19.5571","2.0","-19.557199999999998","2.0","-19.557199999999998","2.0","-19.5571","2.0","-19.5571","2.0","-19.5571","2.0","-19.5571","2.0","-19.5571","2.0","-19.5571","2.0"
"3","-19.5568","2.0","-19.5567","2.0","-19.5567","2.0","-19.5567","2.0","-19.5567","2.0","-19.557","2.0","-19.5569","2.0","-19.5569","2.0","-19.5569","2.0","-19.5568","2.0","-19.5568","2.0","-19.5569","2.0","-19.5568","2.0","-19.5568","2.0"
"4","-19.5566","2.0","-19.5566","2.0","-19.5566","2.0","-19.5566","2.0","-19.5566","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0","-19.5568","2.0"
"5","-19.549999999999997","2.0","-19.549999999999997","2.0","-19.549999999999997","2.0","-19.549999999999997","2.0","-19.549999999999997","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0"
"6","-19.549899999999997","2.0","-19.549899999999997","2.0","-19.549899999999997","2.0","-19.549999999999997","2.0","-19.549999999999997","2.0","-19.549599999999998","2.0","-19.549599999999998","2.0","-19.549599999999998","2.0","-19.549599999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0","-19.549599999999998","2.0","-19.549699999999998","2.0","-19.549699999999998","2.0"
"7","-19.5487","2.0","-19.5487","2.0","-19.5487","2.0","-19.5488","2.0","-19.5488","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.5491","2.0","-19.5491","2.0","-19.5491","2.0","-19.5491","2.0","-19.5491","2.0","-19.5491","2.0"
"8","-19.5486","2.0","-19.5487","2.0","-19.5487","2.0","-19.5487","2.0","-19.5487","2.0","-19.5489","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0","-19.549","2.0"
"9","-16.48","2.0","-16.48","2.0","-16.477999999999998","2.0","-16.477899999999998","2.0","-16.477899999999998","2.0","-16.4776","2.0","-16.4776","2.0","-16.4776","2.0","-16.4754","2.0","-16.4753","2.0","-16.4753","2.0","-16.4754","2.0","-16.4753","2.0","-16.4753","2.0"
