"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14","","KPoint 15","","KPoint 16","","KPoint 17","","KPoint 18","","KPoint 19","","KPoint 20","","KPoint 21","","KPoint 22","","KPoint 23","","KPoint 24","","KPoint 25","","KPoint 26","","KPoint 27","","KPoint 28","","KPoint 29","","KPoint 30","","KPoint 31","","KPoint 32","","KPoint 33","","KPoint 34","","KPoint 35","","KPoint 36","","KPoint 37","","KPoint 38","","KPoint 39","","KPoint 40","","KPoint 41","","KPoint 42","","KPoint 43","","KPoint 44","","KPoint 45","","KPoint 46","","KPoint 47","","KPoint 48","","KPoint 49","","KPoint 50","","KPoint 51","","KPoint 52","","KPoint 53","","KPoint 54","","KPoint 55","","KPoint 56","","KPoint 57","","KPoint 58","","KPoint 59","","KPoint 60","","KPoint 61","","KPoint 62","","KPoint 63","","KPoint 64","","KPoint 65","","KPoint 66","","KPoint 67","","KPoint 68","","KPoint 69","","KPoint 70","","KPoint 71","","KPoint 72",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.024","2.0","-69.024","2.0","-69.0239","2.0","-69.0239","2.0","-69.024","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.024","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.024","2.0","-69.0239","2.0","-69.024","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.02380000000001","2.0","-69.0239","2.0","-69.02380000000001","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.0239","2.0","-69.02380000000001","2.0","-69.0239","2.0","-69.024","2.0","-69.024","2.0","-69.024","2.0","-69.0239","2.0","-69.0239","2.0","-69.024","2.0","-69.024","2.0","-69.02380000000001","2.0"
"2","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9692","2.0","-68.9691","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9691","2.0","-68.9691","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9691","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9692","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9692","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9691","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9691","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9689","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0"
"3","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9692","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.9691","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.9689","2.0","-68.9689","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0","-68.96900000000001","2.0"
"4","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9466","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9466","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9464","2.0","-68.9464","2.0","-68.9465","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0"
"5","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9465","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9465","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9465","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.94630000000001","2.0","-68.9464","2.0","-68.94630000000001","2.0","-68.9464","2.0"
"6","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9397","2.0","-68.9397","2.0","-68.9397","2.0","-68.9397","2.0","-68.9397","2.0","-68.9397","2.0","-68.9398","2.0","-68.9397","2.0","-68.9397","2.0","-68.9398","2.0","-68.9398","2.0","-68.9397","2.0","-68.9398","2.0","-68.9398","2.0","-68.9397","2.0","-68.9398","2.0","-68.93990000000001","2.0","-68.9398","2.0","-68.93990000000001","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9398","2.0","-68.9397","2.0"
"7","-22.2399","2.0","-22.2399","2.0","-22.2399","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.240099999999998","2.0","-22.240099999999998","2.0","-22.2402","2.0","-22.2402","2.0","-22.2403","2.0","-22.2403","2.0","-22.2403","2.0","-22.2404","2.0","-22.2404","2.0","-22.2404","2.0","-22.2404","2.0","-22.2404","2.0","-22.2404","2.0","-22.2405","2.0","-22.2405","2.0","-22.2405","2.0","-22.2406","2.0","-22.2406","2.0","-22.2407","2.0","-22.2407","2.0","-22.2408","2.0","-22.2409","2.0","-22.2409","2.0","-22.241","2.0","-22.241","2.0","-22.2411","2.0","-22.2411","2.0","-22.2411","2.0","-22.2411","2.0","-22.2411","2.0","-22.2411","2.0","-22.2411","2.0","-22.241","2.0","-22.241","2.0","-22.2409","2.0","-22.2409","2.0","-22.2408","2.0","-22.2407","2.0","-22.2407","2.0","-22.2406","2.0","-22.2405","2.0","-22.2404","2.0","-22.2403","2.0","-22.2403","2.0","-22.2402","2.0","-22.240099999999998","2.0","-22.240099999999998","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.2399","2.0","-22.2399","2.0","-22.2399","2.0","-22.2399","2.0","-22.2399","2.0","-22.2399","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.24","2.0","-22.240099999999998","2.0","-22.240099999999998","2.0","-22.240099999999998","2.0"
"8","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.2361","2.0","-22.2361","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2363","2.0","-22.2363","2.0","-22.2364","2.0","-22.2364","2.0","-22.2364","2.0","-22.2364","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2365","2.0","-22.2366","2.0","-22.2366","2.0","-22.2366","2.0","-22.2366","2.0","-22.2367","2.0","-22.2367","2.0","-22.2367","2.0","-22.2367","2.0","-22.2367","2.0","-22.2367","2.0","-22.2367","2.0","-22.2366","2.0","-22.2366","2.0","-22.2365","2.0","-22.2365","2.0","-22.2364","2.0","-22.2364","2.0","-22.2363","2.0","-22.2363","2.0","-22.2362","2.0","-22.2362","2.0","-22.2361","2.0","-22.2361","2.0","-22.2361","2.0","-22.2361","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2358","2.0","-22.2358","2.0","-22.2358","2.0","-22.2357","2.0","-22.2357","2.0","-22.2357","2.0","-22.2357","2.0"
"9","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.2361","2.0","-22.2361","2.0","-22.2361","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2362","2.0","-22.2361","2.0","-22.2361","2.0","-22.2361","2.0","-22.2361","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.236","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2359","2.0","-22.2358","2.0","-22.2358","2.0","-22.2358","2.0","-22.2357","2.0","-22.2357","2.0","-22.2357","2.0","-22.2357","2.0"
