          17  -6.19424009       5.79717493       5.79717493       5.79717493       8.31036568       8.31036568       8.31036568       9.11948490    
          18  -6.19380283       5.79411077       5.79520416       5.79520416       8.30920982       8.31287479       8.31287479       9.12249565    
          19  -6.19248819       5.78495407       5.78931522       5.78931522       8.30574608       8.32037735       8.32037735       9.13148785    
          20  -6.19029284       5.76980782       5.77958107       5.77958107       8.29999447       8.33279896       8.33279896       9.14634228    
          21  -6.18721819       5.74883986       5.76611710       5.76611710       8.29198074       8.35002232       8.35002232       9.16686440    
          22  -6.18326521       5.72227287       5.74908113       5.74908113       8.28175068       8.37189102       8.37189102       9.19279671    
          23  -6.17843390       5.69037104       5.72865820       5.72865820       8.26935291       8.39821911       8.39821911       9.22382641    
          24  -6.17272520       5.65342808       5.70505714       5.70505714       8.25485039       8.42879009       8.42879009       9.25958729    
          25  -6.16613579       5.61177921       5.67851019       5.67851019       8.23831558       8.46338367       8.46338367       9.29969406    
          26  -6.15866709       5.56574821       5.64925003       5.64925003       8.21982574       8.50175858       8.50175858       9.34372044    
          27  -6.15032291       5.51565886       5.61751080       5.61751080       8.19946098       8.54366970       8.54366970       9.39121342    
          28  -6.14109993       5.46185207       5.58353281       5.58353281       8.17731667       8.58889294       8.58889294       9.44172764    
          29  -6.13099909       5.40463209       5.54754019       5.54754019       8.15348530       8.63719273       8.63719273       9.49478436    
          30  -6.12002087       5.34429121       5.50974989       5.50974989       8.12806129       8.68834591       8.68834591       9.54988956    
          31  -6.10816813       5.28112507       5.47036982       5.47036982       8.10114288       8.74214840       8.74214840       9.60653687    
          32  -6.09544086       5.21538687       5.42959118       5.42959118       8.07283115       8.79840279       8.79840279       9.66419315    
          33  -6.08184004       5.14731693       5.38759279       5.38759279       8.04322815       8.85692787       8.85692787       9.72229290    
          34  -6.06736708       5.07712603       5.34453392       5.34453392       8.01243114       8.91755295       8.91755295       9.78023148    
          35  -6.05202579       5.00503302       5.30057716       5.30057812       7.98053980       8.98012829       8.98012829       9.83735085    
          36  -6.03581285       4.93121099       5.25585699       5.25585699       7.94765091       9.04450798       9.04450798       9.89293289    
          37  -6.01873016       4.85582399       5.21049786       5.21049881       7.91385984       9.11056328       9.11056328       9.94618034    
          38  -6.00077677       4.77902317       5.16461802       5.16461802       7.87925816       9.17817402       9.17817402       9.99621964    
          39  -5.98195505       4.70094109       5.11832094       5.11832094       7.84393501       9.24723053       9.24723053       10.0420961    
