          11   1.09654295       1.09654295       1.09654295       1.09654295       3.53073192       3.53073192       3.53073192       3.53073192    
          12   1.09534299       1.09534299       1.09710395       1.09710395       3.53114390       3.53633809       3.53633809       3.53633809    
          13   1.09175301       1.09175301       1.09878600       1.09878600       3.53237700       3.55298090       3.55298090       3.55298090    
          14   1.08580005       1.08580005       1.10158396       1.10158396       3.53442001       3.58015800       3.58015800       3.58015800    
          15   1.07752705       1.07752705       1.10549295       1.10549295       3.53726101       3.61708593       3.61708593       3.61708593    
          16   1.06699800       1.06699800       1.11050200       1.11050200       3.54087710       3.66278005       3.66278005       3.66278005    
          17   1.05428898       1.05428898       1.11660302       1.11660302       3.54524112       3.71612000       3.71612000       3.71612000    
          18   1.03948796       1.03948796       1.12377906       1.12377906       3.55031705       3.77591610       3.77591610       3.77591610    
          19   1.02270401       1.02270401       1.13201594       1.13201594       3.55606389       3.84095693       3.84095693       3.84095693    
          20   1.00405097       1.00405097       1.14129400       1.14129400       3.56242895       3.91003704       3.91003704       3.91003704    
          21  0.983654022      0.983654022       1.15159094       1.15159094       3.56935096       3.98196411       3.98196411       3.98196411    
          22  0.961645007      0.961645007       1.16288102       1.16288102       3.57676005       4.05556488       4.05556488       4.05556488    
          23  0.938160002      0.938160002       1.17513597       1.17513597       3.58457208       4.12968493       4.12968493       4.12968493    
          24  0.913340986      0.913340986       1.18832803       1.18832803       3.59268999       4.20318079       4.20318079       4.20318079    
          25  0.887331009      0.887331009       1.20242095       1.20242095       3.60100508       4.27492380       4.27492380       4.27492380    
          26  0.860270977      0.860270977       1.21738100       1.21738100       3.60939002       4.34380293       4.34380293       4.34380293    
          27  0.832306027      0.832306027       1.23316801       1.23316801       3.61770010       4.40875292       4.40875292       4.40875292    
          28  0.803583026      0.803583026       1.24974096       1.24974096       3.62576890       4.46878195       4.46878195       4.46878195    
          29  0.774241984      0.774241984       1.26705599       1.26705599       3.63341093       4.52301598       4.52301598       4.52301598    
          30  0.744422972      0.744422972       1.28506196       1.28506196       3.64041209       4.57075119       4.57075119       4.57075119    
          31  0.714259028      0.714259028       1.30370903       1.30370903       3.64653301       4.61149788       4.61149788       4.61149788    
          32  0.683881998      0.683881998       1.32294095       1.32294095       3.65150905       4.64501810       4.64501810       4.64501810    
          33  0.653418005      0.653418005       1.34269905       1.34269905       3.65504193       4.67133522       4.67133522       4.67133522    
          34  0.622986019      0.622986019       1.36292303       1.36292303       3.65680599       4.69071579       4.69071579       4.69071579    
          35  0.592705011      0.592705011       1.38354504       1.38354504       3.65644407       4.70363712       4.70363712       4.70363712    
          36  0.562687993      0.562687993       1.40449703       1.40449703       3.65357304       4.71071577       4.71071577       4.71071577    
          37  0.533043027      0.533043027       1.42570603       1.42570603       3.64778709       4.71265888       4.71265888       4.71265888    
          38  0.503867984      0.503867984       1.44709694       1.44709694       3.63866401       4.71020317       4.71020317       4.71020317    
          39  0.475263000      0.475263000       1.46858799       1.46858799       3.62577891       4.70407486       4.70407486       4.70407486    
          40  0.447317988      0.447317988       1.49009597       1.49009597       3.60870790       4.69496202       4.69496202       4.69496202    
          41  0.420121014      0.420121014       1.51153004       1.51153004       3.58704996       4.68349123       4.68349123       4.68349123    
          42  0.393752009      0.393752009       1.53280401       1.53280401       3.56045389       4.67022324       4.67022324       4.67022324    
          43  0.368290007      0.368290007       1.55382395       1.55382395       3.52861810       4.65565300       4.65565300       4.65565300    
          44  0.343807012      0.343807012       1.57449603       1.57449603       3.49131393       4.64020920       4.64020920       4.64020920    
          45  0.320371985      0.320371985       1.59472096       1.59472096       3.44840693       4.62425995       4.62425995       4.62425995    
          46  0.298047006      0.311325014       1.61440003       1.61440003       3.39985299       4.60812092       4.60812092       4.60812092    
          47  0.276892990      0.425397992       1.63343203       1.63343203       3.34570909       4.59205914       4.59205914       4.59205914    
          48  0.256960988      0.539732993       1.65171695       1.65171695       3.28612995       4.57629585       4.57629585       4.57629585    
          49  0.238304004      0.654139996       1.66915202       1.66915202       3.22136211       4.56102085       4.56102085       4.56102085    
          50  0.220970005      0.768405020       1.68563604       1.68563604       3.15173793       4.54638481       4.54638481       4.54638481    
          51  0.205000997      0.882279992       1.70107400       1.70107400       3.07766700       4.53250790       4.53250790       4.53250790    
          52  0.190438002      0.995477974       1.71537101       1.71537101       2.99964190       4.51947784       4.51947784       4.51947784    
          53  0.177313998       1.10763097       1.72843897       1.72843897       2.91824293       4.50734806       4.50734806       4.50734806    
          54  0.165662006       1.21824598       1.74019003       1.74019003       2.83417606       4.49613810       4.49613810       4.49613810    
          55  0.155506998       1.32662904       1.75054598       1.75054598       2.74834299       4.48582792       4.48582792       4.48582792    
          56  0.146876007       1.43172801       1.75943506       1.75943506       2.66197991       4.47636986       4.47636986       4.47636986    
          57  0.139787003       1.53183901       1.76679397       1.76679397       2.57696104       4.46773386       4.46773386       4.46773386    
          58  0.134256005       1.62400603       1.77257502       1.77257502       2.49638605       4.46001291       4.46001291       4.46001291    
          59  0.130298004       1.70286596       1.77673197       1.77673197       2.42572594       4.45360422       4.45360422       4.45360422    
          60  0.127920002       1.75906706       1.77923906       1.77923906       2.37441301       4.44923878       4.44923878       4.44923878    
          61  0.127125993       1.78007603       1.78007603       1.78007603       2.35502505       4.44767904       4.44767904       4.44767904    
          62  0.127691999       1.75966501       1.77825403       1.77920902       2.37477398       4.44717693       4.44992018       4.45078182    
          63  0.129409000       1.70515203       1.77279198       1.77661204       2.42729402       4.44615984       4.45670223       4.45936823    
