"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.7172","2.0","-19.7171","2.0","-19.7171","2.0","-19.717","2.0","-19.717","2.0","-19.717","2.0","-19.7169","2.0","-19.7169","2.0","-19.7169","2.0","-19.7168","2.0","-19.7168","2.0","-19.7169","2.0","-19.7168","2.0","-19.7168","2.0"
"2","-19.7169","2.0","-19.717","2.0","-19.717","2.0","-19.717","2.0","-19.717","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0","-19.7168","2.0"
"3","-19.7164","2.0","-19.7164","2.0","-19.716299999999997","2.0","-19.716299999999997","2.0","-19.716299999999997","2.0","-19.7166","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0","-19.7165","2.0"
"4","-19.716199999999997","2.0","-19.716299999999997","2.0","-19.716199999999997","2.0","-19.716199999999997","2.0","-19.716199999999997","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0","-19.7164","2.0"
"5","-19.711399999999998","2.0","-19.711399999999998","2.0","-19.711399999999998","2.0","-19.711399999999998","2.0","-19.711399999999998","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.711199999999998","2.0","-19.711199999999998","2.0","-19.7111","2.0","-19.711199999999998","2.0","-19.711199999999998","2.0"
"6","-19.711199999999998","2.0","-19.711299999999998","2.0","-19.711299999999998","2.0","-19.711399999999998","2.0","-19.711399999999998","2.0","-19.711","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0","-19.7111","2.0"
"7","-19.7104","2.0","-19.7104","2.0","-19.7104","2.0","-19.7104","2.0","-19.7104","2.0","-19.7107","2.0","-19.7106","2.0","-19.7106","2.0","-19.7107","2.0","-19.7107","2.0","-19.7107","2.0","-19.7107","2.0","-19.7107","2.0","-19.7107","2.0"
"8","-19.7103","2.0","-19.7103","2.0","-19.7104","2.0","-19.7104","2.0","-19.7104","2.0","-19.7105","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0","-19.7106","2.0"
"9","-16.5241","2.0","-16.5241","2.0","-16.5219","2.0","-16.5218","2.0","-16.5218","2.0","-16.5217","2.0","-16.5217","2.0","-16.5217","2.0","-16.519299999999998","2.0","-16.519299999999998","2.0","-16.519299999999998","2.0","-16.519299999999998","2.0","-16.519299999999998","2.0","-16.519299999999998","2.0"
"10","-16.524","2.0","-16.524","2.0","-16.5217","2.0","-16.5217","2.0","-16.5217","2.0","-16.5216","2.0","-16.5217","2.0","-16.5217","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0","-16.519199999999998","2.0"
"11","-16.5169","2.0","-16.5165","2.0","-16.5183","2.0","-16.518","2.0","-16.518","2.0","-16.5173","2.0","-16.5172","2.0","-16.5172","2.0","-16.5154","2.0","-16.5152","2.0","-16.5152","2.0","-16.5154","2.0","-16.5152","2.0","-16.5152","2.0"
"12","-16.5157","2.0","-16.5159","2.0","-16.5175","2.0","-16.517599999999998","2.0","-16.517599999999998","2.0","-16.5172","2.0","-16.5172","2.0","-16.5172","2.0","-16.514699999999998","2.0","-16.5149","2.0","-16.5148","2.0","-16.514699999999998","2.0","-16.5149","2.0","-16.5148","2.0"
"13","-16.5153","2.0","-16.5152","2.0","-16.5122","2.0","-16.5122","2.0","-16.5122","2.0","-16.5139","2.0","-16.5135","2.0","-16.5135","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0"
"14","-16.5152","2.0","-16.5152","2.0","-16.5122","2.0","-16.5122","2.0","-16.5122","2.0","-16.5128","2.0","-16.512999999999998","2.0","-16.512999999999998","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0","-16.5144","2.0"
"15","-16.505","2.0","-16.5048","2.0","-16.506999999999998","2.0","-16.506899999999998","2.0","-16.506899999999998","2.0","-16.5079","2.0","-16.5077","2.0","-16.5076","2.0","-16.5097","2.0","-16.5096","2.0","-16.5096","2.0","-16.5097","2.0","-16.5096","2.0","-16.5096","2.0"
"16","-16.5044","2.0","-16.5045","2.0","-16.5068","2.0","-16.5068","2.0","-16.5068","2.0","-16.5072","2.0","-16.5073","2.0","-16.5073","2.0","-16.5094","2.0","-16.5094","2.0","-16.5094","2.0","-16.5094","2.0","-16.5094","2.0","-16.5094","2.0"
"17","-16.499299999999998","2.0","-16.496399999999998","2.0","-16.497899999999998","2.0","-16.4951","2.0","-16.4951","2.0","-16.4988","2.0","-16.4959","2.0","-16.4959","2.0","-16.4975","2.0","-16.4946","2.0","-16.494699999999998","2.0","-16.4975","2.0","-16.4946","2.0","-16.494699999999998","2.0"
"18","-16.496199999999998","2.0","-16.493299999999998","2.0","-16.4956","2.0","-16.4927","2.0","-16.4927","2.0","-16.4972","2.0","-16.4943","2.0","-16.4943","2.0","-16.496399999999998","2.0","-16.4935","2.0","-16.4935","2.0","-16.496399999999998","2.0","-16.4935","2.0","-16.4935","2.0"
"19","-16.492","2.0","-16.4907","2.0","-16.4942","2.0","-16.4916","2.0","-16.4916","2.0","-16.4919","2.0","-16.490099999999998","2.0","-16.49","2.0","-16.4941","2.0","-16.4914","2.0","-16.4914","2.0","-16.4941","2.0","-16.4914","2.0","-16.4914","2.0"
"20","-16.491699999999998","2.0","-16.4894","2.0","-16.493399999999998","2.0","-16.4905","2.0","-16.4905","2.0","-16.491799999999998","2.0","-16.4893","2.0","-16.4893","2.0","-16.4937","2.0","-16.4909","2.0","-16.4909","2.0","-16.4937","2.0","-16.4909","2.0","-16.4909","2.0"
"21","-16.4878","2.0","-16.4889","2.0","-16.4864","2.0","-16.4893","2.0","-16.4893","2.0","-16.487099999999998","2.0","-16.4891","2.0","-16.4891","2.0","-16.4859","2.0","-16.4889","2.0","-16.488799999999998","2.0","-16.4859","2.0","-16.4889","2.0","-16.488799999999998","2.0"
"22","-16.4845","2.0","-16.4875","2.0","-16.4837","2.0","-16.4867","2.0","-16.4867","2.0","-16.4855","2.0","-16.4884","2.0","-16.4885","2.0","-16.4846","2.0","-16.4875","2.0","-16.4876","2.0","-16.4846","2.0","-16.4875","2.0","-16.4876","2.0"
"23","-16.4813","2.0","-16.483999999999998","2.0","-16.4832","2.0","-16.486","2.0","-16.486","2.0","-16.481099999999998","2.0","-16.4839","2.0","-16.4839","2.0","-16.4829","2.0","-16.4858","2.0","-16.4858","2.0","-16.4829","2.0","-16.4858","2.0","-16.4858","2.0"
"24","-16.4802","2.0","-16.4832","2.0","-16.4816","2.0","-16.4846","2.0","-16.4846","2.0","-16.4806","2.0","-16.4834","2.0","-16.4835","2.0","-16.4822","2.0","-16.4851","2.0","-16.4851","2.0","-16.4822","2.0","-16.4851","2.0","-16.4851","2.0"
"25","-16.4655","2.0","-16.4655","2.0","-16.4653","2.0","-16.4653","2.0","-16.4653","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0"
"26","-16.4655","2.0","-16.4655","2.0","-16.4653","2.0","-16.4653","2.0","-16.4653","2.0","-16.4654","2.0","-16.4654","2.0","-16.4654","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0"
"27","-16.465","2.0","-16.465","2.0","-16.4649","2.0","-16.4648","2.0","-16.4648","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0"
"28","-16.465","2.0","-16.465","2.0","-16.4648","2.0","-16.4648","2.0","-16.4648","2.0","-16.4651","2.0","-16.4651","2.0","-16.4651","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0","-16.4649","2.0"
