"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.5336","2.0","-19.5335","2.0","-19.5335","2.0","-19.5335","2.0","-19.5335","2.0","-19.5334","2.0","-19.5334","2.0","-19.5334","2.0","-19.5333","2.0","-19.5333","2.0","-19.5333","2.0","-19.5333","2.0","-19.5333","2.0","-19.5333","2.0"
"2","-19.5334","2.0","-19.5334","2.0","-19.5334","2.0","-19.5334","2.0","-19.5334","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0","-19.5332","2.0"
"3","-19.532899999999998","2.0","-19.532799999999998","2.0","-19.532799999999998","2.0","-19.532799999999998","2.0","-19.532799999999998","2.0","-19.5331","2.0","-19.532999999999998","2.0","-19.532999999999998","2.0","-19.532999999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532999999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0"
"4","-19.5327","2.0","-19.5327","2.0","-19.5327","2.0","-19.5327","2.0","-19.5327","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0","-19.532899999999998","2.0"
"5","-19.526799999999998","2.0","-19.526799999999998","2.0","-19.526799999999998","2.0","-19.526799999999998","2.0","-19.526799999999998","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5265","2.0","-19.5265","2.0","-19.5264","2.0","-19.5265","2.0","-19.5265","2.0"
"6","-19.5266","2.0","-19.526699999999998","2.0","-19.526699999999998","2.0","-19.526799999999998","2.0","-19.526799999999998","2.0","-19.5263","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0","-19.5264","2.0"
"7","-19.525399999999998","2.0","-19.525399999999998","2.0","-19.5255","2.0","-19.5255","2.0","-19.5255","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0","-19.5258","2.0"
"8","-19.525299999999998","2.0","-19.525399999999998","2.0","-19.525399999999998","2.0","-19.525399999999998","2.0","-19.525399999999998","2.0","-19.5257","2.0","-19.5257","2.0","-19.5257","2.0","-19.5257","2.0","-19.5258","2.0","-19.5258","2.0","-19.5257","2.0","-19.5258","2.0","-19.5258","2.0"
"9","-16.4908","2.0","-16.4908","2.0","-16.4887","2.0","-16.4887","2.0","-16.4887","2.0","-16.4884","2.0","-16.4883","2.0","-16.4883","2.0","-16.4862","2.0","-16.4861","2.0","-16.4861","2.0","-16.4862","2.0","-16.4861","2.0","-16.4861","2.0"
"10","-16.4907","2.0","-16.4907","2.0","-16.4885","2.0","-16.4886","2.0","-16.4886","2.0","-16.4883","2.0","-16.4883","2.0","-16.4883","2.0","-16.486","2.0","-16.486","2.0","-16.486","2.0","-16.486","2.0","-16.486","2.0","-16.486","2.0"
"11","-16.4839","2.0","-16.4836","2.0","-16.4853","2.0","-16.4851","2.0","-16.4851","2.0","-16.4838","2.0","-16.4838","2.0","-16.4838","2.0","-16.4824","2.0","-16.4822","2.0","-16.4822","2.0","-16.4824","2.0","-16.4822","2.0","-16.4822","2.0"
"12","-16.4829","2.0","-16.4831","2.0","-16.4846","2.0","-16.4847","2.0","-16.4847","2.0","-16.4838","2.0","-16.4838","2.0","-16.4838","2.0","-16.4819","2.0","-16.482","2.0","-16.482","2.0","-16.4819","2.0","-16.482","2.0","-16.482","2.0"
"13","-16.4818","2.0","-16.4817","2.0","-16.479","2.0","-16.479","2.0","-16.479","2.0","-16.480900000000002","2.0","-16.4806","2.0","-16.4806","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0"
"14","-16.4817","2.0","-16.4817","2.0","-16.479","2.0","-16.479","2.0","-16.479","2.0","-16.48","2.0","-16.4802","2.0","-16.4802","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0","-16.4812","2.0"
"15","-16.4722","2.0","-16.472","2.0","-16.4741","2.0","-16.4741","2.0","-16.4741","2.0","-16.4751","2.0","-16.4749","2.0","-16.474800000000002","2.0","-16.4768","2.0","-16.4767","2.0","-16.4767","2.0","-16.4768","2.0","-16.4767","2.0","-16.4767","2.0"
"16","-16.4717","2.0","-16.4718","2.0","-16.4739","2.0","-16.474","2.0","-16.474","2.0","-16.4744","2.0","-16.4745","2.0","-16.4746","2.0","-16.4765","2.0","-16.4766","2.0","-16.4766","2.0","-16.4765","2.0","-16.4766","2.0","-16.4766","2.0"
"17","-16.4636","2.0","-16.4609","2.0","-16.4622","2.0","-16.459600000000002","2.0","-16.459600000000002","2.0","-16.4631","2.0","-16.4604","2.0","-16.4604","2.0","-16.4618","2.0","-16.4592","2.0","-16.4592","2.0","-16.4618","2.0","-16.4592","2.0","-16.4592","2.0"
"18","-16.4608","2.0","-16.458","2.0","-16.4601","2.0","-16.4573","2.0","-16.4573","2.0","-16.4617","2.0","-16.459","2.0","-16.459","2.0","-16.4608","2.0","-16.4581","2.0","-16.4581","2.0","-16.4608","2.0","-16.4581","2.0","-16.4581","2.0"
"19","-16.4568","2.0","-16.4556","2.0","-16.4588","2.0","-16.4563","2.0","-16.4563","2.0","-16.4567","2.0","-16.455000000000002","2.0","-16.455000000000002","2.0","-16.4587","2.0","-16.4561","2.0","-16.4562","2.0","-16.4587","2.0","-16.4561","2.0","-16.4562","2.0"
"20","-16.4564","2.0","-16.4544","2.0","-16.4579","2.0","-16.4553","2.0","-16.4553","2.0","-16.456500000000002","2.0","-16.4542","2.0","-16.4543","2.0","-16.4583","2.0","-16.4556","2.0","-16.4556","2.0","-16.4583","2.0","-16.4556","2.0","-16.4556","2.0"
