"","KPoint 1","","KPoint 2","","KPoint 3","","KPoint 4","","KPoint 5","","KPoint 6","","KPoint 7","","KPoint 8","","KPoint 9","","KPoint 10","","KPoint 11","","KPoint 12","","KPoint 13","","KPoint 14",""
"Band","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ","E - EF / eV","Occ"
"1","-19.448","2.0","-19.448","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.448","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0"
"2","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0"
"3","-19.4478","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4478","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0","-19.4479","2.0"
"4","-19.4478","2.0","-19.4478","2.0","-19.4478","2.0","-19.4479","2.0","-19.4479","2.0","-19.4478","2.0","-19.4478","2.0","-19.4478","2.0","-19.4478","2.0","-19.4479","2.0","-19.4479","2.0","-19.4478","2.0","-19.4479","2.0","-19.4479","2.0"
"5","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.4161","2.0","-19.416","2.0","-19.416","2.0","-19.4161","2.0","-19.416","2.0"
"6","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0"
"7","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0"
"8","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0","-19.416","2.0"
"9","-16.4765","2.0","-16.476399999999998","2.0","-16.4747","2.0","-16.4746","2.0","-16.4746","2.0","-16.4739","2.0","-16.4739","2.0","-16.4739","2.0","-16.472","2.0","-16.4719","2.0","-16.4719","2.0","-16.472","2.0","-16.4719","2.0","-16.4719","2.0"
"10","-16.4762","2.0","-16.4763","2.0","-16.4743","2.0","-16.4744","2.0","-16.4744","2.0","-16.4738","2.0","-16.4738","2.0","-16.4738","2.0","-16.4717","2.0","-16.471799999999998","2.0","-16.471799999999998","2.0","-16.4717","2.0","-16.471799999999998","2.0","-16.471799999999998","2.0"
"11","-16.4706","2.0","-16.4702","2.0","-16.4717","2.0","-16.4715","2.0","-16.4715","2.0","-16.4691","2.0","-16.4691","2.0","-16.4691","2.0","-16.4689","2.0","-16.4686","2.0","-16.4686","2.0","-16.4689","2.0","-16.4686","2.0","-16.4686","2.0"
"12","-16.4694","2.0","-16.4696","2.0","-16.4709","2.0","-16.471","2.0","-16.471","2.0","-16.4691","2.0","-16.4691","2.0","-16.4691","2.0","-16.4681","2.0","-16.4682","2.0","-16.4682","2.0","-16.4681","2.0","-16.4682","2.0","-16.4682","2.0"
"13","-16.467","2.0","-16.467","2.0","-16.4645","2.0","-16.4645","2.0","-16.4645","2.0","-16.4676","2.0","-16.4672","2.0","-16.467299999999998","2.0","-16.4669","2.0","-16.4669","2.0","-16.4668","2.0","-16.4669","2.0","-16.4669","2.0","-16.4668","2.0"
"14","-16.4669","2.0","-16.4669","2.0","-16.4644","2.0","-16.4645","2.0","-16.4645","2.0","-16.4665","2.0","-16.4667","2.0","-16.4667","2.0","-16.4668","2.0","-16.4668","2.0","-16.4668","2.0","-16.4668","2.0","-16.4668","2.0","-16.4668","2.0"
"15","-16.4588","2.0","-16.4585","2.0","-16.4603","2.0","-16.4602","2.0","-16.4602","2.0","-16.4617","2.0","-16.4614","2.0","-16.4614","2.0","-16.4631","2.0","-16.463","2.0","-16.463","2.0","-16.4631","2.0","-16.463","2.0","-16.463","2.0"
"16","-16.458","2.0","-16.458099999999998","2.0","-16.46","2.0","-16.46","2.0","-16.46","2.0","-16.4608","2.0","-16.461","2.0","-16.461","2.0","-16.4626","2.0","-16.462699999999998","2.0","-16.462699999999998","2.0","-16.4626","2.0","-16.462699999999998","2.0","-16.462699999999998","2.0"
